fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,treatment_group,treatment_application,transitions,transitions_cores,blue_uv,esferico_min,esferico_max,cilindrico_max,adicao_min,adicao_max,preco_tipo,preco_par_brl,nota_disponibilidade
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,,,não,-10.00,+7.50,-6.00,absoluto,1219.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-10.00,+7.50,-6.00,absoluto,1219.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Rock,Crizal Rock,standard,,,não,-10.00,+7.50,-6.00,absoluto,949.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,,,não,-10.00,+7.50,-6.00,absoluto,599.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Optifog,Optifog,standard,,,não,-10.00,+7.50,-6.00,absoluto,839.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,No Reflex,No Reflex,standard,,,não,-10.00,+7.50,-6.00,absoluto,449.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,,,não,-10.00,+7.50,-6.00,absoluto,399.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Blue UV,Blue UV,standard,,,sim,-10.00,+6.50,-6.00,absoluto,1299.00,,,Blue UV = +R$80 vs Orma base
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,2009.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,2009.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Rock,Crizal Rock,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,1739.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,1389.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Optifog,Optifog,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,1629.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,1189.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,No Reflex,No Reflex,standard,Transitions Gen S,C,sim,-10.00,+8.25,-6.00,absoluto,989.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,2079.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,2079.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Rock,Crizal Rock,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,1809.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,1459.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Optifog,Optifog,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,1699.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,1259.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,No Reflex,No Reflex,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,absoluto,1059.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,,,não,-12.00,+9.25,-6.00,absoluto,1419.00,,,"Airwear = +R$200 vs Orma"
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-12.00,+9.25,-6.00,absoluto,1419.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,,,não,-12.00,+9.25,-6.00,absoluto,1149.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,,,não,-12.00,+9.25,-6.00,absoluto,799.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,,,não,-12.00,+9.25,-6.00,absoluto,1039.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,,,não,-12.00,+9.25,-6.00,absoluto,649.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,,,não,-12.00,+9.25,-6.00,absoluto,599.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Blue UV,Blue UV,standard,,,sim,-12.00,+9.25,-6.00,absoluto,1499.00,,,Blue UV = +R$80 vs Airwear base
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,2209.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,2209.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,1939.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,1589.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,1829.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,1439.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,Transitions Gen S,C,sim,-12.00,+9.25,-6.00,absoluto,1389.00,,,
PVC,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,absoluto,2279.00,,,
