family_name,raw_label,canonical_label,material,indice_refracao,base_price,compatible_treatments,source_page_reference,confidence_level
VARILUX® LIBERTY,Orma + Coloração especial,VARILUX® LIBERTY SOLARES / COLORAÇÃO Orma + Coloração especial,Resina,,1289.0,Verniz Hc=1289.0,Pagina 19,0.86
VARILUX® LIBERTY,Orma + Coloração padrão,VARILUX® LIBERTY SOLARES / COLORAÇÃO Orma + Coloração padrão,Resina,,1179.0,Verniz Hc=1179.0,Pagina 19,0.86
VARILUX® LIBERTY,Orma + Xperio cinza/marrom,VARILUX® LIBERTY SOLARES / COLORAÇÃO Orma + Xperio cinza/marrom,Resina,,1689.0,"Crizal Sapphire HR=2349.0, Optifog=2329.0, Verniz Hc=1689.0",Pagina 19,0.86
VARILUX® LIBERTY,Airwear,VARILUX® LIBERTY TRADICIONAL Airwear,Policarbonato,,1299.0,"Crizal Prevencia=2319.0, Crizal Sapphire HR=2319.0, Crizal Rock=2049.0, Crizal Easy Pro=1699.0, Optifog=1939.0, Trio Easy Clean=1499.0",Pagina 19,0.78
VARILUX® LIBERTY,Orma,VARILUX® LIBERTY TRADICIONAL Orma,Resina,,999.0,"Crizal Prevencia=2019.0, Crizal Sapphire HR=2019.0, Crizal Rock=1749.0, Crizal Easy Pro=1399.0, Optifog=1639.0, Trio Easy Clean=1199.0",Pagina 19,0.78
VARILUX® ACTIVITIES,Airwear + Coloração especial,VARILUX® ACTIVITIES COLORAÇÃO Varilux Activities Airwear + Coloração especial,Policarbonato,,1589.0,,Pagina 20,0.86
VARILUX® ACTIVITIES,Airwear + Coloração padrão,VARILUX® ACTIVITIES COLORAÇÃO Varilux Activities Airwear + Coloração padrão,Policarbonato,,1479.0,,Pagina 20,0.86
VARILUX® ACTIVITIES,Orma + Coloração especial,VARILUX® ACTIVITIES COLORAÇÃO Varilux Activities Orma + Coloração especial,Resina,,1289.0,,Pagina 20,0.86
VARILUX® ACTIVITIES,Orma + Coloração padrão,VARILUX® ACTIVITIES COLORAÇÃO Varilux Activities Orma + Coloração padrão,Resina,,1179.0,,Pagina 20,0.86
VARILUX® ACTIVITIES,Airwear,VARILUX® ACTIVITIES DIGITAL Varilux Digitime mid Airwear,Policarbonato,,899.0,"Crizal Prevencia=1919.0, Crizal Sapphire HR=1919.0, Crizal Rock=1649.0, Crizal Easy Pro=1299.0, Optifog=1539.0, Trio Easy Clean=1099.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Orma,VARILUX® ACTIVITIES DIGITAL Varilux Digitime mid Orma,Resina,,599.0,"Crizal Prevencia=1619.0, Crizal Sapphire HR=1619.0, Crizal Rock=1349.0, Crizal Easy Pro=999.0, Optifog=1239.0, Trio Easy Clean=799.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Stylis 1.67,VARILUX® ACTIVITIES DIGITAL Varilux Digitime mid Stylis 1.67,Resina High Index,1.67,3529.0,"Crizal Prevencia=3909.0, Crizal Sapphire HR=3909.0, Crizal Rock=3639.0, Crizal Easy Pro=3289.0, Optifog=3529.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Airwear,VARILUX® ACTIVITIES DIGITAL Varilux Digitime near Airwear,Policarbonato,,899.0,"Crizal Prevencia=1919.0, Crizal Sapphire HR=1919.0, Crizal Rock=1649.0, Crizal Easy Pro=1299.0, Optifog=1539.0, Trio Easy Clean=1099.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Orma,VARILUX® ACTIVITIES DIGITAL Varilux Digitime near Orma,Resina,,599.0,"Crizal Prevencia=1619.0, Crizal Sapphire HR=1619.0, Crizal Rock=1349.0, Crizal Easy Pro=999.0, Optifog=1239.0, Trio Easy Clean=799.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Stylis 1.67,VARILUX® ACTIVITIES DIGITAL Varilux Digitime near Stylis 1.67,Resina High Index,1.67,3529.0,"Crizal Prevencia=3909.0, Crizal Sapphire HR=3909.0, Crizal Rock=3639.0, Crizal Easy Pro=3289.0, Optifog=3529.0",Pagina 20,0.78
VARILUX® ACTIVITIES,Airwear + Xperio cinza/marrom,VARILUX® ACTIVITIES DIGITAL Varilux Roadpilot Airwear + Xperio cinza/marrom,Policarbonato,,1719.0,Crizal Sapphire HR=2379.0,Pagina 20,0.86
VARILUX® ACTIVITIES,Orma DAY & NIGHT,VARILUX® ACTIVITIES DIGITAL Varilux Roadpilot Orma DAY & NIGHT,Resina,,929.0,Verniz Hc=929.0,Pagina 20,0.86
VARILUX® ACTIVITIES,Airwear,VARILUX® ACTIVITIES DIGITAL Varilux Sport / Sportwrap Airwear,Policarbonato,,1619.0,"Crizal Prevencia=1999.0, Crizal Sapphire HR=1999.0, Crizal Rock=1729.0, Crizal Easy Pro=1379.0, Optifog=1619.0",Pagina 20,0.86
VARILUX® ACTIVITIES,Airwear + Transitions Gen S,VARILUX® ACTIVITIES DIGITAL Varilux Sport / Sportwrap Airwear + Transitions Gen S,Policarbonato,,2719.0,"Crizal Prevencia=3099.0, Crizal Sapphire HR=3099.0, Crizal Rock=2829.0, Crizal Easy Pro=2479.0, Optifog=2719.0",Pagina 20,0.86
VARILUX® ACTIVITIES,Airwear + Xperio cinza/marrom,VARILUX® ACTIVITIES DIGITAL Varilux Sport / Sportwrap Airwear + Xperio cinza/marrom,Policarbonato,,1669.0,"Crizal Sapphire HR=2329.0, Optifog=2309.0",Pagina 20,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® Airwear,Policarbonato,,1449.0,"Crizal Easy Pro=1829.0, Optifog=1829.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Extractive,LENTES EYEZEN BOOST® Airwear + Transitions Extractive,Policarbonato,,2459.0,"Crizal Easy Pro=2839.0, Optifog=2839.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Gen S,LENTES EYEZEN BOOST® Airwear + Transitions Gen S,Policarbonato,,2389.0,"Crizal Easy Pro=2769.0, Optifog=2769.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® Orma,Resina,,1229.0,"Crizal Easy Pro=1609.0, Optifog=1609.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® Orma + Transitions Extractive,Resina,,2239.0,"Crizal Easy Pro=2619.0, Optifog=2619.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® Orma + Transitions Gen S,Resina,,2169.0,"Crizal Easy Pro=2549.0, Optifog=2549.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® Stylis 1.67,Resina High Index,1.67,2649.0,"Crizal Easy Pro=3029.0, Optifog=3029.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3589.0,"Crizal Easy Pro=3969.0, Optifog=3969.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® Stylis 1.74,Resina High Index,1.74,3809.0,Optifog=3809.0,Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Optifog=4749.0,Pagina 22,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® Airwear,Policarbonato,,1449.0,"Crizal Easy Pro=1829.0, Optifog=1829.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Extractive,LENTES EYEZEN BOOST® Airwear + Transitions Extractive,Policarbonato,,2459.0,"Crizal Easy Pro=2839.0, Optifog=2839.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Gen S,LENTES EYEZEN BOOST® Airwear + Transitions Gen S,Policarbonato,,2389.0,"Crizal Easy Pro=2769.0, Optifog=2769.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® Orma,Resina,,1229.0,"Crizal Easy Pro=1609.0, Optifog=1609.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® Orma + Transitions Extractive,Resina,,2239.0,"Crizal Easy Pro=2619.0, Optifog=2619.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® Orma + Transitions Gen S,Resina,,2169.0,"Crizal Easy Pro=2549.0, Optifog=2549.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® Stylis 1.67,Resina High Index,1.67,2649.0,"Crizal Easy Pro=3029.0, Optifog=3029.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3589.0,"Crizal Easy Pro=3969.0, Optifog=3969.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® Stylis 1.74,Resina High Index,1.74,3809.0,Optifog=3809.0,Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Optifog=4749.0,Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® Airwear,Policarbonato,,1449.0,"Crizal Easy Pro=1829.0, Optifog=1829.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Extractive,LENTES EYEZEN BOOST® Airwear + Transitions Extractive,Policarbonato,,2459.0,"Crizal Easy Pro=2839.0, Optifog=2839.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Gen S,LENTES EYEZEN BOOST® Airwear + Transitions Gen S,Policarbonato,,2389.0,"Crizal Easy Pro=2769.0, Optifog=2769.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® Orma,Resina,,1229.0,"Crizal Easy Pro=1609.0, Optifog=1609.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® Orma + Transitions Extractive,Resina,,2239.0,"Crizal Easy Pro=2619.0, Optifog=2619.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® Orma + Transitions Gen S,Resina,,2169.0,"Crizal Easy Pro=2549.0, Optifog=2549.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® Preços em pares e em reais. As lentes Eyezen com coloração não possuem filtragem de luz azul-violeta. *A marcação de Eyezen Boost com coloração é semelhante a de cada uma de suas versões Airwear,Policarbonato,,989.0,Verniz Hc=989.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear + Xperio cinza/marrom/verde,LENTES EYEZEN BOOST® Preços em pares e em reais. As lentes Eyezen com coloração não possuem filtragem de luz azul-violeta. *A marcação de Eyezen Boost com coloração é semelhante a de cada uma de suas versões Airwear + Xperio cinza/marrom/verde,Policarbonato,,1359.0,"Crizal Easy Pro=2019.0, Optifog=1999.0, Verniz Hc=1359.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® Preços em pares e em reais. As lentes Eyezen com coloração não possuem filtragem de luz azul-violeta. *A marcação de Eyezen Boost com coloração é semelhante a de cada uma de suas versões Orma,Resina,,769.0,Verniz Hc=769.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Coloração especial,LENTES EYEZEN BOOST® Preços em pares e em reais. As lentes Eyezen com coloração não possuem filtragem de luz azul-violeta. *A marcação de Eyezen Boost com coloração é semelhante a de cada uma de suas versões Orma + Coloração especial,Resina,,879.0,Verniz Hc=879.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Xperio cinza/marrom/verde,LENTES EYEZEN BOOST® Preços em pares e em reais. As lentes Eyezen com coloração não possuem filtragem de luz azul-violeta. *A marcação de Eyezen Boost com coloração é semelhante a de cada uma de suas versões Orma + Xperio cinza/marrom/verde,Resina,,1139.0,"Crizal Easy Pro=1799.0, Optifog=1779.0, Verniz Hc=1139.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® Stylis 1.67,Resina High Index,1.67,2649.0,"Crizal Easy Pro=3029.0, Optifog=3029.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3589.0,"Crizal Easy Pro=3969.0, Optifog=3969.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® Stylis 1.74,Resina High Index,1.74,3809.0,Optifog=3809.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Optifog=4749.0,Pagina 24,0.86
LENTES EYEZEN START®,Airwear,LENTES EYEZEN START® Airwear,Policarbonato,,1449.0,"Crizal Easy Pro=1719.0, Optifog=1719.0, Verniz Hc=1449.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear,LENTES EYEZEN START® Airwear,Policarbonato,,879.0,Verniz Hc=879.0,Pagina 25,0.86
LENTES EYEZEN START®,Airwear + Transitions Extractive,LENTES EYEZEN START® Airwear + Transitions Extractive,Policarbonato,,2459.0,"Crizal Easy Pro=2729.0, Optifog=2729.0, Verniz Hc=2459.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear + Transitions Gen S,LENTES EYEZEN START® Airwear + Transitions Gen S,Policarbonato,,2389.0,"Crizal Easy Pro=2659.0, Optifog=2659.0, Verniz Hc=2389.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear + Xperio cinza/marrom/verde,LENTES EYEZEN START® Airwear + Xperio cinza/marrom/verde,Policarbonato,,1249.0,"Crizal Easy Pro=1909.0, Optifog=1889.0, Verniz Hc=1249.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma,LENTES EYEZEN START® Orma,Resina,,1229.0,"Crizal Easy Pro=1499.0, Optifog=1499.0, Verniz Hc=1229.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma,LENTES EYEZEN START® Orma,Resina,,659.0,Verniz Hc=659.0,Pagina 25,0.86
LENTES EYEZEN START®,Orma + Coloração especial,LENTES EYEZEN START® Orma + Coloração especial,Resina,,769.0,Verniz Hc=769.0,Pagina 25,0.86
LENTES EYEZEN START®,Orma + Transitions Extractive,LENTES EYEZEN START® Orma + Transitions Extractive,Resina,,2239.0,"Crizal Easy Pro=2509.0, Optifog=2509.0, Verniz Hc=2239.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma + Transitions Gen S,LENTES EYEZEN START® Orma + Transitions Gen S,Resina,,2169.0,"Crizal Easy Pro=2439.0, Optifog=2439.0, Verniz Hc=2169.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma + Xperio cinza/marrom/verde,LENTES EYEZEN START® Orma + Xperio cinza/marrom/verde,Resina,,1029.0,"Crizal Easy Pro=1689.0, Optifog=1669.0, Verniz Hc=1029.0",Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.67,LENTES EYEZEN START® Stylis 1.67,Resina High Index,1.67,2649.0,"Crizal Easy Pro=2919.0, Optifog=2919.0, Verniz Hc=2649.0",Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN START® Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3589.0,"Crizal Easy Pro=3859.0, Optifog=3859.0, Verniz Hc=3589.0",Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.74,LENTES EYEZEN START® Stylis 1.74,Resina High Index,1.74,3699.0,Optifog=3699.0,Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN START® Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4639.0,Optifog=4639.0,Pagina 25,0.86
LINHA KIDS,Airwear,LINHA KIDS Airwear,Policarbonato,,1229.0,"Crizal Easy Pro=1499.0, Optifog=1499.0, Verniz Hc=1229.0",Pagina 26,0.86
LINHA KIDS,Airwear + Transitions Gen S,LINHA KIDS Airwear + Transitions Gen S,Policarbonato,,2169.0,"Crizal Easy Pro=2439.0, Optifog=2439.0, Verniz Hc=2169.0",Pagina 26,0.86
LINHA KIDS,Stellest,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest,Policarbonato,,1999.0,,Pagina 26,0.84
LINHA KIDS,Stellest 2.0,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest 2.0,Policarbonato,,2299.0,,Pagina 26,0.84
LINHA KIDS,Stellest Sun,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest Sun,Policarbonato,,2199.0,,Pagina 26,0.84
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Easy Pro,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Easy Pro,Policarbonato,,569.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Rock,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Rock,Policarbonato,,819.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Sapphire HR,Policarbonato,,929.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Sapphire HR Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Sapphire HR Transitions Gen S Cinza,Policarbonato,,1349.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Transitions Gen S Cinza,Policarbonato,,689.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Eyezen Start Stock 1.60 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Eyezen Start Stock 1.60 Crizal Sapphire HR,Resina,1.6,1249.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Easy Pro,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Easy Pro,Resina,,439.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Easy Pro Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Easy Pro Transitions Gen S Cinza,Resina,,989.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Prevencia,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Prevencia,Resina,,799.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Rock,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Rock,Resina,,579.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Sapphire HR,Resina,,799.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Transitions Gen S Cinza,Resina,,489.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Stylis 1.67 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Stylis 1.67 Crizal Sapphire HR,Resina High Index,1.67,1479.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Stylis 1.74 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Stylis 1.74 Crizal Sapphire HR,Resina High Index,1.74,2089.0,,Pagina 27,0.93
LENTES ESSILOR®,Airwear,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear,Policarbonato,,1039.0,"Crizal Easy Pro=1419.0, Optifog=1419.0, No Reflex=1149.0, Trio Easy Clean=799.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Blue UV Filter,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Blue UV Filter,Policarbonato,,1119.0,"Crizal Easy Pro=1499.0, Optifog=1499.0, No Reflex=1229.0, Trio Easy Clean=879.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Transitions Extractive,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Transitions Extractive,Policarbonato,,1899.0,"Crizal Easy Pro=2279.0, Optifog=2279.0, No Reflex=2009.0, Trio Easy Clean=1659.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Transitions Gen S,Policarbonato,,1829.0,"Crizal Easy Pro=2209.0, Optifog=2209.0, No Reflex=1939.0, Trio Easy Clean=1589.0",Pagina 28,0.86
LENTES ESSILOR®,Orma,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma,Resina,,839.0,"Crizal Easy Pro=1219.0, Optifog=1219.0, No Reflex=949.0, Trio Easy Clean=599.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Blue UV Filter,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Blue UV Filter,Resina,,919.0,"Crizal Easy Pro=1299.0, Optifog=1299.0, No Reflex=1029.0, Trio Easy Clean=679.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Transitions Extractive,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Transitions Extractive,Resina,,1699.0,"Crizal Easy Pro=2079.0, Optifog=2079.0, No Reflex=1809.0, Trio Easy Clean=1459.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Transitions Gen S,Resina,,1629.0,"Crizal Easy Pro=2009.0, Optifog=2009.0, No Reflex=1739.0, Trio Easy Clean=1389.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.67,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.67,Resina High Index,1.67,1929.0,"Crizal Easy Pro=2309.0, Optifog=2309.0, No Reflex=2039.0, Trio Easy Clean=1689.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.67 + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,2719.0,"Crizal Easy Pro=3099.0, Optifog=3099.0, No Reflex=2829.0, Trio Easy Clean=2479.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.74,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.74,Resina High Index,1.74,3019.0,Optifog=3019.0,Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.74 + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,3809.0,Optifog=3809.0,Pagina 28,0.86
LENTES ESSILOR®,"Orma 0,80 1.599,00","LENTES ESSILOR® Orma 0,80 1.599,00",Resina,,979.0,"Crizal Easy Pro=1599.0, Optifog=1599.0, Trio Easy Clean=1329.0",Pagina 28,0.86
LENTES ESSILOR®,"Orma 1,30 1.599,00","LENTES ESSILOR® Orma 1,30 1.599,00",Resina,,979.0,"Crizal Easy Pro=1599.0, Optifog=1599.0, Trio Easy Clean=1329.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear,LENTES ESSILOR® Airwear,Policarbonato,,619.0,Optifog=1279.0,Pagina 29,0.86
LENTES ESSILOR®,Orma,LENTES ESSILOR® Orma,Resina,,419.0,Optifog=1079.0,Pagina 29,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL 1.50,Resina,1.5,1089.0,"Crizal Easy Pro=1469.0, Optifog=1469.0, No Reflex=1199.0, Trio Easy Clean=849.0, Verniz Hc=1089.0",Pagina 32,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL Poly,Policarbonato,,1309.0,"Crizal Easy Pro=1689.0, Optifog=1689.0, No Reflex=1419.0, Trio Easy Clean=1069.0, Verniz Hc=1309.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL Stylis 1.67,Resina High Index,1.67,2509.0,"Crizal Easy Pro=2889.0, Optifog=2889.0, No Reflex=2619.0, Trio Easy Clean=2269.0, Verniz Hc=2509.0",Pagina 32,0.86
LENTES KODAK®,1.50,LENTES KODAK® UNIQUE INFINITE 1.50,Resina,1.5,1599.0,"Crizal Easy Pro=1979.0, Optifog=1979.0, No Reflex=1709.0, Trio Easy Clean=1359.0, Verniz Hc=1599.0",Pagina 32,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® UNIQUE INFINITE 1.50 + Transitions Extractive,Resina,1.5,2609.0,"Crizal Easy Pro=2989.0, Optifog=2989.0, No Reflex=2719.0, Trio Easy Clean=2369.0, Verniz Hc=2609.0",Pagina 32,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE 1.50 + Transitions Gen S,Resina,1.5,2539.0,"Crizal Easy Pro=2919.0, Optifog=2919.0, No Reflex=2649.0, Trio Easy Clean=2299.0, Verniz Hc=2539.0",Pagina 32,0.86
LENTES KODAK®,Poly,LENTES KODAK® UNIQUE INFINITE Poly,Policarbonato,,1819.0,"Crizal Easy Pro=2199.0, Optifog=2199.0, No Reflex=1929.0, Trio Easy Clean=1579.0, Verniz Hc=1819.0",Pagina 32,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® UNIQUE INFINITE Poly + Transitions Extractive,Policarbonato,,2829.0,"Crizal Easy Pro=3209.0, Optifog=3209.0, No Reflex=2939.0, Trio Easy Clean=2589.0, Verniz Hc=2829.0",Pagina 32,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Poly + Transitions Gen S,Policarbonato,,2759.0,"Crizal Easy Pro=3139.0, Optifog=3139.0, No Reflex=2869.0, Trio Easy Clean=2519.0, Verniz Hc=2759.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® UNIQUE INFINITE Stylis 1.67,Resina High Index,1.67,3019.0,"Crizal Easy Pro=3399.0, Optifog=3399.0, No Reflex=3129.0, Trio Easy Clean=2779.0, Verniz Hc=3019.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3959.0,"Crizal Easy Pro=4339.0, Optifog=4339.0, No Reflex=4069.0, Trio Easy Clean=3719.0, Verniz Hc=3959.0",Pagina 32,0.86
