family_name,raw_label,canonical_label,material,indice_refracao,base_price,compatible_treatments,source_page_reference,confidence_level
LENTES KODAK®,Stylis 1.74,LENTES KODAK® UNIQUE INFINITE Stylis 1.74,Resina High Index,1.74,4179.0,Optifog=4179.0,Pagina 32,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,5119.0,Optifog=5119.0,Pagina 32,0.86
LENTES KODAK®,1.50,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50,Resina,1.5,1469.0,"Crizal Easy Pro=1849.0, Optifog=1849.0, No Reflex=1579.0, Trio Easy Clean=1229.0, Verniz Hc=1469.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,2479.0,"Crizal Easy Pro=2859.0, Optifog=2859.0, No Reflex=2589.0, Trio Easy Clean=2239.0, Verniz Hc=2479.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,2699.0,"Crizal Easy Pro=3079.0, Optifog=3079.0, No Reflex=2809.0, Trio Easy Clean=2459.0, Verniz Hc=2699.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2409.0,"Crizal Easy Pro=2789.0, Optifog=2789.0, No Reflex=2519.0, Trio Easy Clean=2169.0, Verniz Hc=2409.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2629.0,"Crizal Easy Pro=3009.0, Optifog=3009.0, No Reflex=2739.0, Trio Easy Clean=2389.0, Verniz Hc=2629.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2889.0,"Crizal Easy Pro=3269.0, Optifog=3269.0, No Reflex=2999.0, Trio Easy Clean=2649.0, Verniz Hc=2889.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3829.0,"Crizal Easy Pro=4209.0, Optifog=4209.0, No Reflex=3939.0, Trio Easy Clean=3589.0, Verniz Hc=3829.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.74,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.74,Resina High Index,1.74,4049.0,Optifog=4049.0,Pagina 33,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4989.0,Optifog=4989.0,Pagina 33,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE CRIZAL 1.50,Resina,1.5,1089.0,"Crizal Easy Pro=1469.0, Optifog=1469.0, No Reflex=1199.0, Trio Easy Clean=849.0, Verniz Hc=1089.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2029.0,"Crizal Easy Pro=2409.0, Optifog=2409.0, No Reflex=2139.0, Trio Easy Clean=1789.0, Verniz Hc=2029.0",Pagina 33,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE CRIZAL Poly,Policarbonato,,1449.0,"Crizal Easy Pro=1829.0, Optifog=1829.0, No Reflex=1559.0, Trio Easy Clean=1209.0, Verniz Hc=1449.0",Pagina 33,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE CRIZAL Poly + Transitions Gen S,Policarbonato,,2249.0,"Crizal Easy Pro=2629.0, Optifog=2629.0, No Reflex=2359.0, Trio Easy Clean=2009.0, Verniz Hc=2249.0",Pagina 33,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50,Resina,1.5,1349.0,"Crizal Easy Pro=1729.0, Optifog=1729.0, No Reflex=1459.0, Trio Easy Clean=1109.0, Verniz Hc=1349.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,2359.0,"Crizal Easy Pro=2739.0, Optifog=2739.0, No Reflex=2469.0, Trio Easy Clean=2119.0, Verniz Hc=2359.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,2579.0,"Crizal Easy Pro=2959.0, Optifog=2959.0, No Reflex=2689.0, Trio Easy Clean=2339.0, Verniz Hc=2579.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2289.0,"Crizal Easy Pro=2669.0, Optifog=2669.0, No Reflex=2399.0, Trio Easy Clean=2049.0, Verniz Hc=2289.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2509.0,"Crizal Easy Pro=2889.0, Optifog=2889.0, No Reflex=2619.0, Trio Easy Clean=2269.0, Verniz Hc=2509.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2769.0,"Crizal Easy Pro=3149.0, Optifog=3149.0, No Reflex=2879.0, Trio Easy Clean=2529.0, Verniz Hc=2769.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3709.0,"Crizal Easy Pro=4089.0, Optifog=4089.0, No Reflex=3819.0, Trio Easy Clean=3469.0, Verniz Hc=3709.0",Pagina 34,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL 1.50,Resina,1.5,1089.0,"Crizal Easy Pro=1469.0, Optifog=1469.0, No Reflex=1199.0, Trio Easy Clean=849.0, Verniz Hc=1089.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,2029.0,"Crizal Easy Pro=2409.0, Optifog=2409.0, No Reflex=2139.0, Trio Easy Clean=1789.0, Verniz Hc=2029.0",Pagina 34,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Poly,Policarbonato,,1449.0,"Crizal Easy Pro=1829.0, Optifog=1829.0, No Reflex=1559.0, Trio Easy Clean=1209.0, Verniz Hc=1449.0",Pagina 34,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Poly + Transitions Gen S,Policarbonato,,2249.0,"Crizal Easy Pro=2629.0, Optifog=2629.0, No Reflex=2359.0, Trio Easy Clean=2009.0, Verniz Hc=2249.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2649.0,"Crizal Easy Pro=3029.0, Optifog=3029.0, No Reflex=2759.0, Trio Easy Clean=2409.0, Verniz Hc=2649.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3449.0,"Crizal Easy Pro=3829.0, Optifog=3829.0, No Reflex=3559.0, Trio Easy Clean=3209.0, Verniz Hc=3449.0",Pagina 34,0.86
LENTES KODAK®,1.50,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50,Resina,1.5,879.0,"Crizal Easy Pro=1259.0, Optifog=1259.0, No Reflex=989.0, Trio Easy Clean=639.0, Verniz Hc=879.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Blue UV Filter,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Blue UV Filter,Resina,1.5,959.0,"Crizal Easy Pro=1339.0, Optifog=1339.0, No Reflex=1069.0, Trio Easy Clean=719.0, Verniz Hc=959.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Transitions Extractive,Resina,1.5,1739.0,"Crizal Easy Pro=2119.0, Optifog=2119.0, No Reflex=1849.0, Trio Easy Clean=1499.0, Verniz Hc=1739.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1669.0,"Crizal Easy Pro=2049.0, Optifog=2049.0, No Reflex=1779.0, Trio Easy Clean=1429.0, Verniz Hc=1669.0",Pagina 35,0.86
LENTES KODAK®,Poly,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly,Policarbonato,,1049.0,"Crizal Easy Pro=1429.0, Optifog=1429.0, No Reflex=1159.0, Trio Easy Clean=809.0, Verniz Hc=1049.0",Pagina 35,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly + Transitions Extractive,Policarbonato,,1909.0,"Crizal Easy Pro=2289.0, Optifog=2289.0, No Reflex=2019.0, Trio Easy Clean=1669.0, Verniz Hc=1909.0",Pagina 35,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly + Transitions Gen S,Policarbonato,,1839.0,"Crizal Easy Pro=2219.0, Optifog=2219.0, No Reflex=1949.0, Trio Easy Clean=1599.0, Verniz Hc=1839.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.67,Resina High Index,1.67,1969.0,"Crizal Easy Pro=2349.0, Optifog=2349.0, No Reflex=2079.0, Trio Easy Clean=1729.0, Verniz Hc=1969.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,2759.0,"Crizal Easy Pro=3139.0, Optifog=3139.0, No Reflex=2869.0, Trio Easy Clean=2519.0, Verniz Hc=2759.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.74,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.74,Resina High Index,1.74,3059.0,Optifog=3059.0,Pagina 35,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,3849.0,Optifog=3849.0,Pagina 35,0.86
LENTES KODAK®,Lentes KODAK Blue 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue 1.56,Resina,1.56,219.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Blue 1.67,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue 1.67,Resina,1.67,879.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Blue Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue Poly,Policarbonato,,319.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.50 Transitions Gen 8*,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.50 Transitions Gen 8*,Resina,1.5,329.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.56,Resina,1.56,429.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.67,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.67,Resina,1.67,649.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK City Poly,Policarbonato,,989.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Intro 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK Intro 1.56,Resina,1.56,109.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Intro Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK Intro Poly,Policarbonato,,209.0,,Pagina 35,0.82
LENTES KODAK®,1.50,LENTES KODAK® 1.50,Resina,1.5,639.0,,Pagina 36,0.86
LENTES KODAK®,1.50,LENTES KODAK® 1.50,Resina,1.5,399.0,,Pagina 36,0.86
LENTES KODAK®,1.50 + Coloração especial,LENTES KODAK® 1.50 + Coloração especial,Resina,1.5,749.0,,Pagina 36,0.86
LENTES KODAK®,1.50 + Coloração especial,LENTES KODAK® 1.50 + Coloração especial,Resina,1.5,509.0,,Pagina 36,0.86
LENTES KODAK®,1.50 + Xperio cinza/marrom/verde,LENTES KODAK® 1.50 + Xperio cinza/marrom/verde,Resina,1.5,1669.0,"Optifog=1689.0, Verniz Hc=1669.0",Pagina 36,0.86
LENTES KODAK®,1.50 + Xperio cinza/marrom/verde,LENTES KODAK® 1.50 + Xperio cinza/marrom/verde,Resina,1.5,1509.0,"Optifog=1529.0, Verniz Hc=1509.0",Pagina 36,0.86
LENTES KODAK®,Poly,LENTES KODAK® Poly,Policarbonato,,859.0,,Pagina 36,0.86
LENTES KODAK®,Poly,LENTES KODAK® Poly,Policarbonato,,569.0,,Pagina 36,0.86
LENTES KODAK®,Poly + Xperio cinza/marrom/verde,LENTES KODAK® Poly + Xperio cinza/marrom/verde,Policarbonato,,1889.0,"Optifog=1909.0, Verniz Hc=1889.0",Pagina 36,0.86
LENTES KODAK®,Poly + Xperio cinza/marrom/verde,LENTES KODAK® Poly + Xperio cinza/marrom/verde,Policarbonato,,1339.0,"Optifog=1359.0, Verniz Hc=1339.0",Pagina 36,0.86
LENTES ESPACE®,1.67,LENTES ESPACE® 1.67,Resina,1.67,2561.0,"Crizal Easy Pro=3242.0, Optifog=3242.0, Trio Easy Clean=2950.0, Verniz Hc=2561.0",Pagina 37,0.86
LENTES ESPACE®,1.67 + Transitions Gen S,LENTES ESPACE® 1.67 + Transitions Gen S,Resina,1.67,3406.0,"Crizal Easy Pro=4087.0, Optifog=4087.0, Trio Easy Clean=3794.0, Verniz Hc=3406.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® Orma,Resina,,1159.0,"Crizal Easy Pro=1937.0, Optifog=1937.0, Trio Easy Clean=1644.0, Verniz Hc=1159.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® Orma,Resina,,1056.0,"Crizal Easy Pro=1709.0, Optifog=1709.0, Trio Easy Clean=1428.0, Verniz Hc=1056.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® Orma,Resina,,979.0,"Crizal Easy Pro=1633.0, Optifog=1633.0, Trio Easy Clean=1352.0, Verniz Hc=979.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Acclimates lII new cinza,LENTES ESPACE® Orma + Acclimates lII new cinza,Resina,,1191.0,"Crizal Easy Pro=2003.0, Optifog=2003.0, Trio Easy Clean=1653.0, Verniz Hc=1191.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Acclimates lII new cinza,LENTES ESPACE® Orma + Acclimates lII new cinza,Resina,,1577.0,"Crizal Easy Pro=2231.0, Optifog=2231.0, Trio Easy Clean=1950.0, Verniz Hc=1577.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Blue UV Filter,LENTES ESPACE® Orma + Blue UV Filter,Resina,,1255.0,"Crizal Easy Pro=2040.0, Optifog=2040.0, Trio Easy Clean=1656.0, Verniz Hc=1255.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Transitions Gen S,LENTES ESPACE® Orma + Transitions Gen S,Resina,,2033.0,"Crizal Easy Pro=2914.0, Optifog=2914.0, Trio Easy Clean=2530.0, Verniz Hc=2033.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Transitions Gen S,LENTES ESPACE® Orma + Transitions Gen S,Resina,,1973.0,"Crizal Easy Pro=2627.0, Optifog=2627.0, Trio Easy Clean=2346.0, Verniz Hc=1973.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Xperio,LENTES ESPACE® Orma + Xperio,Resina,,1548.0,Optifog=1836.0,Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® Poly,Policarbonato,,1251.0,"Crizal Easy Pro=2132.0, Optifog=2132.0, Trio Easy Clean=1748.0, Verniz Hc=1251.0",Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® Poly,Policarbonato,,2894.0,"Crizal Easy Pro=3547.0, Optifog=3547.0, Trio Easy Clean=3266.0, Verniz Hc=2894.0",Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® Poly,Policarbonato,,1104.0,"Crizal Easy Pro=1757.0, Optifog=1757.0, Trio Easy Clean=1476.0, Verniz Hc=1104.0",Pagina 37,0.86
LENTES ESPACE®,Poly + Transitions Gen S,LENTES ESPACE® Poly + Transitions Gen S,Policarbonato,,2300.0,"Crizal Easy Pro=3180.0, Optifog=3180.0, Trio Easy Clean=2796.0, Verniz Hc=2300.0",Pagina 37,0.86
LENTES ESPACE®,Poly + Xperio,LENTES ESPACE® Poly + Xperio,Policarbonato,,1315.0,Optifog=2035.0,Pagina 37,0.86
LENTES BIFOCAIS,Flap Top CR-39,LENTES BIFOCAIS Flap Top CR-39,Resina,,748.0,"Vert Clair=1026.0, Trio Easy Clean=746.0, Verniz Hc=748.0",Pagina 38,0.86
LENTES BIFOCAIS,Flap Top CR-39 + Transitions Gen S,LENTES BIFOCAIS Flap Top CR-39 + Transitions Gen S,Resina,,1939.0,"Vert Clair=2217.0, Trio Easy Clean=1936.0, Verniz Hc=1939.0",Pagina 38,0.86
LENTES BIFOCAIS,Ultex CR-39,LENTES BIFOCAIS Ultex CR-39,Resina,,605.0,"Vert Clair=884.0, Trio Easy Clean=603.0, Verniz Hc=605.0",Pagina 38,0.86
LENTES BIFOCAIS,Ultex CR-39 + Transitions Gen S,LENTES BIFOCAIS Ultex CR-39 + Transitions Gen S,Resina,,1992.0,"Vert Clair=2270.0, Trio Easy Clean=1989.0, Verniz Hc=1992.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal 1.60,LENTES BIFOCAIS iTop Hyper Bifocal 1.60,Resina,1.6,1306.0,"Vert Clair=1830.0, Trio Easy Clean=1550.0, Verniz Hc=1306.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal 1.67,LENTES BIFOCAIS iTop Hyper Bifocal 1.67,Resina,1.67,1446.0,"Vert Clair=1970.0, Trio Easy Clean=1690.0, Verniz Hc=1446.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal Poly,LENTES BIFOCAIS iTop Hyper Bifocal Poly,Policarbonato,,1052.0,"Vert Clair=1577.0, Trio Easy Clean=1296.0, Verniz Hc=1052.0",Pagina 38,0.86
iTop,1.56,iTop LENTES ACABADAS 1.56,Resina,1.56,332.0,,Pagina 39,0.9
iTop,1.59,iTop LENTES ACABADAS 1.59,Resina,1.59,387.0,,Pagina 39,0.9
iTop,1.67,iTop LENTES ACABADAS 1.67,Resina,1.67,932.0,,Pagina 39,0.9
iTop,Cilíndrico Estendido,iTop LENTES ACABADAS Cilíndrico Estendido,,,405.0,,Pagina 39,0.9
iTop,Cilíndrico Estendido,iTop LENTES ACABADAS Cilíndrico Estendido,,,552.0,,Pagina 39,0.9
iTop,1.56 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.56 UV Led Protection Single Digital,Resina,1.56,1118.0,"Vert Clair=1688.0, Trio Easy Clean=1383.0, Verniz HC=1118.0",Pagina 39,0.88
iTop,1.67 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.67 UV Led Protection Single Digital,Resina,1.67,2567.0,"Vert Clair=2856.0, Trio Easy Clean=2567.0",Pagina 39,0.88
iTop,1.74 Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 Digital,Resina,1.74,2856.0,"Vert Clair=3407.0, Trio Easy Clean=2856.0",Pagina 39,0.88
iTop,1.74 Transitions Gen 8 Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 Transitions Gen 8 Digital,Resina,1.74,5809.0,"Vert Clair=6090.0, Trio Easy Clean=5809.0",Pagina 39,0.88
iTop,1.74 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 UV Led Protection Single Digital,Resina,1.74,3249.0,"Vert Clair=3853.0, Trio Easy Clean=3249.0",Pagina 39,0.88
iTop Visão Simples - Blocos,1.50,iTop Visão Simples - Blocos 1.50,Resina,1.5,998.0,"Vert Clair=1300.0, Trio Easy Clean=1080.0, Verniz Hc=998.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.50 + Sun Light Photo,iTop Visão Simples - Blocos 1.50 + Sun Light Photo,Resina,1.5,1210.0,"Vert Clair=1513.0, Trio Easy Clean=1293.0, Verniz Hc=1210.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.50 + Transitions Gen S,iTop Visão Simples - Blocos 1.50 + Transitions Gen S,Resina,1.5,2278.0,"Vert Clair=2581.0, Trio Easy Clean=2361.0, Verniz Hc=2278.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.50 iTop Sun Light Protection Photo,iTop Visão Simples - Blocos 1.50 iTop Sun Light Protection Photo,Resina,1.5,925.0,"Vert Clair=1226.0, Trio Easy Clean=1006.0, Verniz Hc=925.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.56 UV Led Protection,iTop Visão Simples - Blocos 1.56 UV Led Protection,Resina,1.56,1813.0,"Vert Clair=2115.0, Trio Easy Clean=1895.0, Verniz Hc=1813.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.59,iTop Visão Simples - Blocos 1.59,Resina,1.59,1140.0,"Vert Clair=1443.0, Trio Easy Clean=1223.0, Verniz Hc=1140.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.59 + Transitions Gen S,iTop Visão Simples - Blocos 1.59 + Transitions Gen S,Resina,1.59,2958.0,"Vert Clair=3261.0, Trio Easy Clean=3041.0, Verniz Hc=2958.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.67,iTop Visão Simples - Blocos 1.67,Resina,1.67,3548.0,"Vert Clair=3768.0, Trio Easy Clean=3548.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.67 + Transitions Gen S,iTop Visão Simples - Blocos 1.67 + Transitions Gen S,Resina,1.67,7480.0,"Vert Clair=7700.0, Trio Easy Clean=7480.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.67 UV Led Protection,iTop Visão Simples - Blocos 1.67 UV Led Protection,Resina,1.67,3890.0,"Vert Clair=4110.0, Trio Easy Clean=3890.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.74,iTop Visão Simples - Blocos 1.74,Resina,1.74,5647.0,"Vert Clair=5867.0, Trio Easy Clean=5647.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.74 + Transitions Gen S,iTop Visão Simples - Blocos 1.74 + Transitions Gen S,Resina,1.74,9753.0,"Vert Clair=9973.0, Trio Easy Clean=9753.0",Pagina 40,0.86
iTop Visão Simples - Blocos,1.74 UV Led Protection,iTop Visão Simples - Blocos 1.74 UV Led Protection,Resina,1.74,5963.0,"Vert Clair=6183.0, Trio Easy Clean=5963.0",Pagina 40,0.86
LENTES VS SOLARES PLANAS ACABADAS,Degradê CR-39,LENTES VS SOLARES PLANAS ACABADAS Degradê CR-39,Resina,,216.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Degradê Poly,LENTES VS SOLARES PLANAS ACABADAS Degradê Poly,Policarbonato,,216.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Total CR-39,LENTES VS SOLARES PLANAS ACABADAS Total CR-39,Resina,,222.0,,Pagina 43,0.86
LENTES VS SOLARES PLANAS ACABADAS,Total Poly,LENTES VS SOLARES PLANAS ACABADAS Total Poly,Policarbonato,,222.0,,Pagina 43,0.86
