family_name,raw_label,canonical_label,material,indice_refracao,base_price,compatible_treatments,source_page_reference,confidence_level
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® 0.4 Orma + Transitions Extractive,Resina,1.5,1999.0,"Crizal Prevencia=2619.0, Crizal Sapphire HR=2619.0, Crizal Rock=2349.0, Crizal Easy Pro=1999.0, Optifog=2239.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® 0.4 Orma + Transitions Gen S,Resina,1.5,1929.0,"Crizal Prevencia=2549.0, Crizal Sapphire HR=2549.0, Crizal Rock=2279.0, Crizal Easy Pro=1929.0, Optifog=2169.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® 0.4 Stylis 1.67,Resina High Index,1.67,2409.0,"Crizal Prevencia=3029.0, Crizal Sapphire HR=3029.0, Crizal Rock=2759.0, Crizal Easy Pro=2409.0, Optifog=2649.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® 0.4 Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3349.0,"Crizal Prevencia=3969.0, Crizal Sapphire HR=3969.0, Crizal Rock=3699.0, Crizal Easy Pro=3349.0, Optifog=3589.0",Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® 0.4 Stylis 1.74,Resina High Index,1.74,3809.0,Crizal Sapphire HR=3809.0,Pagina 22,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® 0.4 Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Crizal Sapphire HR=4749.0,Pagina 22,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® 0.6 Airwear,Policarbonato,1.59,1209.0,"Crizal Prevencia=1829.0, Crizal Sapphire HR=1829.0, Crizal Rock=1559.0, Crizal Easy Pro=1209.0, Optifog=1449.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Extractive,LENTES EYEZEN BOOST® 0.6 Airwear + Transitions Extractive,Policarbonato,1.59,2219.0,"Crizal Prevencia=2839.0, Crizal Sapphire HR=2839.0, Crizal Rock=2569.0, Crizal Easy Pro=2219.0, Optifog=2459.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Gen S,LENTES EYEZEN BOOST® 0.6 Airwear + Transitions Gen S,Policarbonato,1.59,2149.0,"Crizal Prevencia=2769.0, Crizal Sapphire HR=2769.0, Crizal Rock=2499.0, Crizal Easy Pro=2149.0, Optifog=2389.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® 0.6 Orma,Resina,1.5,989.0,"Crizal Prevencia=1609.0, Crizal Sapphire HR=1609.0, Crizal Rock=1339.0, Crizal Easy Pro=989.0, Optifog=1229.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® 0.6 Orma + Transitions Extractive,Resina,1.5,1999.0,"Crizal Prevencia=2619.0, Crizal Sapphire HR=2619.0, Crizal Rock=2349.0, Crizal Easy Pro=1999.0, Optifog=2239.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® 0.6 Orma + Transitions Gen S,Resina,1.5,1929.0,"Crizal Prevencia=2549.0, Crizal Sapphire HR=2549.0, Crizal Rock=2279.0, Crizal Easy Pro=1929.0, Optifog=2169.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® 0.6 Stylis 1.67,Resina High Index,1.67,2409.0,"Crizal Prevencia=3029.0, Crizal Sapphire HR=3029.0, Crizal Rock=2759.0, Crizal Easy Pro=2409.0, Optifog=2649.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® 0.6 Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3349.0,"Crizal Prevencia=3969.0, Crizal Sapphire HR=3969.0, Crizal Rock=3699.0, Crizal Easy Pro=3349.0, Optifog=3589.0",Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® 0.6 Stylis 1.74,Resina High Index,1.74,3809.0,Crizal Sapphire HR=3809.0,Pagina 23,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® 0.6 Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Crizal Sapphire HR=4749.0,Pagina 23,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® 0.85 Airwear,Policarbonato,1.59,1209.0,"Crizal Prevencia=1829.0, Crizal Sapphire HR=1829.0, Crizal Rock=1559.0, Crizal Easy Pro=1209.0, Optifog=1449.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Extractive,LENTES EYEZEN BOOST® 0.85 Airwear + Transitions Extractive,Policarbonato,1.59,2219.0,"Crizal Prevencia=2839.0, Crizal Sapphire HR=2839.0, Crizal Rock=2569.0, Crizal Easy Pro=2219.0, Optifog=2459.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear + Transitions Gen S,LENTES EYEZEN BOOST® 0.85 Airwear + Transitions Gen S,Policarbonato,1.59,2149.0,"Crizal Prevencia=2769.0, Crizal Sapphire HR=2769.0, Crizal Rock=2499.0, Crizal Easy Pro=2149.0, Optifog=2389.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® 0.85 Orma,Resina,1.5,989.0,"Crizal Prevencia=1609.0, Crizal Sapphire HR=1609.0, Crizal Rock=1339.0, Crizal Easy Pro=989.0, Optifog=1229.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Extractive,LENTES EYEZEN BOOST® 0.85 Orma + Transitions Extractive,Resina,1.5,1999.0,"Crizal Prevencia=2619.0, Crizal Sapphire HR=2619.0, Crizal Rock=2349.0, Crizal Easy Pro=1999.0, Optifog=2239.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Orma + Transitions Gen S,LENTES EYEZEN BOOST® 0.85 Orma + Transitions Gen S,Resina,1.5,1929.0,"Crizal Prevencia=2549.0, Crizal Sapphire HR=2549.0, Crizal Rock=2279.0, Crizal Easy Pro=1929.0, Optifog=2169.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.67,LENTES EYEZEN BOOST® 0.85 Stylis 1.67,Resina High Index,1.67,2409.0,"Crizal Prevencia=3029.0, Crizal Sapphire HR=3029.0, Crizal Rock=2759.0, Crizal Easy Pro=2409.0, Optifog=2649.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN BOOST® 0.85 Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3349.0,"Crizal Prevencia=3969.0, Crizal Sapphire HR=3969.0, Crizal Rock=3699.0, Crizal Easy Pro=3349.0, Optifog=3589.0",Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.74,LENTES EYEZEN BOOST® 0.85 Stylis 1.74,Resina High Index,1.74,3809.0,Crizal Sapphire HR=3809.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN BOOST® 0.85 Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4749.0,Crizal Sapphire HR=4749.0,Pagina 24,0.86
LENTES EYEZEN BOOST®,Airwear,LENTES EYEZEN BOOST® SOLARES / COLORAÇÃO 0.85 Airwear,Policarbonato,1.59,989.0,Verniz Hc=989.0,Pagina 24,0.78
LENTES EYEZEN BOOST®,Airwear + Xperio cinza/marrom/verde,LENTES EYEZEN BOOST® SOLARES / COLORAÇÃO 0.85 Airwear + Xperio cinza/marrom/verde,Policarbonato,1.59,1359.0,"Crizal Sapphire HR Face Interna=2019.0, Optifog=1999.0, Verniz Hc=1359.0",Pagina 24,0.78
LENTES EYEZEN BOOST®,Orma,LENTES EYEZEN BOOST® SOLARES / COLORAÇÃO 0.85 Orma,Resina,1.5,769.0,Verniz Hc=769.0,Pagina 24,0.78
LENTES EYEZEN BOOST®,Orma + Coloração especial,LENTES EYEZEN BOOST® SOLARES / COLORAÇÃO 0.85 Orma + Coloração especial,Resina,1.5,879.0,Verniz Hc=879.0,Pagina 24,0.78
LENTES EYEZEN BOOST®,Orma + Xperio cinza/marrom/verde,LENTES EYEZEN BOOST® SOLARES / COLORAÇÃO 0.85 Orma + Xperio cinza/marrom/verde,Resina,1.5,1139.0,"Crizal Sapphire HR Face Interna=1799.0, Optifog=1779.0, Verniz Hc=1139.0",Pagina 24,0.78
LENTES EYEZEN START®,Airwear,LENTES EYEZEN START® Airwear,Policarbonato,1.59,1099.0,"Crizal Prevencia=1719.0, Crizal Sapphire HR=1719.0, Crizal Rock=1449.0, Crizal Easy Pro=1099.0, Optifog=1339.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear + Transitions Extractive,LENTES EYEZEN START® Airwear + Transitions Extractive,Policarbonato,1.59,2109.0,"Crizal Prevencia=2729.0, Crizal Sapphire HR=2729.0, Crizal Rock=2459.0, Crizal Easy Pro=2109.0, Optifog=2349.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear + Transitions Gen S,LENTES EYEZEN START® Airwear + Transitions Gen S,Policarbonato,1.59,2039.0,"Crizal Prevencia=2659.0, Crizal Sapphire HR=2659.0, Crizal Rock=2389.0, Crizal Easy Pro=2039.0, Optifog=2279.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma,LENTES EYEZEN START® Orma,Resina,1.5,879.0,"Crizal Prevencia=1499.0, Crizal Sapphire HR=1499.0, Crizal Rock=1229.0, Crizal Easy Pro=879.0, Optifog=1119.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma + Transitions Extractive,LENTES EYEZEN START® Orma + Transitions Extractive,Resina,1.5,1889.0,"Crizal Prevencia=2509.0, Crizal Sapphire HR=2509.0, Crizal Rock=2239.0, Crizal Easy Pro=1889.0, Optifog=2129.0",Pagina 25,0.86
LENTES EYEZEN START®,Orma + Transitions Gen S,LENTES EYEZEN START® Orma + Transitions Gen S,Resina,1.5,1819.0,"Crizal Prevencia=2439.0, Crizal Sapphire HR=2439.0, Crizal Rock=2169.0, Crizal Easy Pro=1819.0, Optifog=2059.0",Pagina 25,0.86
LENTES EYEZEN START®,Airwear,LENTES EYEZEN START® SOLARES / COLORAÇÃO Airwear,Policarbonato,1.59,879.0,Verniz Hc=879.0,Pagina 25,0.78
LENTES EYEZEN START®,Airwear + Xperio cinza/marrom/verde,LENTES EYEZEN START® SOLARES / COLORAÇÃO Airwear + Xperio cinza/marrom/verde,Policarbonato,1.59,1249.0,"Crizal Sapphire HR Face Interna=1909.0, Optifog=1889.0, Verniz Hc=1249.0",Pagina 25,0.78
LENTES EYEZEN START®,Orma,LENTES EYEZEN START® SOLARES / COLORAÇÃO Orma,Resina,1.5,659.0,Verniz Hc=659.0,Pagina 25,0.78
LENTES EYEZEN START®,Orma + Coloração especial,LENTES EYEZEN START® SOLARES / COLORAÇÃO Orma + Coloração especial,Resina,1.5,769.0,Verniz Hc=769.0,Pagina 25,0.78
LENTES EYEZEN START®,Orma + Xperio cinza/marrom/verde,LENTES EYEZEN START® SOLARES / COLORAÇÃO Orma + Xperio cinza/marrom/verde,Resina,1.5,1029.0,"Crizal Sapphire HR Face Interna=1689.0, Optifog=1669.0, Verniz Hc=1029.0",Pagina 25,0.78
LENTES EYEZEN START®,Stylis 1.67,LENTES EYEZEN START® Stylis 1.67,Resina High Index,1.67,2299.0,"Crizal Prevencia=2919.0, Crizal Sapphire HR=2919.0, Crizal Rock=2649.0, Crizal Easy Pro=2299.0, Optifog=2539.0",Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.67 + Transitions Gen S,LENTES EYEZEN START® Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3239.0,"Crizal Prevencia=3859.0, Crizal Sapphire HR=3859.0, Crizal Rock=3589.0, Crizal Easy Pro=3239.0, Optifog=3479.0",Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.74,LENTES EYEZEN START® Stylis 1.74,Resina High Index,1.74,3699.0,Crizal Sapphire HR=3699.0,Pagina 25,0.86
LENTES EYEZEN START®,Stylis 1.74 + Transitions Gen S,LENTES EYEZEN START® Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4639.0,Crizal Sapphire HR=4639.0,Pagina 25,0.86
LINHA KIDS,Airwear,LINHA KIDS Airwear,Policarbonato,1.59,879.0,"Crizal Prevencia=1499.0, Crizal Sapphire HR=1499.0, Crizal Rock=1229.0, Crizal Easy Pro=879.0, Optifog=1119.0",Pagina 26,0.86
LINHA KIDS,Airwear + Transitions Gen S,LINHA KIDS Airwear + Transitions Gen S,Policarbonato,1.59,1819.0,"Crizal Prevencia=2439.0, Crizal Sapphire HR=2439.0, Crizal Rock=2169.0, Crizal Easy Pro=1819.0, Optifog=2059.0",Pagina 26,0.86
LINHA KIDS,Stellest,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest,Policarbonato,1.5,1999.0,,Pagina 26,0.84
LINHA KIDS,Stellest 2.0,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest 2.0,Policarbonato,1.5,2299.0,,Pagina 26,0.84
LINHA KIDS,Stellest Sun,LINHA KIDS CONTROLE DA MIOPIA INFANTIL Stellest Sun,Policarbonato,1.5,2199.0,,Pagina 26,0.84
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Easy Pro,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Easy Pro,Policarbonato,1.59,569.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Rock,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Rock,Policarbonato,1.59,819.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Sapphire HR,Policarbonato,1.59,929.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Crizal Sapphire HR Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Crizal Sapphire HR Transitions Gen S Cinza,Policarbonato,1.59,1349.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Airwear Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Airwear Transitions Gen S Cinza,Policarbonato,1.59,689.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Eyezen Start Stock 1.60 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Eyezen Start Stock 1.60 Crizal Sapphire HR,Resina,1.6,1249.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Easy Pro,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Easy Pro,Resina,1.5,439.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Easy Pro Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Easy Pro Transitions Gen S Cinza,Resina,1.5,989.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Prevencia,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Prevencia,Resina,1.5,799.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Rock,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Rock,Resina,1.5,579.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Crizal Sapphire HR,Resina,1.5,799.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Orma Transitions Gen S Cinza,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Orma Transitions Gen S Cinza,Resina,1.5,489.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Stylis 1.67 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Stylis 1.67 Crizal Sapphire HR,Resina High Index,1.67,1479.0,,Pagina 27,0.93
EYEZEN® START STOCK | LENTES PRONTAS CRIZAL®,Stylis 1.74 Crizal Sapphire HR,EYEZEN® START STOCK | LENTES PRONTAS CRIZAL® Stylis 1.74 Crizal Sapphire HR,Resina High Index,1.74,2089.0,,Pagina 27,0.93
LENTES ESSILOR®,Airwear,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear,Policarbonato,1.59,599.0,"Crizal Prevencia=1419.0, Crizal Sapphire HR=1419.0, Crizal Rock=1149.0, Crizal Easy Pro=799.0, Optifog=1039.0, No Reflex=649.0, Trio Easy Clean=599.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Blue UV Filter,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Blue UV Filter,Policarbonato,1.59,679.0,"Crizal Prevencia=1499.0, Crizal Sapphire HR=1499.0, Crizal Rock=1229.0, Crizal Easy Pro=879.0, Optifog=1119.0, No Reflex=729.0, Trio Easy Clean=679.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Transitions Extractive,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Transitions Extractive,Policarbonato,1.59,1259.0,"Crizal Prevencia=2279.0, Crizal Sapphire HR=2279.0, Crizal Rock=2009.0, Crizal Easy Pro=1659.0, Optifog=1899.0, No Reflex=1509.0, Trio Easy Clean=1459.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Airwear + Transitions Gen S,Policarbonato,1.59,1189.0,"Crizal Prevencia=2209.0, Crizal Sapphire HR=2209.0, Crizal Rock=1939.0, Crizal Easy Pro=1589.0, Optifog=1829.0, No Reflex=1439.0, Trio Easy Clean=1389.0",Pagina 28,0.86
LENTES ESSILOR®,Orma,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma,Resina,1.5,399.0,"Crizal Prevencia=1219.0, Crizal Sapphire HR=1219.0, Crizal Rock=949.0, Crizal Easy Pro=599.0, Optifog=839.0, No Reflex=449.0, Trio Easy Clean=399.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Blue UV Filter,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Blue UV Filter,Resina,1.5,479.0,"Crizal Prevencia=1299.0, Crizal Sapphire HR=1299.0, Crizal Rock=1029.0, Crizal Easy Pro=679.0, Optifog=919.0, No Reflex=529.0, Trio Easy Clean=479.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Transitions Extractive,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Transitions Extractive,Resina,1.5,1059.0,"Crizal Prevencia=2079.0, Crizal Sapphire HR=2079.0, Crizal Rock=1809.0, Crizal Easy Pro=1459.0, Optifog=1699.0, No Reflex=1309.0, Trio Easy Clean=1259.0",Pagina 28,0.86
LENTES ESSILOR®,Orma + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Orma + Transitions Gen S,Resina,1.5,989.0,"Crizal Prevencia=2009.0, Crizal Sapphire HR=2009.0, Crizal Rock=1739.0, Crizal Easy Pro=1389.0, Optifog=1629.0, No Reflex=1239.0, Trio Easy Clean=1189.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.67,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.67,Resina High Index,1.67,1539.0,"Crizal Prevencia=2309.0, Crizal Sapphire HR=2309.0, Crizal Rock=2039.0, Crizal Easy Pro=1689.0, Optifog=1929.0, No Reflex=1539.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.67 + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,2329.0,"Crizal Prevencia=3099.0, Crizal Sapphire HR=3099.0, Crizal Rock=2829.0, Crizal Easy Pro=2479.0, Optifog=2719.0, No Reflex=2329.0",Pagina 28,0.86
LENTES ESSILOR®,Stylis 1.74,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.74,Resina High Index,1.74,3019.0,Crizal Sapphire HR=3019.0,Pagina 28,0.78
LENTES ESSILOR®,Stylis 1.74 + Transitions Gen S,LENTES ESSILOR® LENTES VISÃO SIMPLES SURFAÇADAS Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,3809.0,Crizal Sapphire HR=3809.0,Pagina 28,0.78
LENTES ESSILOR®,"Orma 0,80","LENTES ESSILOR® VISÃO INTERMEDIÁRIA Essilor Interview Orma 0,80",Resina,1.5,579.0,"Crizal Prevencia=1599.0, Crizal Sapphire HR=1599.0, Crizal Rock=1329.0, Crizal Easy Pro=979.0, Optifog=1219.0, Trio Easy Clean=779.0",Pagina 28,0.86
LENTES ESSILOR®,"Orma 1,30","LENTES ESSILOR® VISÃO INTERMEDIÁRIA Essilor Interview Orma 1,30",Resina,1.5,579.0,"Crizal Prevencia=1599.0, Crizal Sapphire HR=1599.0, Crizal Rock=1329.0, Crizal Easy Pro=979.0, Optifog=1219.0, Trio Easy Clean=779.0",Pagina 28,0.86
LENTES ESSILOR®,Airwear,LENTES ESSILOR® Airwear,Policarbonato,1.59,619.0,"Crizal Sapphire HR Face Interna=1279.0, Crizal Easy Pro=1259.0, Trio Easy Clean=619.0",Pagina 29,0.78
LENTES ESSILOR®,Orma,LENTES ESSILOR® Orma,Resina,1.5,419.0,"Crizal Sapphire HR Face Interna=1079.0, Crizal Easy Pro=1059.0, Trio Easy Clean=419.0",Pagina 29,0.78
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL 1.50,Resina,1.5,449.0,"Crizal Prevencia=1469.0, Crizal Sapphire HR=1469.0, Crizal Rock=1199.0, Crizal Easy Pro=849.0, Optifog=1089.0, No Reflex=699.0, Trio Easy Clean=649.0, Verniz Hc=449.0",Pagina 32,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL Poly,Policarbonato,1.59,669.0,"Crizal Prevencia=1689.0, Crizal Sapphire HR=1689.0, Crizal Rock=1419.0, Crizal Easy Pro=1069.0, Optifog=1309.0, No Reflex=919.0, Trio Easy Clean=869.0, Verniz Hc=669.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK SOFTWEAR CRIZAL Stylis 1.67,Resina High Index,1.67,2069.0,"Crizal Prevencia=2889.0, Crizal Sapphire HR=2889.0, Crizal Rock=2619.0, Crizal Easy Pro=2269.0, Optifog=2509.0, No Reflex=2119.0, Trio Easy Clean=2069.0",Pagina 32,0.86
LENTES KODAK®,1.50,LENTES KODAK® UNIQUE INFINITE 1.50,Resina,1.5,959.0,"Crizal Prevencia=1979.0, Crizal Sapphire HR=1979.0, Crizal Rock=1709.0, Crizal Easy Pro=1359.0, Optifog=1599.0, No Reflex=1209.0, Trio Easy Clean=1159.0, Verniz Hc=959.0",Pagina 32,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® UNIQUE INFINITE 1.50 + Transitions Extractive,Resina,1.5,1969.0,"Crizal Prevencia=2989.0, Crizal Sapphire HR=2989.0, Crizal Rock=2719.0, Crizal Easy Pro=2369.0, Optifog=2609.0, No Reflex=2219.0, Trio Easy Clean=2169.0, Verniz Hc=1969.0",Pagina 32,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE 1.50 + Transitions Gen S,Resina,1.5,1899.0,"Crizal Prevencia=2919.0, Crizal Sapphire HR=2919.0, Crizal Rock=2649.0, Crizal Easy Pro=2299.0, Optifog=2539.0, No Reflex=2149.0, Trio Easy Clean=2099.0, Verniz Hc=1899.0",Pagina 32,0.86
LENTES KODAK®,Poly,LENTES KODAK® UNIQUE INFINITE Poly,Policarbonato,1.59,1179.0,"Crizal Prevencia=2199.0, Crizal Sapphire HR=2199.0, Crizal Rock=1929.0, Crizal Easy Pro=1579.0, Optifog=1819.0, No Reflex=1429.0, Trio Easy Clean=1379.0, Verniz Hc=1179.0",Pagina 32,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® UNIQUE INFINITE Poly + Transitions Extractive,Policarbonato,1.59,2189.0,"Crizal Prevencia=3209.0, Crizal Sapphire HR=3209.0, Crizal Rock=2939.0, Crizal Easy Pro=2589.0, Optifog=2829.0, No Reflex=2439.0, Trio Easy Clean=2389.0, Verniz Hc=2189.0",Pagina 32,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Poly + Transitions Gen S,Policarbonato,1.59,2119.0,"Crizal Prevencia=3139.0, Crizal Sapphire HR=3139.0, Crizal Rock=2869.0, Crizal Easy Pro=2519.0, Optifog=2759.0, No Reflex=2369.0, Trio Easy Clean=2319.0, Verniz Hc=2119.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® UNIQUE INFINITE Stylis 1.67,Resina High Index,1.67,2379.0,"Crizal Prevencia=3399.0, Crizal Sapphire HR=3399.0, Crizal Rock=3129.0, Crizal Easy Pro=2779.0, Optifog=3019.0, No Reflex=2629.0, Trio Easy Clean=2579.0, Verniz Hc=2379.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3319.0,"Crizal Prevencia=4339.0, Crizal Sapphire HR=4339.0, Crizal Rock=4069.0, Crizal Easy Pro=3719.0, Optifog=3959.0, No Reflex=3569.0, Trio Easy Clean=3519.0, Verniz Hc=3319.0",Pagina 32,0.86
LENTES KODAK®,Stylis 1.74,LENTES KODAK® UNIQUE INFINITE Stylis 1.74,Resina High Index,1.74,4179.0,Crizal Sapphire HR=4179.0,Pagina 32,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® UNIQUE INFINITE Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,5119.0,Crizal Sapphire HR=5119.0,Pagina 32,0.86
LENTES KODAK®,1.50,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50,Resina,1.5,829.0,"Crizal Prevencia=1849.0, Crizal Sapphire HR=1849.0, Crizal Rock=1579.0, Crizal Easy Pro=1229.0, Optifog=1469.0, No Reflex=1079.0, Trio Easy Clean=1029.0, Verniz Hc=829.0",Pagina 33,0.86
