family_name,raw_label,canonical_label,material,indice_refracao,base_price,cost_price,compatible_treatments,source_page_reference,confidence_level,section_name,subsection_name,availability_text,cost_hint,page_group,label_disambiguation_basis,is_atomic_offer
Dynamic Relax,1.60 Fotossensível Blue UV,Dynamic Relax 1.60 Fotossensível Blue UV,Resina,1.6,1700.0,340.0,"Sigma Blue=2790.0|cost=558.0, Sigma Supreme=3250.0|cost=650.0, Sigma Premium=2600.0|cost=520.0, Sigma Light=2210.0|cost=442.0",Pagina 16,0.72,,1.60,,,,,False
Dynamic Relax,1.60 Incolor,Dynamic Relax 1.60 Incolor,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 16,0.72,,1.60,,,,,False
Dynamic Relax,1.60 Incolor Antirreﬂexo Externo,Dynamic Relax 1.60 Incolor Antirreﬂexo Externo,Resina,1.6,1750.0,350.0,"Sigma Blue=2840.0|cost=568.0, Sigma Supreme=3300.0|cost=660.0, Sigma Premium=2650.0|cost=530.0, Sigma Light=2260.0|cost=452.0",Pagina 16,0.72,,1.60,,,,,False
Dynamic Relax,1.60 Blue UV,Dynamic Relax 1.60 Blue UV,Resina,1.6,1750.0,350.0,"Sigma Blue=2840.0|cost=568.0, Sigma Supreme=3300.0|cost=660.0, Sigma Premium=2650.0|cost=530.0, Sigma Light=2260.0|cost=452.0",Pagina 16,0.72,,1.60,,,,,False
Dynamic Relax,1.60 Blue UV Antirreﬂexo Externo,Dynamic Relax 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1975.0,395.0,"Sigma Blue=3065.0|cost=613.0, Sigma Supreme=3525.0|cost=705.0, Sigma Premium=2875.0|cost=575.0, Sigma Light=2485.0|cost=497.0",Pagina 16,0.72,,1.60,,,,,False
Dynamic Relax,1.67 Fotossensível,Dynamic Relax 1.67 Fotossensível,Resina,1.67,2250.0,450.0,"Sigma Blue=3340.0|cost=668.0, Sigma Supreme=3800.0|cost=760.0, Sigma Premium=3150.0|cost=630.0, Sigma Light=2760.0|cost=552.0",Pagina 16,0.72,,1.67,,,,,False
Dynamic Relax,1.67 Fotossensível Blue UV,Dynamic Relax 1.67 Fotossensível Blue UV,Resina,1.67,2775.0,555.0,"Sigma Blue=3865.0|cost=773.0, Sigma Supreme=4325.0|cost=865.0, Sigma Premium=3675.0|cost=735.0, Sigma Light=3285.0|cost=657.0",Pagina 16,0.72,,1.67,,,,,False
Dynamic Relax,1.67 Photofusion,Dynamic Relax 1.67 Photofusion,Resina,1.67,4650.0,930.0,"Sigma Blue=5740.0|cost=1148.0, Sigma Supreme=6200.0|cost=1240.0, Sigma Premium=5550.0|cost=1110.0, Sigma Light=5160.0|cost=1032.0",Pagina 16,0.72,,1.67,,,,,False
Dynamic Relax,1.67 Transitions Cinza,Dynamic Relax 1.67 Transitions Cinza,Resina,1.67,4650.0,930.0,"Sigma Blue=5740.0|cost=1148.0, Sigma Supreme=6200.0|cost=1240.0, Sigma Premium=5550.0|cost=1110.0, Sigma Light=5160.0|cost=1032.0",Pagina 16,0.72,,1.67,,,,,False
Dynamic Relax,1.67 Incolor,Dynamic Relax 1.67 Incolor,Resina,1.67,3700.0,740.0,"Sigma Blue=4790.0|cost=958.0, Sigma Supreme=5250.0|cost=1050.0, Sigma Premium=4600.0|cost=920.0, Sigma Light=4210.0|cost=842.0",Pagina 16,0.82,,1.67,,,,,False
Dynamic Relax,1.67 Blue UV,Dynamic Relax 1.67 Blue UV,Resina,1.67,4250.0,850.0,"Sigma Blue=5340.0|cost=1068.0, Sigma Supreme=5800.0|cost=1160.0, Sigma Premium=5150.0|cost=1030.0, Sigma Light=4760.0|cost=952.0",Pagina 16,0.82,,1.67,,,,,False
Dynamic Relax,1.74 Fotossensível,Dynamic Relax 1.74 Fotossensível,Resina,1.74,4375.0,875.0,"Sigma Blue=5465.0|cost=1093.0, Sigma Supreme=5925.0|cost=1185.0, Sigma Premium=5275.0|cost=1055.0, Sigma Light=4885.0|cost=977.0",Pagina 16,0.82,,1.74,,,,,False
Dynamic Relax,1.74 Fotossensível Blue UV,Dynamic Relax 1.74 Fotossensível Blue UV,Resina,1.74,4525.0,905.0,"Sigma Blue=5615.0|cost=1123.0, Sigma Supreme=6075.0|cost=1215.0, Sigma Premium=5425.0|cost=1085.0, Sigma Light=5035.0|cost=1007.0",Pagina 16,0.82,,1.74,,,,,False
Dynamic Relax,1.74 Transitions,Dynamic Relax 1.74 Transitions,Resina,1.74,6550.0,1310.0,"Sigma Blue=7640.0|cost=1528.0, Sigma Supreme=8100.0|cost=1620.0, Sigma Premium=7450.0|cost=1490.0, Sigma Light=7060.0|cost=1412.0",Pagina 16,0.82,,1.74,,,,,False
Dynamic Single,1.53 Incolor,Dynamic Single 1.53 Incolor,Resina,1.53,600.0,120.0,"Sigma Blue=1690.0|cost=338.0, Sigma Supreme=2150.0|cost=430.0, Sigma Premium=1500.0|cost=300.0, Sigma Light=1110.0|cost=222.0",Pagina 17,0.72,,1.53,,,,,False
Dynamic Single,1.53 Incolor Antirreﬂexo Externo,Dynamic Single 1.53 Incolor Antirreﬂexo Externo,Resina,1.53,700.0,140.0,"Sigma Blue=1790.0|cost=358.0, Sigma Supreme=2250.0|cost=450.0, Sigma Premium=1600.0|cost=320.0, Sigma Light=1210.0|cost=242.0",Pagina 17,0.72,,1.53,,,,,False
Dynamic Single,1.53 Blue UV,Dynamic Single 1.53 Blue UV,Resina,1.53,650.0,130.0,"Sigma Blue=1740.0|cost=348.0, Sigma Supreme=2200.0|cost=440.0, Sigma Premium=1550.0|cost=310.0, Sigma Light=1160.0|cost=232.0",Pagina 17,0.72,,1.53,,,,,False
Dynamic Single,1.56 Blue UV Antirreﬂexo Externo,Dynamic Single 1.56 Blue UV Antirreﬂexo Externo,Resina,1.56,775.0,155.0,"Sigma Blue=1865.0|cost=373.0, Sigma Supreme=2325.0|cost=465.0, Sigma Premium=1675.0|cost=335.0, Sigma Light=1285.0|cost=257.0",Pagina 17,0.72,,1.56,,,,,False
Dynamic Single,1.56 Fotossensível,Dynamic Single 1.56 Fotossensível,Resina,1.56,650.0,130.0,"Sigma Blue=1740.0|cost=348.0, Sigma Supreme=2200.0|cost=440.0, Sigma Premium=1550.0|cost=310.0, Sigma Light=1160.0|cost=232.0",Pagina 17,0.72,,1.56,,,,,False
Dynamic Single,1.56 Fotossensível Blue UV,Dynamic Single 1.56 Fotossensível Blue UV,Resina,1.56,1310.0,262.0,"Sigma Blue=2400.0|cost=480.0, Sigma Supreme=2860.0|cost=572.0, Sigma Premium=2210.0|cost=442.0, Sigma Light=1820.0|cost=364.0",Pagina 17,0.72,,1.56,,,,,False
Dynamic Single,1.56 Fotossensível Antirreﬂexo Externo,Dynamic Single 1.56 Fotossensível Antirreﬂexo Externo,Resina,1.56,775.0,155.0,"Sigma Blue=1865.0|cost=373.0, Sigma Supreme=2325.0|cost=465.0, Sigma Premium=1675.0|cost=335.0, Sigma Light=1285.0|cost=257.0",Pagina 17,0.72,,1.56,,,,,False
Dynamic Single,1.59 Incolor,Dynamic Single 1.59 Incolor,Policarbonato,1.59,1050.0,210.0,"Sigma Blue=2140.0|cost=428.0, Sigma Supreme=2600.0|cost=520.0, Sigma Premium=1950.0|cost=390.0, Sigma Light=1560.0|cost=312.0",Pagina 17,0.72,,1.59,,,,,False
Dynamic Single,1.59 Blue UV,Dynamic Single 1.59 Blue UV,Policarbonato,1.59,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 17,0.72,,1.59,,,,,False
Dynamic Single,1.60 Blue UV Antirreﬂexo Externo,Dynamic Single 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.60 Fotossensível,Dynamic Single 1.60 Fotossensível,Resina,1.6,1415.0,283.0,"Sigma Blue=2505.0|cost=501.0, Sigma Supreme=2965.0|cost=593.0, Sigma Premium=2315.0|cost=463.0, Sigma Light=1925.0|cost=385.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.60 Fotossensível Blue UV,Dynamic Single 1.60 Fotossensível Blue UV,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.60 Incolor,Dynamic Single 1.60 Incolor,Resina,1.6,1900.0,380.0,"Sigma Blue=2990.0|cost=598.0, Sigma Supreme=3450.0|cost=690.0, Sigma Premium=2800.0|cost=560.0, Sigma Light=2410.0|cost=482.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.60 Incolor Antirreﬂexo Externo,Dynamic Single 1.60 Incolor Antirreﬂexo Externo,Resina,1.6,2125.0,425.0,"Sigma Blue=3215.0|cost=643.0, Sigma Supreme=3675.0|cost=735.0, Sigma Premium=3025.0|cost=605.0, Sigma Light=2635.0|cost=527.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.60 Blue UV,Dynamic Single 1.60 Blue UV,Resina,1.6,2075.0,415.0,"Sigma Blue=3165.0|cost=633.0, Sigma Supreme=3625.0|cost=725.0, Sigma Premium=2975.0|cost=595.0, Sigma Light=2585.0|cost=517.0",Pagina 17,0.72,,1.60,,,,,False
Dynamic Single,1.67 Blue UV Antirreﬂexo Externo,Dynamic Single 1.67 Blue UV Antirreﬂexo Externo,Resina,1.67,2250.0,450.0,"Sigma Blue=3340.0|cost=668.0, Sigma Supreme=3800.0|cost=760.0, Sigma Premium=3150.0|cost=630.0, Sigma Light=2760.0|cost=552.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Fotossensível,Dynamic Single 1.67 Fotossensível,Resina,1.67,2940.0,588.0,"Sigma Blue=4030.0|cost=806.0, Sigma Supreme=4490.0|cost=898.0, Sigma Premium=3840.0|cost=768.0, Sigma Light=3450.0|cost=690.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Photofusion,Dynamic Single 1.67 Photofusion,Resina,1.67,5250.0,1050.0,"Sigma Blue=6340.0|cost=1268.0, Sigma Supreme=6800.0|cost=1360.0, Sigma Premium=6150.0|cost=1230.0, Sigma Light=5760.0|cost=1152.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Transitions Cinza,Dynamic Single 1.67 Transitions Cinza,Resina,1.67,5250.0,1050.0,"Sigma Blue=6340.0|cost=1268.0, Sigma Supreme=6800.0|cost=1360.0, Sigma Premium=6150.0|cost=1230.0, Sigma Light=5760.0|cost=1152.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Fotossensível Blue UV,Dynamic Single 1.67 Fotossensível Blue UV,Resina,1.67,2725.0,545.0,"Sigma Blue=3815.0|cost=763.0, Sigma Supreme=4275.0|cost=855.0, Sigma Premium=3625.0|cost=725.0, Sigma Light=3235.0|cost=647.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Fotossensível Antirreﬂexo Externo,Dynamic Single 1.67 Fotossensível Antirreﬂexo Externo,Resina,1.67,3150.0,630.0,"Sigma Blue=4240.0|cost=848.0, Sigma Supreme=4700.0|cost=940.0, Sigma Premium=4050.0|cost=810.0, Sigma Light=3660.0|cost=732.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Incolor,Dynamic Single 1.67 Incolor,Resina,1.67,3550.0,710.0,"Sigma Blue=4640.0|cost=928.0, Sigma Supreme=5100.0|cost=1020.0, Sigma Premium=4450.0|cost=890.0, Sigma Light=4060.0|cost=812.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.67 Blue UV,Dynamic Single 1.67 Blue UV,Resina,1.67,3700.0,740.0,"Sigma Blue=4790.0|cost=958.0, Sigma Supreme=5250.0|cost=1050.0, Sigma Premium=4600.0|cost=920.0, Sigma Light=4210.0|cost=842.0",Pagina 17,0.72,,1.67,,,,,False
Dynamic Single,1.74 Fotossensível,Dynamic Single 1.74 Fotossensível,Resina,1.74,4360.0,872.0,"Sigma Blue=5450.0|cost=1090.0, Sigma Supreme=5910.0|cost=1182.0, Sigma Premium=5260.0|cost=1052.0, Sigma Light=4870.0|cost=974.0",Pagina 17,0.72,,1.74,,,,,False
Dynamic Single,1.74 Fotossensível Blue UV,Dynamic Single 1.74 Fotossensível Blue UV,Resina,1.74,5075.0,1015.0,"Sigma Blue=6165.0|cost=1233.0, Sigma Supreme=6625.0|cost=1325.0, Sigma Premium=5975.0|cost=1195.0, Sigma Light=5585.0|cost=1117.0",Pagina 17,0.72,,1.74,,,,,False
Dynamic Single,1.74 Transitions,Dynamic Single 1.74 Transitions,Resina,1.74,7650.0,1530.0,"Sigma Blue=8740.0|cost=1748.0, Sigma Supreme=9200.0|cost=1840.0, Sigma Premium=8550.0|cost=1710.0, Sigma Light=8160.0|cost=1632.0",Pagina 17,0.72,,1.74,,,,,False
MioKids,1.59 Incolor,MioKids 1.59 Incolor,Policarbonato,1.59,1599.0,,"Sigma Blue=1817.0|cost=1018.0, Sigma Supreme=1909.0|cost=1110.0, Sigma Premium=1779.0|cost=980.0, Sigma Light=1701.0|cost=902.0",Pagina 18,0.68,,MioKids,,,,,False
Visão Simples Surfaçadas Digital,1.53 Incolor,Visão Simples Surfaçadas Digital 1.53 Incolor,Resina,1.53,550.0,110.0,"Sigma Blue=1640.0|cost=328.0, Sigma Supreme=2100.0|cost=420.0, Sigma Premium=1450.0|cost=290.0, Sigma Light=1060.0|cost=212.0",Pagina 19,0.82,,1.53,,,,,False
Visão Simples Surfaçadas Digital,1.53 Incolor Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.53 Incolor Antirreﬂexo Externo,Resina,1.53,450.0,90.0,"Sigma Blue=1540.0|cost=308.0, Sigma Supreme=2000.0|cost=400.0, Sigma Premium=1350.0|cost=270.0, Sigma Light=960.0|cost=192.0",Pagina 19,0.82,,1.53,,,,,False
Visão Simples Surfaçadas Digital,1.53 Blue UV,Visão Simples Surfaçadas Digital 1.53 Blue UV,Resina,1.53,600.0,120.0,"Sigma Blue=1690.0|cost=338.0, Sigma Supreme=2150.0|cost=430.0, Sigma Premium=1500.0|cost=300.0, Sigma Light=1110.0|cost=222.0",Pagina 19,0.82,,1.53,,,,,False
Visão Simples Surfaçadas Digital,1.56 Blue UV Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.56 Blue UV Antirreﬂexo Externo,Resina,1.56,700.0,140.0,"Sigma Blue=1790.0|cost=358.0, Sigma Supreme=2250.0|cost=450.0, Sigma Premium=1600.0|cost=320.0, Sigma Light=1210.0|cost=242.0",Pagina 19,0.82,,1.56,,,,,False
Visão Simples Surfaçadas Digital,1.56 Fotossensível,Visão Simples Surfaçadas Digital 1.56 Fotossensível,Resina,1.56,625.0,125.0,"Sigma Blue=1715.0|cost=343.0, Sigma Supreme=2175.0|cost=435.0, Sigma Premium=1525.0|cost=305.0, Sigma Light=1135.0|cost=227.0",Pagina 19,0.82,,1.56,,,,,False
Visão Simples Surfaçadas Digital,1.56 Fotossensível Blue UV,Visão Simples Surfaçadas Digital 1.56 Fotossensível Blue UV,Resina,1.56,1250.0,250.0,"Sigma Blue=2340.0|cost=468.0, Sigma Supreme=2800.0|cost=560.0, Sigma Premium=2150.0|cost=430.0, Sigma Light=1760.0|cost=352.0",Pagina 19,0.82,,1.56,,,,,False
Visão Simples Surfaçadas Digital,1.56 Fotossensível Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.56 Fotossensível Antirreﬂexo Externo,Resina,1.56,700.0,140.0,"Sigma Blue=1790.0|cost=358.0, Sigma Supreme=2250.0|cost=450.0, Sigma Premium=1600.0|cost=320.0, Sigma Light=1210.0|cost=242.0",Pagina 19,0.82,,1.56,,,,,False
Visão Simples Surfaçadas Digital,1.59 Incolor,Visão Simples Surfaçadas Digital 1.59 Incolor,Policarbonato,1.59,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 19,0.82,,1.59,,,,,False
Visão Simples Surfaçadas Digital,1.59 Blue UV,Visão Simples Surfaçadas Digital 1.59 Blue UV,Policarbonato,1.59,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 19,0.82,,1.59,,,,,False
Visão Simples Surfaçadas Digital,1.60 Blue UV Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1100.0,220.0,"Sigma Blue=2190.0|cost=438.0, Sigma Supreme=2650.0|cost=530.0, Sigma Premium=2000.0|cost=400.0, Sigma Light=1610.0|cost=322.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Fotossensível,Visão Simples Surfaçadas Digital 1.60 Fotossensível,Resina,1.6,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Fotossensível Blue UV,Visão Simples Surfaçadas Digital 1.60 Fotossensível Blue UV,Resina,1.6,1475.0,295.0,"Sigma Blue=2565.0|cost=513.0, Sigma Supreme=3025.0|cost=605.0, Sigma Premium=2375.0|cost=475.0, Sigma Light=1985.0|cost=397.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Incolor,Visão Simples Surfaçadas Digital 1.60 Incolor,Resina,1.6,750.0,150.0,"Sigma Blue=1840.0|cost=368.0, Sigma Supreme=2300.0|cost=460.0, Sigma Premium=1650.0|cost=330.0, Sigma Light=1260.0|cost=252.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Incolor Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.60 Incolor Antirreﬂexo Externo,Resina,1.6,1900.0,380.0,"Sigma Blue=2990.0|cost=598.0, Sigma Supreme=3450.0|cost=690.0, Sigma Premium=2800.0|cost=560.0, Sigma Light=2410.0|cost=482.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Blue UV,Visão Simples Surfaçadas Digital 1.60 Blue UV,Resina,1.6,2025.0,405.0,"Sigma Blue=3115.0|cost=623.0, Sigma Supreme=3575.0|cost=715.0, Sigma Premium=2925.0|cost=585.0, Sigma Light=2535.0|cost=507.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.60 Blue UVDigital Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.60 Blue UVDigital Antirreﬂexo Externo,Resina,1.6,2200.0,440.0,"Sigma Blue=3290.0|cost=658.0, Sigma Supreme=3750.0|cost=750.0, Sigma Premium=3100.0|cost=620.0, Sigma Light=2710.0|cost=542.0",Pagina 19,0.82,,1.60,,,,,False
Visão Simples Surfaçadas Digital,1.67 Fotossensível,Visão Simples Surfaçadas Digital 1.67 Fotossensível,Resina,1.67,2850.0,570.0,"Sigma Blue=3940.0|cost=788.0, Sigma Supreme=4400.0|cost=880.0, Sigma Premium=3750.0|cost=750.0, Sigma Light=3360.0|cost=672.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Fotossensível Antirreﬂexo Externo,Visão Simples Surfaçadas Digital 1.67 Fotossensível Antirreﬂexo Externo,Resina,1.67,3100.0,620.0,"Sigma Blue=4190.0|cost=838.0, Sigma Supreme=4650.0|cost=930.0, Sigma Premium=4000.0|cost=800.0, Sigma Light=3610.0|cost=722.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Fotossensível Blue UV,Visão Simples Surfaçadas Digital 1.67 Fotossensível Blue UV,Resina,1.67,2600.0,520.0,"Sigma Blue=3690.0|cost=738.0, Sigma Supreme=4150.0|cost=830.0, Sigma Premium=3500.0|cost=700.0, Sigma Light=3110.0|cost=622.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Photofusion,Visão Simples Surfaçadas Digital 1.67 Photofusion,Resina,1.67,5125.0,1025.0,"Sigma Blue=6215.0|cost=1243.0, Sigma Supreme=6675.0|cost=1335.0, Sigma Premium=6025.0|cost=1205.0, Sigma Light=5635.0|cost=1127.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Transitions,Visão Simples Surfaçadas Digital 1.67 Transitions,Resina,1.67,5125.0,1025.0,"Sigma Blue=6215.0|cost=1243.0, Sigma Supreme=6675.0|cost=1335.0, Sigma Premium=6025.0|cost=1205.0, Sigma Light=5635.0|cost=1127.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Incolor,Visão Simples Surfaçadas Digital 1.67 Incolor,Resina,1.67,3270.0,654.0,"Sigma Blue=4360.0|cost=872.0, Sigma Supreme=4820.0|cost=964.0, Sigma Premium=4170.0|cost=834.0, Sigma Light=3780.0|cost=756.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.67 Blue UV,Visão Simples Surfaçadas Digital 1.67 Blue UV,Resina,1.67,3650.0,730.0,"Sigma Blue=4740.0|cost=948.0, Sigma Supreme=5200.0|cost=1040.0, Sigma Premium=4550.0|cost=910.0, Sigma Light=4160.0|cost=832.0",Pagina 19,0.82,,1.67,,,,,False
Visão Simples Surfaçadas Digital,1.74 Fotossensível,Visão Simples Surfaçadas Digital 1.74 Fotossensível,Resina,1.74,4375.0,875.0,"Sigma Blue=5465.0|cost=1093.0, Sigma Supreme=5925.0|cost=1185.0, Sigma Premium=5275.0|cost=1055.0, Sigma Light=4885.0|cost=977.0",Pagina 19,0.82,,1.74,,,,,False
Visão Simples Surfaçadas Digital,1.74 Fotossensível Blue UV,Visão Simples Surfaçadas Digital 1.74 Fotossensível Blue UV,Resina,1.74,5025.0,1005.0,"Sigma Blue=6115.0|cost=1223.0, Sigma Supreme=6575.0|cost=1315.0, Sigma Premium=5925.0|cost=1185.0, Sigma Light=5535.0|cost=1107.0",Pagina 19,0.82,,1.74,,,,,False
Visão Simples Surfaçadas Digital,1.74 Transitions,Visão Simples Surfaçadas Digital 1.74 Transitions,Resina,1.74,7550.0,1510.0,"Sigma Blue=8640.0|cost=1728.0, Sigma Supreme=9100.0|cost=1820.0, Sigma Premium=8450.0|cost=1690.0, Sigma Light=8060.0|cost=1612.0",Pagina 19,0.82,,1.74,,,,,False
Hoyalux Argos,1.50 Incolor Argos 18,Hoyalux Argos 1.50 Incolor Argos 18,Resina,1.5,1248.0,416.0,"Sigma Blue=1902.0|cost=634.0, Sigma Supreme=2178.0|cost=726.0, Sigma Premium=1788.0|cost=596.0, Sigma Light=1554.0|cost=518.0",Pagina 20,0.9,Hoyalux Argos,,,,20_multimarcas,,False
Hoyalux Argos,1.50 Incolor Argos 14,Hoyalux Argos 1.50 Incolor Argos 14,Resina,1.5,1248.0,416.0,"Sigma Blue=1902.0|cost=634.0, Sigma Supreme=2178.0|cost=726.0, Sigma Premium=1788.0|cost=596.0, Sigma Light=1554.0|cost=518.0",Pagina 20,0.9,Hoyalux Argos,,,,20_multimarcas,,False
Hoyalux Amplus,1.50 Incolor,Hoyalux Amplus 1.50 Incolor,Resina,1.5,828.0,276.0,"Sigma Blue=1482.0|cost=494.0, Sigma Supreme=1758.0|cost=586.0, Sigma Premium=1368.0|cost=456.0, Sigma Light=1134.0|cost=378.0",Pagina 20,0.9,Hoyalux Amplus,,,,20_multimarcas,,False
Varilux Comfort,1.50 Incolor,Varilux Comfort 1.50 Incolor,Resina,1.5,2376.0,792.0,"Sigma Blue=3030.0|cost=1010.0, Sigma Supreme=3306.0|cost=1102.0, Sigma Premium=2916.0|cost=972.0, Sigma Light=2682.0|cost=894.0",Pagina 20,0.9,Varilux Comfort,,,,20_multimarcas,,False
Varilux Comfort,1.59 Incolor,Varilux Comfort 1.59 Incolor,Policarbonato,1.59,2847.0,949.0,"Sigma Blue=3501.0|cost=1167.0, Sigma Supreme=3777.0|cost=1259.0, Sigma Premium=3387.0|cost=1129.0, Sigma Light=3153.0|cost=1051.0",Pagina 20,0.9,Varilux Comfort,,,,20_multimarcas,,False
Varilux Liberty,1.50 Incolor,Varilux Liberty 1.50 Incolor,Resina,1.5,1227.0,409.0,"Sigma Blue=1881.0|cost=627.0, Sigma Supreme=2157.0|cost=719.0, Sigma Premium=1767.0|cost=589.0, Sigma Light=1533.0|cost=511.0",Pagina 20,0.9,Varilux Liberty,,,,20_multimarcas,,False
Varilux Liberty,1.50 Transitions,Varilux Liberty 1.50 Transitions,Resina,1.5,3117.0,1039.0,"Sigma Blue=3771.0|cost=1257.0, Sigma Supreme=4047.0|cost=1349.0, Sigma Premium=3657.0|cost=1219.0, Sigma Light=3423.0|cost=1141.0",Pagina 20,0.9,Varilux Liberty,,,,20_multimarcas,,False
Varilux Liberty,1.59 Incolor,Varilux Liberty 1.59 Incolor,Policarbonato,1.59,1806.0,602.0,"Sigma Blue=2460.0|cost=820.0, Sigma Supreme=2736.0|cost=912.0, Sigma Premium=2346.0|cost=782.0, Sigma Light=2112.0|cost=704.0",Pagina 20,0.9,Varilux Liberty,,,,20_multimarcas,,False
Varilux Liberty,1.59 Transitions,Varilux Liberty 1.59 Transitions,Policarbonato,1.59,3660.0,1220.0,"Sigma Blue=4314.0|cost=1438.0, Sigma Supreme=4590.0|cost=1530.0, Sigma Premium=4200.0|cost=1400.0, Sigma Light=3966.0|cost=1322.0",Pagina 20,0.9,Varilux Liberty,,,,20_multimarcas,,False
Espace Plus,1.50 Incolor,Espace Plus 1.50 Incolor,Resina,1.5,738.0,246.0,"Sigma Blue=1392.0|cost=464.0, Sigma Supreme=1668.0|cost=556.0, Sigma Premium=1278.0|cost=426.0, Sigma Light=1044.0|cost=348.0",Pagina 20,0.9,Espace Plus,,,,20_multimarcas,,False
Espace Plus,1.50 Fotossensível Transitions,Espace Plus 1.50 Fotossensível Transitions,Resina,1.5,1614.0,538.0,"Sigma Blue=2268.0|cost=756.0, Sigma Supreme=2544.0|cost=848.0, Sigma Premium=2154.0|cost=718.0, Sigma Light=1920.0|cost=640.0",Pagina 20,0.9,Espace Plus,,,,20_multimarcas,,False
Espace Plus,1.59 Incolor,Espace Plus 1.59 Incolor,Policarbonato,1.59,1089.0,363.0,"Sigma Blue=1743.0|cost=581.0, Sigma Supreme=2019.0|cost=673.0, Sigma Premium=1629.0|cost=543.0, Sigma Light=1395.0|cost=465.0",Pagina 20,0.9,Espace Plus,,,,20_multimarcas,,False
Espace Plus,1.59 Fotossensível Transitions,Espace Plus 1.59 Fotossensível Transitions,Policarbonato,1.59,2340.0,780.0,"Sigma Blue=2994.0|cost=998.0, Sigma Supreme=3270.0|cost=1090.0, Sigma Premium=2880.0|cost=960.0, Sigma Light=2646.0|cost=882.0",Pagina 20,0.9,Espace Plus,,,,20_multimarcas,,False
