family_name,raw_label,canonical_label,material,indice_refracao,base_price,cost_price,compatible_treatments,source_page_reference,confidence_level,section_name,subsection_name,availability_text,cost_hint,page_group,label_disambiguation_basis,is_atomic_offer
Life,1.50 Incolor,Life 1.50 Incolor,Resina,1.5,550.0,110.0,"Sigma Blue=1640.0|cost=328.0, Sigma Supreme=2100.0|cost=420.0, Sigma Premium=1450.0|cost=290.0, Sigma Light=1060.0|cost=212.0",Pagina 13,0.72,,1.50,,,,,False
Life,1.50 Acclimates,Life 1.50 Acclimates,Resina,1.5,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 13,0.72,,1.50,,,,,False
Life,1.50 Transitions,Life 1.50 Transitions,Resina,1.5,1850.0,370.0,"Sigma Blue=2940.0|cost=588.0, Sigma Supreme=3400.0|cost=680.0, Sigma Premium=2750.0|cost=550.0, Sigma Light=2360.0|cost=472.0",Pagina 13,0.72,,1.50,,,,,False
Life,1.53 Incolor,Life 1.53 Incolor,Resina,1.53,710.0,142.0,"Sigma Blue=1800.0|cost=360.0, Sigma Supreme=2260.0|cost=452.0, Sigma Premium=1610.0|cost=322.0, Sigma Light=1220.0|cost=244.0",Pagina 13,0.72,,1.53,,,,,False
Life,1.53 Incolor Antirreﬂexo Externo,Life 1.53 Incolor Antirreﬂexo Externo,Resina,1.53,750.0,150.0,"Sigma Blue=1840.0|cost=368.0, Sigma Supreme=2300.0|cost=460.0, Sigma Premium=1650.0|cost=330.0, Sigma Light=1260.0|cost=252.0",Pagina 13,0.72,,1.53,,,,,False
Life,1.53 Blue UV,Life 1.53 Blue UV,Resina,1.53,825.0,165.0,"Sigma Blue=1915.0|cost=383.0, Sigma Supreme=2375.0|cost=475.0, Sigma Premium=1725.0|cost=345.0, Sigma Light=1335.0|cost=267.0",Pagina 13,0.72,,1.53,,,,,False
Life,1.53 Blue UV Antirreﬂexo Externo,Life 1.53 Blue UV Antirreﬂexo Externo,Resina,1.53,1050.0,210.0,"Sigma Blue=2140.0|cost=428.0, Sigma Supreme=2600.0|cost=520.0, Sigma Premium=1950.0|cost=390.0, Sigma Light=1560.0|cost=312.0",Pagina 13,0.72,,1.53,,,,,False
Life,1.56 Fotossensível,Life 1.56 Fotossensível,Resina,1.56,925.0,185.0,"Sigma Blue=2015.0|cost=403.0, Sigma Supreme=2475.0|cost=495.0, Sigma Premium=1825.0|cost=365.0, Sigma Light=1435.0|cost=287.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.56 Fotossensível Antirreﬂexo Externo,Life 1.56 Fotossensível Antirreﬂexo Externo,Resina,1.56,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.56 Fotossensível Blue UV,Life 1.56 Fotossensível Blue UV,Resina,1.56,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.56 Fotossensível Blue UV Antirreﬂexo Externo,Life 1.56 Fotossensível Blue UV Antirreﬂexo Externo,Resina,1.56,1300.0,260.0,"Sigma Blue=2390.0|cost=478.0, Sigma Supreme=2850.0|cost=570.0, Sigma Premium=2200.0|cost=440.0, Sigma Light=1810.0|cost=362.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.56 Incolor,Life 1.56 Incolor,Resina,1.56,825.0,165.0,"Sigma Blue=1915.0|cost=383.0, Sigma Supreme=2375.0|cost=475.0, Sigma Premium=1725.0|cost=345.0, Sigma Light=1335.0|cost=267.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.56 Incolor Antirreﬂexo Externo,Life 1.56 Incolor Antirreﬂexo Externo,Resina,1.56,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 13,0.72,,1.56,,,,,False
Life,1.59 Blue UV,Life 1.59 Blue UV,Policarbonato,1.59,1050.0,210.0,"Sigma Blue=2140.0|cost=428.0, Sigma Supreme=2600.0|cost=520.0, Sigma Premium=1950.0|cost=390.0, Sigma Light=1560.0|cost=312.0",Pagina 13,0.72,,1.59,,,,,False
Life,1.59 Fotossensível,Life 1.59 Fotossensível,Policarbonato,1.59,1475.0,295.0,"Sigma Blue=2565.0|cost=513.0, Sigma Supreme=3025.0|cost=605.0, Sigma Premium=2375.0|cost=475.0, Sigma Light=1985.0|cost=397.0",Pagina 13,0.72,,1.59,,,,,False
Life,1.59 Fotossensível Blue UV,Life 1.59 Fotossensível Blue UV,Policarbonato,1.59,1650.0,330.0,"Sigma Blue=2740.0|cost=548.0, Sigma Supreme=3200.0|cost=640.0, Sigma Premium=2550.0|cost=510.0, Sigma Light=2160.0|cost=432.0",Pagina 13,0.72,,1.59,,,,,False
Life,1.59 Incolor,Life 1.59 Incolor,Policarbonato,1.59,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 13,0.72,,1.59,,,,,False
Life,1.60 Blue UV,Life 1.60 Blue UV,Resina,1.6,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 13,0.72,,1.60,,,,,False
Life,1.60 Blue UV Antirreﬂexo Externo,Life 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 13,0.72,,1.60,,,,,False
Life,1.60 Incolor,Life 1.60 Incolor,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 13,0.72,,1.60,,,,,False
Life,1.67 Incolor Antirreﬂexo Externo,Life 1.67 Incolor Antirreﬂexo Externo,Resina,1.67,1850.0,370.0,"Sigma Blue=2940.0|cost=588.0, Sigma Supreme=3400.0|cost=680.0, Sigma Premium=2750.0|cost=550.0, Sigma Light=2360.0|cost=472.0",Pagina 13,0.72,,1.67,,,,,False
Life,1.67 Blue UV,Life 1.67 Blue UV,Resina,1.67,1700.0,340.0,"Sigma Blue=2790.0|cost=558.0, Sigma Supreme=3250.0|cost=650.0, Sigma Premium=2600.0|cost=520.0, Sigma Light=2210.0|cost=442.0",Pagina 13,0.72,,1.67,,,,,False
Gama HD,1.50 Incolor,Gama HD 1.50 Incolor,Resina,1.5,400.0,80.0,"Sigma Blue=1490.0|cost=298.0, Sigma Supreme=1950.0|cost=390.0, Sigma Premium=1300.0|cost=260.0, Sigma Light=910.0|cost=182.0",Pagina 14,0.72,,1.50,,,,,False
Gama HD,1.50 Acclimates,Gama HD 1.50 Acclimates,Resina,1.5,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 14,0.72,,1.50,,,,,False
Gama HD,1.50 Transitions Cinza,Gama HD 1.50 Transitions Cinza,Resina,1.5,1850.0,370.0,"Sigma Blue=2940.0|cost=588.0, Sigma Supreme=3400.0|cost=680.0, Sigma Premium=2750.0|cost=550.0, Sigma Light=2360.0|cost=472.0",Pagina 14,0.72,,1.50,,,,,False
Gama HD,1.53 Incolor,Gama HD 1.53 Incolor,Resina,1.53,700.0,140.0,"Sigma Blue=1790.0|cost=358.0, Sigma Supreme=2250.0|cost=450.0, Sigma Premium=1600.0|cost=320.0, Sigma Light=1210.0|cost=242.0",Pagina 14,0.72,,1.53,,,,,False
Gama HD,1.53 Incolor Antirreﬂexo Externo,Gama HD 1.53 Incolor Antirreﬂexo Externo,Resina,1.53,700.0,140.0,"Sigma Blue=1790.0|cost=358.0, Sigma Supreme=2250.0|cost=450.0, Sigma Premium=1600.0|cost=320.0, Sigma Light=1210.0|cost=242.0",Pagina 14,0.72,,1.53,,,,,False
Gama HD,1.53 Blue UV,Gama HD 1.53 Blue UV,Resina,1.53,750.0,150.0,"Sigma Blue=1840.0|cost=368.0, Sigma Supreme=2300.0|cost=460.0, Sigma Premium=1650.0|cost=330.0, Sigma Light=1260.0|cost=252.0",Pagina 14,0.72,,1.53,,,,,False
Gama HD,1.53 Blue UV Antirreﬂexo Externo,Gama HD 1.53 Blue UV Antirreﬂexo Externo,Resina,1.53,900.0,180.0,"Sigma Blue=1990.0|cost=398.0, Sigma Supreme=2450.0|cost=490.0, Sigma Premium=1800.0|cost=360.0, Sigma Light=1410.0|cost=282.0",Pagina 14,0.72,,1.53,,,,,False
Gama HD,1.56 Fotossensível,Gama HD 1.56 Fotossensível,Resina,1.56,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.56 Fotossensível Antirreﬂexo Externo,Gama HD 1.56 Fotossensível Antirreﬂexo Externo,Resina,1.56,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.56 Fotossensível Blue UV,Gama HD 1.56 Fotossensível Blue UV,Resina,1.56,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.56 Fotossensível Blue UV Antirreﬂexo Externo,Gama HD 1.56 Fotossensível Blue UV Antirreﬂexo Externo,Resina,1.56,1300.0,260.0,"Sigma Blue=2390.0|cost=478.0, Sigma Supreme=2850.0|cost=570.0, Sigma Premium=2200.0|cost=440.0, Sigma Light=1810.0|cost=362.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.56 Incolor,Gama HD 1.56 Incolor,Resina,1.56,750.0,150.0,"Sigma Blue=1840.0|cost=368.0, Sigma Supreme=2300.0|cost=460.0, Sigma Premium=1650.0|cost=330.0, Sigma Light=1260.0|cost=252.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.56 Incolor Antirreﬂexo Externo,Gama HD 1.56 Incolor Antirreﬂexo Externo,Resina,1.56,925.0,185.0,"Sigma Blue=2015.0|cost=403.0, Sigma Supreme=2475.0|cost=495.0, Sigma Premium=1825.0|cost=365.0, Sigma Light=1435.0|cost=287.0",Pagina 14,0.72,,1.56,,,,,False
Gama HD,1.59 Blue UV,Gama HD 1.59 Blue UV,Policarbonato,1.59,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 14,0.72,,1.59,,,,,False
Gama HD,1.59 Fotossensível,Gama HD 1.59 Fotossensível,Policarbonato,1.59,1475.0,295.0,"Sigma Blue=2565.0|cost=513.0, Sigma Supreme=3025.0|cost=605.0, Sigma Premium=2375.0|cost=475.0, Sigma Light=1985.0|cost=397.0",Pagina 14,0.72,,1.59,,,,,False
Gama HD,1.59 Fotossensível Blue UV,Gama HD 1.59 Fotossensível Blue UV,Policarbonato,1.59,1650.0,330.0,"Sigma Blue=2740.0|cost=548.0, Sigma Supreme=3200.0|cost=640.0, Sigma Premium=2550.0|cost=510.0, Sigma Light=2160.0|cost=432.0",Pagina 14,0.72,,1.59,,,,,False
Gama HD,1.59 Incolor,Gama HD 1.59 Incolor,Policarbonato,1.59,950.0,190.0,"Sigma Blue=2040.0|cost=408.0, Sigma Supreme=2500.0|cost=500.0, Sigma Premium=1850.0|cost=370.0, Sigma Light=1460.0|cost=292.0",Pagina 14,0.72,,1.59,,,,,False
Gama HD,1.60 Blue UV,Gama HD 1.60 Blue UV,Resina,1.6,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 14,0.72,,1.60,,,,,False
Gama HD,1.60 Blue UV Antirreﬂexo Externo,Gama HD 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 14,0.72,,1.60,,,,,False
Gama HD,1.60 Incolor,Gama HD 1.60 Incolor,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 14,0.72,,1.60,,,,,False
Gama HD,1.67 Incolor Antirreﬂexo Externo,Gama HD 1.67 Incolor Antirreﬂexo Externo,Resina,1.67,1850.0,370.0,"Sigma Blue=2940.0|cost=588.0, Sigma Supreme=3400.0|cost=680.0, Sigma Premium=2750.0|cost=550.0, Sigma Light=2360.0|cost=472.0",Pagina 14,0.72,,1.67,,,,,False
Gama HD,1.67 Blue UV,Gama HD 1.67 Blue UV,Resina,1.67,1700.0,340.0,"Sigma Blue=2790.0|cost=558.0, Sigma Supreme=3250.0|cost=650.0, Sigma Premium=2600.0|cost=520.0, Sigma Light=2210.0|cost=442.0",Pagina 14,0.72,,1.67,,,,,False
Dynamic Work,1.50 Incolor,Dynamic Work 1.50 Incolor,Resina,1.5,750.0,150.0,"Sigma Blue=1840.0|cost=368.0, Sigma Supreme=2300.0|cost=460.0, Sigma Premium=1650.0|cost=330.0, Sigma Light=1260.0|cost=252.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.50 Acclimates,Dynamic Work 1.50 Acclimates,Resina,1.5,1200.0,240.0,"Sigma Blue=2290.0|cost=458.0, Sigma Supreme=2750.0|cost=550.0, Sigma Premium=2100.0|cost=420.0, Sigma Light=1710.0|cost=342.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.50 Sensity,Dynamic Work 1.50 Sensity,Resina,1.5,1950.0,390.0,"Sigma Blue=3040.0|cost=608.0, Sigma Supreme=3500.0|cost=700.0, Sigma Premium=2850.0|cost=570.0, Sigma Light=2460.0|cost=492.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.50 Photofusion,Dynamic Work 1.50 Photofusion,Resina,1.5,2075.0,415.0,"Sigma Blue=3165.0|cost=633.0, Sigma Supreme=3625.0|cost=725.0, Sigma Premium=2975.0|cost=595.0, Sigma Light=2585.0|cost=517.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.50 Transitions Cinza,Dynamic Work 1.50 Transitions Cinza,Resina,1.5,2075.0,415.0,"Sigma Blue=3165.0|cost=633.0, Sigma Supreme=3625.0|cost=725.0, Sigma Premium=2975.0|cost=595.0, Sigma Light=2585.0|cost=517.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.50 Transitions Extractive,Dynamic Work 1.50 Transitions Extractive,Resina,1.5,2150.0,430.0,"Sigma Blue=3240.0|cost=648.0, Sigma Supreme=3700.0|cost=740.0, Sigma Premium=3050.0|cost=610.0, Sigma Light=2660.0|cost=532.0",Pagina 15,0.82,,1.50,,,,,False
Dynamic Work,1.53 Incolor,Dynamic Work 1.53 Incolor,Resina,1.53,900.0,180.0,"Sigma Blue=1990.0|cost=398.0, Sigma Supreme=2450.0|cost=490.0, Sigma Premium=1800.0|cost=360.0, Sigma Light=1410.0|cost=282.0",Pagina 15,0.82,,1.53,,,,,False
Dynamic Work,1.53 Incolor Antirreﬂexo Externo,Dynamic Work 1.53 Incolor Antirreﬂexo Externo,Resina,1.53,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 15,0.82,,1.53,,,,,False
Dynamic Work,1.53 Blue UV,Dynamic Work 1.53 Blue UV,Resina,1.53,1150.0,230.0,"Sigma Blue=2240.0|cost=448.0, Sigma Supreme=2700.0|cost=540.0, Sigma Premium=2050.0|cost=410.0, Sigma Light=1660.0|cost=332.0",Pagina 15,0.82,,1.53,,,,,False
Dynamic Work,1.59 Blue UV Antirreﬂexo Externo,Dynamic Work 1.59 Blue UV Antirreﬂexo Externo,Policarbonato,1.59,1300.0,260.0,"Sigma Blue=2390.0|cost=478.0, Sigma Supreme=2850.0|cost=570.0, Sigma Premium=2200.0|cost=440.0, Sigma Light=1810.0|cost=362.0",Pagina 15,0.82,,1.59,,,,,False
Dynamic Work,1.56 Fotossensível,Dynamic Work 1.56 Fotossensível,Resina,1.56,1050.0,210.0,"Sigma Blue=2140.0|cost=428.0, Sigma Supreme=2600.0|cost=520.0, Sigma Premium=1950.0|cost=390.0, Sigma Light=1560.0|cost=312.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Fotossensível Antirreﬂexo Externo,Dynamic Work 1.56 Fotossensível Antirreﬂexo Externo,Resina,1.56,1200.0,240.0,"Sigma Blue=2290.0|cost=458.0, Sigma Supreme=2750.0|cost=550.0, Sigma Premium=2100.0|cost=420.0, Sigma Light=1710.0|cost=342.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Fotossensível Blue UV,Dynamic Work 1.56 Fotossensível Blue UV,Resina,1.56,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Fotossensível Blue UV AntirreﬂexoExterno,Dynamic Work 1.56 Fotossensível Blue UV AntirreﬂexoExterno,Resina,1.56,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Incolor,Dynamic Work 1.56 Incolor,Resina,1.56,875.0,175.0,"Sigma Blue=1965.0|cost=393.0, Sigma Supreme=2425.0|cost=485.0, Sigma Premium=1775.0|cost=355.0, Sigma Light=1385.0|cost=277.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Incolor Antirreﬂexo Externo,Dynamic Work 1.56 Incolor Antirreﬂexo Externo,Resina,1.56,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Blue UV,Dynamic Work 1.56 Blue UV,Resina,1.56,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Blue UV Antirreﬂexo Externo,Dynamic Work 1.56 Blue UV Antirreﬂexo Externo,Resina,1.56,1000.0,200.0,"Sigma Blue=2090.0|cost=418.0, Sigma Supreme=2550.0|cost=510.0, Sigma Premium=1900.0|cost=380.0, Sigma Light=1510.0|cost=302.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.59 Fotossensível,Dynamic Work 1.59 Fotossensível,Policarbonato,1.59,1600.0,320.0,"Sigma Blue=2690.0|cost=538.0, Sigma Supreme=3150.0|cost=630.0, Sigma Premium=2500.0|cost=500.0, Sigma Light=2110.0|cost=422.0",Pagina 15,0.82,,1.59,,,,,False
Dynamic Work,1.59 Fotossensível Blue UV,Dynamic Work 1.59 Fotossensível Blue UV,Policarbonato,1.59,1800.0,360.0,"Sigma Blue=2890.0|cost=578.0, Sigma Supreme=3350.0|cost=670.0, Sigma Premium=2700.0|cost=540.0, Sigma Light=2310.0|cost=462.0",Pagina 15,0.82,,1.59,,,,,False
Dynamic Work,1.56 Photofusion,Dynamic Work 1.56 Photofusion,Resina,1.56,2925.0,585.0,"Sigma Blue=4015.0|cost=803.0, Sigma Supreme=4475.0|cost=895.0, Sigma Premium=3825.0|cost=765.0, Sigma Light=3435.0|cost=687.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.56 Transitions Cinza,Dynamic Work 1.56 Transitions Cinza,Resina,1.56,2925.0,585.0,"Sigma Blue=4015.0|cost=803.0, Sigma Supreme=4475.0|cost=895.0, Sigma Premium=3825.0|cost=765.0, Sigma Light=3435.0|cost=687.0",Pagina 15,0.82,,1.56,,,,,False
Dynamic Work,1.59 Incolor,Dynamic Work 1.59 Incolor,Policarbonato,1.59,1075.0,215.0,"Sigma Blue=2165.0|cost=433.0, Sigma Supreme=2625.0|cost=525.0, Sigma Premium=1975.0|cost=395.0, Sigma Light=1585.0|cost=317.0",Pagina 15,0.82,,1.59,,,,,False
Dynamic Work,1.59 Blue UV,Dynamic Work 1.59 Blue UV,Policarbonato,1.59,1375.0,275.0,"Sigma Blue=2465.0|cost=493.0, Sigma Supreme=2925.0|cost=585.0, Sigma Premium=2275.0|cost=455.0, Sigma Light=1885.0|cost=377.0",Pagina 15,0.82,,1.59,,,,,False
Dynamic Work,1.60 Blue UV Antirreﬂexo Externo,Dynamic Work 1.60 Blue UV Antirreﬂexo Externo,Resina,1.6,1550.0,310.0,"Sigma Blue=2640.0|cost=528.0, Sigma Supreme=3100.0|cost=620.0, Sigma Premium=2450.0|cost=490.0, Sigma Light=2060.0|cost=412.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.60 Fotossensível,Dynamic Work 1.60 Fotossensível,Resina,1.6,1800.0,360.0,"Sigma Blue=2890.0|cost=578.0, Sigma Supreme=3350.0|cost=670.0, Sigma Premium=2700.0|cost=540.0, Sigma Light=2310.0|cost=462.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.60 Fotossensível Blue UV,Dynamic Work 1.60 Fotossensível Blue UV,Resina,1.6,1975.0,395.0,"Sigma Blue=3065.0|cost=613.0, Sigma Supreme=3525.0|cost=705.0, Sigma Premium=2875.0|cost=575.0, Sigma Light=2485.0|cost=497.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.60 Incolor,Dynamic Work 1.60 Incolor,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.60 Incolor Antirreﬂexo Externo,Dynamic Work 1.60 Incolor Antirreﬂexo Externo,Resina,1.6,1750.0,350.0,"Sigma Blue=2840.0|cost=568.0, Sigma Supreme=3300.0|cost=660.0, Sigma Premium=2650.0|cost=530.0, Sigma Light=2260.0|cost=452.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.60 Blue UV,Dynamic Work 1.60 Blue UV,Resina,1.6,1900.0,380.0,"Sigma Blue=2990.0|cost=598.0, Sigma Supreme=3450.0|cost=690.0, Sigma Premium=2800.0|cost=560.0, Sigma Light=2410.0|cost=482.0",Pagina 15,0.82,,1.60,,,,,False
Dynamic Work,1.67 Blue UV Antirreﬂexo Externo,Dynamic Work 1.67 Blue UV Antirreﬂexo Externo,Resina,1.67,2125.0,425.0,"Sigma Blue=3215.0|cost=643.0, Sigma Supreme=3675.0|cost=735.0, Sigma Premium=3025.0|cost=605.0, Sigma Light=2635.0|cost=527.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.67 Fotossensível,Dynamic Work 1.67 Fotossensível,Resina,1.67,2950.0,590.0,"Sigma Blue=4040.0|cost=808.0, Sigma Supreme=4500.0|cost=900.0, Sigma Premium=3850.0|cost=770.0, Sigma Light=3460.0|cost=692.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.67 Fotossensível Blue UV,Dynamic Work 1.67 Fotossensível Blue UV,Resina,1.67,3100.0,620.0,"Sigma Blue=4190.0|cost=838.0, Sigma Supreme=4650.0|cost=930.0, Sigma Premium=4000.0|cost=800.0, Sigma Light=3610.0|cost=722.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.67 Photofusion,Dynamic Work 1.67 Photofusion,Resina,1.67,4700.0,940.0,"Sigma Blue=5790.0|cost=1158.0, Sigma Supreme=6250.0|cost=1250.0, Sigma Premium=5600.0|cost=1120.0, Sigma Light=5210.0|cost=1042.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.67 Transitions Cinza,Dynamic Work 1.67 Transitions Cinza,Resina,1.67,4700.0,940.0,"Sigma Blue=5790.0|cost=1158.0, Sigma Supreme=6250.0|cost=1250.0, Sigma Premium=5600.0|cost=1120.0, Sigma Light=5210.0|cost=1042.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.67 Incolor,Dynamic Work 1.67 Incolor,Resina,1.67,3550.0,710.0,"Sigma Blue=4640.0|cost=928.0, Sigma Supreme=5100.0|cost=1020.0, Sigma Premium=4450.0|cost=890.0, Sigma Light=4060.0|cost=812.0",Pagina 15,0.82,,1.67,,,,,False
Dynamic Work,1.74 Blue UV,Dynamic Work 1.74 Blue UV,Resina,1.74,4150.0,830.0,"Sigma Blue=5240.0|cost=1048.0, Sigma Supreme=5700.0|cost=1140.0, Sigma Premium=5050.0|cost=1010.0, Sigma Light=4660.0|cost=932.0",Pagina 15,0.82,,1.74,,,,,False
Dynamic Work,1.74 Fotossensível,Dynamic Work 1.74 Fotossensível,Resina,1.74,4150.0,830.0,"Sigma Blue=5240.0|cost=1048.0, Sigma Supreme=5700.0|cost=1140.0, Sigma Premium=5050.0|cost=1010.0, Sigma Light=4660.0|cost=932.0",Pagina 15,0.82,,1.74,,,,,False
Dynamic Work,1.74 Transitions Cinza,Dynamic Work 1.74 Transitions Cinza,Resina,1.74,6100.0,1220.0,"Sigma Blue=7190.0|cost=1438.0, Sigma Supreme=7650.0|cost=1530.0, Sigma Premium=7000.0|cost=1400.0, Sigma Light=6610.0|cost=1322.0",Pagina 15,0.82,,1.74,,,,,False
Dynamic Relax,1.59 Incolor,Dynamic Relax 1.59 Incolor,Policarbonato,1.59,1250.0,250.0,"Sigma Blue=2340.0|cost=468.0, Sigma Supreme=2800.0|cost=560.0, Sigma Premium=2150.0|cost=430.0, Sigma Light=1760.0|cost=352.0",Pagina 16,0.72,,1.59,,,,,False
Dynamic Relax,1.59 Blue UV,Dynamic Relax 1.59 Blue UV,Policarbonato,1.59,1425.0,285.0,"Sigma Blue=2515.0|cost=503.0, Sigma Supreme=2975.0|cost=595.0, Sigma Premium=2325.0|cost=465.0, Sigma Light=1935.0|cost=387.0",Pagina 16,0.72,,1.59,,,,,False
Dynamic Relax,1.60 Fotossensível,Dynamic Relax 1.60 Fotossensível,Resina,1.6,1525.0,305.0,"Sigma Blue=2615.0|cost=523.0, Sigma Supreme=3075.0|cost=615.0, Sigma Premium=2425.0|cost=485.0, Sigma Light=2035.0|cost=407.0",Pagina 16,0.72,,1.60,,,,,False
