ID_Item;ID_Venda_CSV;ID_Produto_CSV;Qtd;Valor;DIAGNOSTICO
8926;5998;1534;1;160,00;Venda Pai Nao Existe no Banco
8927;5998;5966;1;190,00;Venda Pai Nao Existe no Banco
8928;5999;7952;1;330,00;Venda Pai Nao Existe no Banco
8929;6000;1752;1;270,00;Venda Pai Nao Existe no Banco
8930;6001;8253;1;1.150,00;Venda Pai Nao Existe no Banco
8931;6001;1372;1;190,00;Venda Pai Nao Existe no Banco
8932;6002;5940;1;490,00;Venda Pai Nao Existe no Banco
8933;6003;1542;1;260,00;Venda Pai Nao Existe no Banco
8934;6003;8208;1;390,00;Venda Pai Nao Existe no Banco
8935;6004;8265;1;650,00;Venda Pai Nao Existe no Banco
8936;6004;7821;1;170,00;Venda Pai Nao Existe no Banco
8937;6005;2986;1;150,00;Venda Pai Nao Existe no Banco
8938;6006;1534;1;140,00;Venda Pai Nao Existe no Banco
8939;6006;5015;1;100,00;Venda Pai Nao Existe no Banco
8940;6006;4178;1;150,00;Venda Pai Nao Existe no Banco
8941;6007;1554;1;230,00;Venda Pai Nao Existe no Banco
8942;6007;1349;1;100,00;Venda Pai Nao Existe no Banco
8944;6008;76;1;150,00;Venda Pai Nao Existe no Banco
8945;6009;7821;1;260,00;Venda Pai Nao Existe no Banco
8946;6010;1534;1;155,00;Venda Pai Nao Existe no Banco
8947;6010;1534;1;130,00;Venda Pai Nao Existe no Banco
8948;6010;1375;1;130,00;Venda Pai Nao Existe no Banco
8949;6010;1349;1;100,00;Venda Pai Nao Existe no Banco
8950;6010;1542;1;230,00;Venda Pai Nao Existe no Banco
8951;6010;7953;1;220,00;Venda Pai Nao Existe no Banco
8952;6010;7810;1;120,00;Venda Pai Nao Existe no Banco
8953;6011;7987;1;360,00;Venda Pai Nao Existe no Banco
8954;6011;7952;1;340,00;Venda Pai Nao Existe no Banco
8955;6012;1760;1;420,00;Venda Pai Nao Existe no Banco
8956;6013;8278;1;585,00;Venda Pai Nao Existe no Banco
8957;6013;5138;-1;-400,00;Venda Pai Nao Existe no Banco
8958;6014;7851;1;350,00;Venda Pai Nao Existe no Banco
8959;6014;7732;-1;-220,00;Venda Pai Nao Existe no Banco
8960;6015;1721;1;540,00;Venda Pai Nao Existe no Banco
8961;6015;7732;1;220,00;Venda Pai Nao Existe no Banco
8962;6016;7953;1;200,00;Venda Pai Nao Existe no Banco
8963;6016;7952;1;330,00;Venda Pai Nao Existe no Banco
8964;6017;1534;1;160,00;Venda Pai Nao Existe no Banco
8965;6017;7952;1;380,00;Venda Pai Nao Existe no Banco
8966;6018;1554;0,5;120,00;Venda Pai Nao Existe no Banco
8968;6019;8296;1;640,00;Venda Pai Nao Existe no Banco
8970;6019;6144;1;100,00;Venda Pai Nao Existe no Banco
8971;6019;1534;1;160,00;Venda Pai Nao Existe no Banco
8972;6020;1534;1;160,00;Venda Pai Nao Existe no Banco
8973;6020;7821;1;220,00;Venda Pai Nao Existe no Banco
8974;6021;1542;1;280,00;Venda Pai Nao Existe no Banco
8975;6022;1534;1;160,00;Venda Pai Nao Existe no Banco
8976;6022;7952;1;380,00;Venda Pai Nao Existe no Banco
8978;6023;6;1;590,00;Venda Pai Nao Existe no Banco
8979;6016;8208;1;330,00;Venda Pai Nao Existe no Banco
8980;6016;8274;1;530,00;Venda Pai Nao Existe no Banco
8981;6024;1534;1;140,00;Venda Pai Nao Existe no Banco
8982;6024;7821;1;140,00;Venda Pai Nao Existe no Banco
8983;6016;7953;1;200,00;Venda Pai Nao Existe no Banco
8984;6016;1754;1;745,00;Venda Pai Nao Existe no Banco
8985;6025;1769;1;530,00;Venda Pai Nao Existe no Banco
8986;6025;7821;1;210,00;Venda Pai Nao Existe no Banco
8987;6027;4514;1;300,00;Venda Pai Nao Existe no Banco
8988;6027;7187;1;350,00;Venda Pai Nao Existe no Banco
8989;6028;8273;1;585,00;Venda Pai Nao Existe no Banco
8990;6029;1372;1;100,00;Venda Pai Nao Existe no Banco
8991;6030;1533;1;90,00;Venda Pai Nao Existe no Banco
8992;6031;7953;1;0,00;Venda Pai Nao Existe no Banco
8993;6031;7952;1;195,00;Venda Pai Nao Existe no Banco
8994;6032;1554;1;210,00;Venda Pai Nao Existe no Banco
8995;6032;7834;1;390,00;Venda Pai Nao Existe no Banco
8996;6033;1769;1;550,00;Venda Pai Nao Existe no Banco
8997;6033;7451;1;512,00;Venda Pai Nao Existe no Banco
8998;6035;7810;1;100,00;Venda Pai Nao Existe no Banco
8999;6036;1542;1;150,00;Venda Pai Nao Existe no Banco
9000;6037;1804;1;300,00;Venda Pai Nao Existe no Banco
9001;6037;1554;1;190,00;Venda Pai Nao Existe no Banco
9003;6039;5609;1;1.200,00;Venda Pai Nao Existe no Banco
9004;6040;7754;1;200,00;Venda Pai Nao Existe no Banco
9005;6040;1542;1;250,00;Venda Pai Nao Existe no Banco
9007;6041;1760;1;480,00;Venda Pai Nao Existe no Banco
9009;6043;1405;1;100,00;Venda Pai Nao Existe no Banco
9010;6044;7851;1;480,00;Venda Pai Nao Existe no Banco
9012;6044;7987;1;380,00;Venda Pai Nao Existe no Banco
9013;6046;7186;1;340,00;Venda Pai Nao Existe no Banco
9014;6046;1562;1;810,00;Venda Pai Nao Existe no Banco
9016;6049;4514;1;340,00;Venda Pai Nao Existe no Banco
9017;6050;1534;1;100,00;Venda Pai Nao Existe no Banco
9018;6050;8193;1;100,00;Venda Pai Nao Existe no Banco
9019;6051;7972;1;240,00;Venda Pai Nao Existe no Banco
9020;6052;1534;1;160,00;Venda Pai Nao Existe no Banco
9021;6053;2403;1;200,00;Venda Pai Nao Existe no Banco
9022;6054;7972;1;230,00;Venda Pai Nao Existe no Banco
9023;6054;1370;1;100,00;Venda Pai Nao Existe no Banco
9024;6035;7821;1;260,00;Venda Pai Nao Existe no Banco
9025;6035;7987;1;450,00;Venda Pai Nao Existe no Banco
9026;6055;8103;1;470,00;Venda Pai Nao Existe no Banco
9027;6055;1534;1;170,00;Venda Pai Nao Existe no Banco
9028;6056;1534;1;160,00;Venda Pai Nao Existe no Banco
9029;6057;7821;1;280,00;Venda Pai Nao Existe no Banco
9030;6057;1542;1;280,00;Venda Pai Nao Existe no Banco
9031;6058;7746;1;290,00;Venda Pai Nao Existe no Banco
9032;6058;1534;1;170,00;Venda Pai Nao Existe no Banco
9033;6059;5059;1;780,00;Venda Pai Nao Existe no Banco
9034;6060;2733;1;120,00;Venda Pai Nao Existe no Banco
9035;6060;5627;1;780,00;Venda Pai Nao Existe no Banco
9036;6062;7972;1;290,00;Venda Pai Nao Existe no Banco
9037;6063;1349;1;150,00;Venda Pai Nao Existe no Banco
9039;6063;5609;1;490,00;Venda Pai Nao Existe no Banco
9040;6064;4150;1;200,00;Venda Pai Nao Existe no Banco
9041;6066;1526;1;160,00;Venda Pai Nao Existe no Banco
9042;6067;8289;1;600,00;Venda Pai Nao Existe no Banco
9043;6067;7953;1;230,00;Venda Pai Nao Existe no Banco
9044;6068;1349;1;100,00;Venda Pai Nao Existe no Banco
9045;6069;1534;1;160,00;Venda Pai Nao Existe no Banco
9046;6070;1534;1;140,00;Venda Pai Nao Existe no Banco
9047;6070;1349;1;140,00;Venda Pai Nao Existe no Banco
9048;6071;1769;1;530,00;Venda Pai Nao Existe no Banco
9049;6071;1349;1;130,00;Venda Pai Nao Existe no Banco
9050;6072;1542;1;260,00;Venda Pai Nao Existe no Banco
9051;6073;7972;1;200,00;Venda Pai Nao Existe no Banco
9052;6074;1534;1;180,00;Venda Pai Nao Existe no Banco
9053;6074;8193;1;200,00;Venda Pai Nao Existe no Banco
9054;6075;1554;1;190,00;Venda Pai Nao Existe no Banco
9055;6075;1349;1;140,00;Venda Pai Nao Existe no Banco
9056;6076;1528;2;240,00;Venda Pai Nao Existe no Banco
9057;6077;7821;1;235,00;Venda Pai Nao Existe no Banco
9058;6077;2287;1;15,00;Venda Pai Nao Existe no Banco
9059;6079;7773;1;40,00;Venda Pai Nao Existe no Banco
9060;6080;7187;1;340,00;Venda Pai Nao Existe no Banco
9061;6081;1534;1;220,00;Venda Pai Nao Existe no Banco
9062;6082;1534;1;160,00;Venda Pai Nao Existe no Banco
9063;6082;7821;1;240,00;Venda Pai Nao Existe no Banco
9064;6083;1542;1;260,00;Venda Pai Nao Existe no Banco
9065;6083;7821;1;240,00;Venda Pai Nao Existe no Banco
9066;6084;1760;1;450,00;Venda Pai Nao Existe no Banco
9069;6085;1542;1;260,00;Venda Pai Nao Existe no Banco
9070;6086;7953;1;220,00;Venda Pai Nao Existe no Banco
9071;6086;8193;1;220,00;Venda Pai Nao Existe no Banco
9072;6088;1349;1;140,00;Venda Pai Nao Existe no Banco
9073;6088;1542;1;260,00;Venda Pai Nao Existe no Banco
9074;6089;7955;1;4.560,00;Venda Pai Nao Existe no Banco
9075;6089;7953;1;250,00;Venda Pai Nao Existe no Banco
9076;6089;7821;1;280,00;Venda Pai Nao Existe no Banco
9077;6091;1721;1;540,00;Venda Pai Nao Existe no Banco
9078;6092;5627;1;550,00;Venda Pai Nao Existe no Banco
9079;6092;7821;1;200,00;Venda Pai Nao Existe no Banco
9083;6096;8298;1;1.995,00;Venda Pai Nao Existe no Banco
9084;6096;7821;1;260,00;Venda Pai Nao Existe no Banco
9085;6097;7953;1;240,00;Venda Pai Nao Existe no Banco
9086;6097;7821;;260,00;Venda Pai Nao Existe no Banco
9087;6098;1769;1;530,00;Venda Pai Nao Existe no Banco
9088;6098;1349;1;140,00;Venda Pai Nao Existe no Banco
9090;6100;7972;1;260,00;Venda Pai Nao Existe no Banco
9091;6101;1542;1;270,00;Venda Pai Nao Existe no Banco
9092;6102;3588;1;150,00;Venda Pai Nao Existe no Banco
9093;6103;1534;1;160,00;Venda Pai Nao Existe no Banco
9094;6103;7821;1;260,00;Venda Pai Nao Existe no Banco
9095;6104;1554;1;190,00;Venda Pai Nao Existe no Banco
9096;6104;1349;1;125,00;Venda Pai Nao Existe no Banco
9097;6106;1534;1;160,00;Venda Pai Nao Existe no Banco
9098;6106;7821;1;260,00;Venda Pai Nao Existe no Banco
9099;6107;1534;1;160,00;Venda Pai Nao Existe no Banco
9100;6107;7821;1;260,00;Venda Pai Nao Existe no Banco
9101;6108;1554;0,5;100,00;Venda Pai Nao Existe no Banco
9102;6109;4581;1;240,00;Venda Pai Nao Existe no Banco
9103;6110;1534;1;160,00;Venda Pai Nao Existe no Banco
9104;6110;3512;1;190,00;Venda Pai Nao Existe no Banco
9105;6112;8197;1;980,00;Venda Pai Nao Existe no Banco
9106;6113;1534;1;160,00;Venda Pai Nao Existe no Banco
9107;6114;1534;1;160,00;Venda Pai Nao Existe no Banco
9108;6114;7821;1;240,00;Venda Pai Nao Existe no Banco
9110;6115;7851;1;390,00;Venda Pai Nao Existe no Banco
9111;6116;1534;1;160,00;Venda Pai Nao Existe no Banco
9112;6116;7821;1;260,00;Venda Pai Nao Existe no Banco
9113;6115;8299;1;1.690,00;Venda Pai Nao Existe no Banco
9114;6117;7953;1;250,00;Venda Pai Nao Existe no Banco
9115;6117;7972;1;340,00;Venda Pai Nao Existe no Banco
9116;6117;1349;1;140,00;Venda Pai Nao Existe no Banco
9117;6117;1534;1;160,00;Venda Pai Nao Existe no Banco
9118;6099;1542;1;250,00;Venda Pai Nao Existe no Banco
9119;6118;7851;1;340,00;Venda Pai Nao Existe no Banco
9120;6120;7972;1;260,00;Venda Pai Nao Existe no Banco
9121;6121;1534;1;160,00;Venda Pai Nao Existe no Banco
9122;6123;1534;1;160,00;Venda Pai Nao Existe no Banco
9123;6126;1534;2;280,00;Venda Pai Nao Existe no Banco
9124;6126;7821;1;260,00;Venda Pai Nao Existe no Banco
9125;6127;1534;1;160,00;Venda Pai Nao Existe no Banco
9126;6127;7972;1;340,00;Venda Pai Nao Existe no Banco
9127;6128;1542;1;170,00;Venda Pai Nao Existe no Banco
9128;6129;7987;1;390,00;Venda Pai Nao Existe no Banco
9129;6129;7851;1;390,00;Venda Pai Nao Existe no Banco
9130;6130;7953;1;250,00;Venda Pai Nao Existe no Banco
9132;6130;8258;1;590,00;Venda Pai Nao Existe no Banco
9133;6130;7810;1;140,00;Venda Pai Nao Existe no Banco
9135;6130;8300;1;390,00;Venda Pai Nao Existe no Banco
9136;6132;1554;1;190,00;Venda Pai Nao Existe no Banco
9137;6132;7821;1;210,00;Venda Pai Nao Existe no Banco
9138;6133;1769;1;590,00;Venda Pai Nao Existe no Banco
9139;6133;7821;1;260,00;Venda Pai Nao Existe no Banco
9142;6134;8102;1;290,00;Venda Pai Nao Existe no Banco
9143;6134;7972;1;340,00;Venda Pai Nao Existe no Banco
9144;6135;7821;1;150,00;Venda Pai Nao Existe no Banco
9145;6136;8241;1;730,00;Venda Pai Nao Existe no Banco
9146;6136;6595;1;420,00;Venda Pai Nao Existe no Banco
9147;6137;7987;1;390,00;Venda Pai Nao Existe no Banco
9148;6137;7821;1;260,00;Venda Pai Nao Existe no Banco
9149;6138;1534;1;130,00;Venda Pai Nao Existe no Banco
9150;6139;1752;1;320,00;Venda Pai Nao Existe no Banco
9151;6139;1542;1;260,00;Venda Pai Nao Existe no Banco
9152;6139;5015;1;190,00;Venda Pai Nao Existe no Banco
9153;6141;1542;1;210,00;Venda Pai Nao Existe no Banco
9154;6141;1760;1;400,00;Venda Pai Nao Existe no Banco
9155;6141;7952;1;300,00;Venda Pai Nao Existe no Banco
9156;6141;7151;1;340,00;Venda Pai Nao Existe no Banco
9158;6142;5521;1;400,00;Venda Pai Nao Existe no Banco
9159;6143;7987;1;390,00;Venda Pai Nao Existe no Banco
9160;6143;7821;1;210,00;Venda Pai Nao Existe no Banco
9161;6144;1534;1;160,00;Venda Pai Nao Existe no Banco
9162;6145;8193;1;100,00;Venda Pai Nao Existe no Banco
9163;6147;1534;1;140,00;Venda Pai Nao Existe no Banco
9164;6147;7821;1;240,00;Venda Pai Nao Existe no Banco
9165;6149;1534;1;160,00;Venda Pai Nao Existe no Banco
9166;6149;8212;1;390,00;Venda Pai Nao Existe no Banco
9167;6151;8300;1;390,00;Venda Pai Nao Existe no Banco
9168;6031;6178;1;220,00;Venda Pai Nao Existe no Banco
9170;6155;7987;1;390,00;Venda Pai Nao Existe no Banco
9171;6155;7821;1;220,00;Venda Pai Nao Existe no Banco
9172;6152;1769;1;590,00;Venda Pai Nao Existe no Banco
9173;6152;7821;1;260,00;Venda Pai Nao Existe no Banco
9174;6156;1542;1;240,00;Venda Pai Nao Existe no Banco
9175;6156;1542;1;240,00;Venda Pai Nao Existe no Banco
9176;6156;7821;1;220,00;Venda Pai Nao Existe no Banco
9177;6157;1542;1;260,00;Venda Pai Nao Existe no Banco
9178;6158;1542;1;260,00;Venda Pai Nao Existe no Banco
9179;6158;7821;1;240,00;Venda Pai Nao Existe no Banco
9180;6160;1542;1;240,00;Venda Pai Nao Existe no Banco
9181;6160;7972;1;240,00;Venda Pai Nao Existe no Banco
9182;6161;1760;1;450,00;Venda Pai Nao Existe no Banco
9183;6162;7953;1;250,00;Venda Pai Nao Existe no Banco
9184;6162;7953;1;250,00;Venda Pai Nao Existe no Banco
9185;6162;1349;1;100,00;Venda Pai Nao Existe no Banco
9186;6162;1349;1;140,00;Venda Pai Nao Existe no Banco
9187;6163;7578;1;220,00;Venda Pai Nao Existe no Banco
9188;6163;8102;1;290,00;Venda Pai Nao Existe no Banco
9189;6163;7972;1;340,00;Venda Pai Nao Existe no Banco
9190;6163;8258;1;590,00;Venda Pai Nao Existe no Banco
9191;6164;1534;1;90,00;Venda Pai Nao Existe no Banco
9193;6165;1554;1;220,00;Venda Pai Nao Existe no Banco
9194;6167;7953;1;220,00;Venda Pai Nao Existe no Banco
9195;6168;1542;1;230,00;Venda Pai Nao Existe no Banco
9196;6168;7821;1;240,00;Venda Pai Nao Existe no Banco
9197;6169;1542;1;235,00;Venda Pai Nao Existe no Banco
9198;6170;1349;1;100,00;Venda Pai Nao Existe no Banco
9199;6171;7972;1;200,00;Venda Pai Nao Existe no Banco
9200;6171;7972;1;200,00;Venda Pai Nao Existe no Banco
9202;6172;1534;1;120,00;Venda Pai Nao Existe no Banco
9203;6173;1554;1;190,00;Venda Pai Nao Existe no Banco
9204;6173;1349;1;160,00;Venda Pai Nao Existe no Banco
9205;6175;1349;1;100,00;Venda Pai Nao Existe no Banco
9206;6176;1542;1;280,00;Venda Pai Nao Existe no Banco
9207;6176;7851;1;420,00;Venda Pai Nao Existe no Banco
9208;6177;1534;1;160,00;Venda Pai Nao Existe no Banco
9209;6178;1554;1;190,00;Venda Pai Nao Existe no Banco
9210;6178;1349;1;100,00;Venda Pai Nao Existe no Banco
9211;6179;1721;1;620,00;Venda Pai Nao Existe no Banco
9212;6179;7821;1;260,00;Venda Pai Nao Existe no Banco
9213;6181;7972;1;340,00;Venda Pai Nao Existe no Banco
9214;6182;1542;1;260,00;Venda Pai Nao Existe no Banco
9215;6183;1554;1;190,00;Venda Pai Nao Existe no Banco
9216;6183;1349;1;140,00;Venda Pai Nao Existe no Banco
9217;6184;1534;1;130,00;Venda Pai Nao Existe no Banco
9218;6184;1349;1;160,00;Venda Pai Nao Existe no Banco
9219;6186;1534;1;160,00;Venda Pai Nao Existe no Banco
9220;6187;1534;1;160,00;Venda Pai Nao Existe no Banco
9221;6187;1349;1;160,00;Venda Pai Nao Existe no Banco
9222;6189;1554;1;200,00;Venda Pai Nao Existe no Banco
9223;6189;1349;1;100,00;Venda Pai Nao Existe no Banco
9224;6190;7821;1;220,00;Venda Pai Nao Existe no Banco
9225;6191;7945;1;380,00;Venda Pai Nao Existe no Banco
9226;6191;1534;1;120,00;Venda Pai Nao Existe no Banco
9227;6193;7952;1;120,00;Venda Pai Nao Existe no Banco
9228;6195;1542;1;280,00;Venda Pai Nao Existe no Banco
9229;6195;8098;1;380,00;Venda Pai Nao Existe no Banco
9230;6196;7810;1;100,00;Venda Pai Nao Existe no Banco
9231;6197;1534;1;160,00;Venda Pai Nao Existe no Banco
9232;6197;1349;1;140,00;Venda Pai Nao Existe no Banco
9233;6198;1534;1;160,00;Venda Pai Nao Existe no Banco
9234;6198;8193;1;100,00;Venda Pai Nao Existe no Banco
9235;6199;7181;1;440,00;Venda Pai Nao Existe no Banco
9237;6199;5627;1;710,00;Venda Pai Nao Existe no Banco
9238;6200;1534;1;150,00;Venda Pai Nao Existe no Banco
9239;6200;1349;1;100,00;Venda Pai Nao Existe no Banco
9240;6202;1760;1;450,00;Venda Pai Nao Existe no Banco
9241;6202;7972;1;340,00;Venda Pai Nao Existe no Banco
9242;6203;8102;1;355,00;Venda Pai Nao Existe no Banco
9243;6204;7953;1;220,00;Venda Pai Nao Existe no Banco
9244;6204;4179;1;680,00;Venda Pai Nao Existe no Banco
9245;6206;1542;1;280,00;Venda Pai Nao Existe no Banco
9246;6207;1349;1;80,00;Venda Pai Nao Existe no Banco
9247;6208;1534;1;140,00;Venda Pai Nao Existe no Banco
9248;6208;1349;1;140,00;Venda Pai Nao Existe no Banco
9249;6209;1554;1;110,00;Venda Pai Nao Existe no Banco
9250;6210;1554;1;220,00;Venda Pai Nao Existe no Banco
9251;6211;1552;1;190,00;Venda Pai Nao Existe no Banco
9252;6212;1534;1;160,00;Venda Pai Nao Existe no Banco
9253;6213;7658;1;250,00;Venda Pai Nao Existe no Banco
9255;6213;1534;1;120,00;Venda Pai Nao Existe no Banco
9256;6214;1534;1;120,00;Venda Pai Nao Existe no Banco
9257;6214;7921;1;330,00;Venda Pai Nao Existe no Banco
9258;6216;7821;1;260,00;Venda Pai Nao Existe no Banco
9259;6216;1534;1;190,00;Venda Pai Nao Existe no Banco
9260;6217;7953;1;220,00;Venda Pai Nao Existe no Banco
9261;6217;8193;1;220,00;Venda Pai Nao Existe no Banco
9262;6218;8177;1;820,00;Venda Pai Nao Existe no Banco
9263;6219;1542;1;260,00;Venda Pai Nao Existe no Banco
9264;6220;1542;1;260,00;Venda Pai Nao Existe no Banco
9265;6220;5015;1;160,00;Venda Pai Nao Existe no Banco
9266;6222;1534;1;160,00;Venda Pai Nao Existe no Banco
9267;6222;7821;1;200,00;Venda Pai Nao Existe no Banco
9269;6222;8288;1;1.096,00;Venda Pai Nao Existe no Banco
9270;6223;1534;1;170,00;Venda Pai Nao Existe no Banco
9271;6222;8301;1;2.418,00;Venda Pai Nao Existe no Banco
9272;6224;1534;1;140,00;Venda Pai Nao Existe no Banco
9273;6224;7821;1;220,00;Venda Pai Nao Existe no Banco
9274;6226;1542;1;260,00;Venda Pai Nao Existe no Banco
9275;6227;7821;1;220,00;Venda Pai Nao Existe no Banco
9276;6228;7972;1;200,00;Venda Pai Nao Existe no Banco
9277;6229;1534;1;150,00;Venda Pai Nao Existe no Banco
9278;6230;7320;1;250,00;Venda Pai Nao Existe no Banco
9279;6231;1542;1;280,00;Venda Pai Nao Existe no Banco
9280;6231;1349;1;140,00;Venda Pai Nao Existe no Banco
9282;6232;7821;1;260,00;Venda Pai Nao Existe no Banco
9283;6232;4514;1;300,00;Venda Pai Nao Existe no Banco
9284;6233;1534;1;120,00;Venda Pai Nao Existe no Banco
9285;6233;7187;1;370,00;Venda Pai Nao Existe no Banco
9286;6233;2287;1;10,00;Venda Pai Nao Existe no Banco
9288;6236;1721;1;680,00;Venda Pai Nao Existe no Banco
9289;6236;5015;1;100,00;Venda Pai Nao Existe no Banco
9291;6235;8302;1;3.530,00;Venda Pai Nao Existe no Banco
9292;6235;8031;1;330,00;Venda Pai Nao Existe no Banco
9293;6235;1534;1;90,00;Venda Pai Nao Existe no Banco
9294;6237;5940;1;330,00;Venda Pai Nao Existe no Banco
9295;6238;7821;1;200,00;Venda Pai Nao Existe no Banco
9296;6239;7953;1;190,00;Venda Pai Nao Existe no Banco
9297;6240;1552;1;310,00;Venda Pai Nao Existe no Banco
9298;6240;1349;1;140,00;Venda Pai Nao Existe no Banco
9299;6241;2287;1;50,00;Venda Pai Nao Existe no Banco
9300;6243;1534;1;140,00;Venda Pai Nao Existe no Banco
9301;6243;6011;1;535,00;Venda Pai Nao Existe no Banco
9302;6244;1528;1;160,00;Venda Pai Nao Existe no Banco
9303;6245;7953;1;220,00;Venda Pai Nao Existe no Banco
9304;6245;2;1;620,00;Venda Pai Nao Existe no Banco
9306;6247;7953;0,5;90,00;Venda Pai Nao Existe no Banco
9307;6246;1534;5;450,00;Venda Pai Nao Existe no Banco
9309;6248;1552;1;200,00;Venda Pai Nao Existe no Banco
9310;6248;1349;1;180,00;Venda Pai Nao Existe no Banco
9311;6249;1721;1;500,00;Venda Pai Nao Existe no Banco
9312;6251;7953;1;250,00;Venda Pai Nao Existe no Banco
9313;6252;1534;1;160,00;Venda Pai Nao Existe no Banco
9315;6253;8258;1;590,00;Venda Pai Nao Existe no Banco
9318;6255;7821;1;300,00;Venda Pai Nao Existe no Banco
9319;6256;7953;1;250,00;Venda Pai Nao Existe no Banco
9320;6256;1375;1;140,00;Venda Pai Nao Existe no Banco
9321;6257;1542;1;280,00;Venda Pai Nao Existe no Banco
9322;6257;7027;1;270,00;Venda Pai Nao Existe no Banco
9323;6258;1534;1;140,00;Venda Pai Nao Existe no Banco
9324;6258;8193;1;200,00;Venda Pai Nao Existe no Banco
9325;6259;1542;1;260,00;Venda Pai Nao Existe no Banco
9326;6259;8193;1;140,00;Venda Pai Nao Existe no Banco
9327;6253;1542;1;260,00;Venda Pai Nao Existe no Banco
9328;6260;1534;1;160,00;Venda Pai Nao Existe no Banco
9329;6260;3512;1;100,00;Venda Pai Nao Existe no Banco
9331;6262;1552;1;190,00;Venda Pai Nao Existe no Banco
9332;6262;1349;1;100,00;Venda Pai Nao Existe no Banco
9335;6262;8303;1;2.385,00;Venda Pai Nao Existe no Banco
9336;6263;1542;1;240,00;Venda Pai Nao Existe no Banco
9337;6263;7821;1;260,00;Venda Pai Nao Existe no Banco
9338;6264;1534;1;160,00;Venda Pai Nao Existe no Banco
9339;6264;7821;1;260,00;Venda Pai Nao Existe no Banco
9340;6265;1760;1;540,00;Venda Pai Nao Existe no Banco
9341;6265;2025;1;380,00;Venda Pai Nao Existe no Banco
9342;6268;1552;1;200,00;Venda Pai Nao Existe no Banco
9343;6268;7821;1;200,00;Venda Pai Nao Existe no Banco
9344;6269;1534;1;140,00;Venda Pai Nao Existe no Banco
9345;6270;1552;1;200,00;Venda Pai Nao Existe no Banco
9346;6270;1534;1;140,00;Venda Pai Nao Existe no Banco
9347;6270;1349;1;180,00;Venda Pai Nao Existe no Banco
9348;6271;7972;1;230,00;Venda Pai Nao Existe no Banco
9349;6272;6416;1;390,00;Venda Pai Nao Existe no Banco
9350;6273;8227;1;780,00;Venda Pai Nao Existe no Banco
9351;6274;3512;1;140,00;Venda Pai Nao Existe no Banco
9352;6275;1534;2;240,00;Venda Pai Nao Existe no Banco
9354;6277;7953;1;250,00;Venda Pai Nao Existe no Banco
9355;6277;7821;1;260,00;Venda Pai Nao Existe no Banco
9356;6276;1560;0,5;190,00;Venda Pai Nao Existe no Banco
9358;6278;7953;1;225,00;Venda Pai Nao Existe no Banco
9359;6280;7953;1;280,00;Venda Pai Nao Existe no Banco
9360;6280;8289;1;670,00;Venda Pai Nao Existe no Banco
9361;6281;8193;1;200,00;Venda Pai Nao Existe no Banco
9363;6281;8232;1;380,00;Venda Pai Nao Existe no Banco
9364;6282;7972;1;260,00;Venda Pai Nao Existe no Banco
9365;6283;7151;1;380,00;Venda Pai Nao Existe no Banco
9366;6284;1534;1;160,00;Venda Pai Nao Existe no Banco
9367;6285;7827;1;390,00;Venda Pai Nao Existe no Banco
9368;6285;8209;1;590,00;Venda Pai Nao Existe no Banco
9369;6286;7953;1;225,00;Venda Pai Nao Existe no Banco
9370;6286;7;1;555,00;Venda Pai Nao Existe no Banco
9371;6286;8264;1;550,00;Venda Pai Nao Existe no Banco
9372;6287;1534;1;160,00;Venda Pai Nao Existe no Banco
9373;6288;1554;1;220,00;Venda Pai Nao Existe no Banco
9374;6289;7821;1;130,00;Venda Pai Nao Existe no Banco
9375;6290;7810;1;100,00;Venda Pai Nao Existe no Banco
9376;6291;1343;1;220,00;Venda Pai Nao Existe no Banco
9377;6292;1401;1;50,00;Venda Pai Nao Existe no Banco
9378;6292;1311;1;50,00;Venda Pai Nao Existe no Banco
9380;6293;7181;1;480,00;Venda Pai Nao Existe no Banco
9381;6294;1542;1;260,00;Venda Pai Nao Existe no Banco
9382;6294;7821;1;260,00;Venda Pai Nao Existe no Banco
9383;6295;1534;0,5;90,00;Venda Pai Nao Existe no Banco
9384;6295;6347;0,5;110,00;Venda Pai Nao Existe no Banco
9385;6297;7446;1;490,00;Venda Pai Nao Existe no Banco
9386;6297;1534;1;110,00;Venda Pai Nao Existe no Banco
9387;6298;1554;0,5;90,00;Venda Pai Nao Existe no Banco
9388;6299;1542;1;580,00;Venda Pai Nao Existe no Banco
9389;6299;5229;1;350,00;Venda Pai Nao Existe no Banco
9390;6300;1542;1;260,00;Venda Pai Nao Existe no Banco
9391;6300;1349;1;190,00;Venda Pai Nao Existe no Banco
9392;6301;8261;1;780,00;Venda Pai Nao Existe no Banco
9393;6262;7952;1;330,00;Venda Pai Nao Existe no Banco
9395;6262;8304;1;870,00;Venda Pai Nao Existe no Banco
9396;6262;7845;1;330,00;Venda Pai Nao Existe no Banco
9397;6293;1300;1;50,00;Venda Pai Nao Existe no Banco
9398;6302;1760;1;450,00;Venda Pai Nao Existe no Banco
9399;6302;7178;1;380,00;Venda Pai Nao Existe no Banco
9400;6303;1534;1;160,00;Venda Pai Nao Existe no Banco
9401;6303;7821;1;260,00;Venda Pai Nao Existe no Banco
9402;6304;1542;1;280,00;Venda Pai Nao Existe no Banco
9403;6305;1534;1;160,00;Venda Pai Nao Existe no Banco
9404;6305;7842;1;390,00;Venda Pai Nao Existe no Banco
