Código;Lk_venda;Lk_produto;Qtd;Valor vendido;Custo;Valor normal
2834;1877;1533;1;90,00;0,00;
2835;1877;7332;1;190,00;0,00;
2836;1878;5268;1;100,00;0,00;
2837;1879;1533;1;110,00;0,00;
2838;1879;7055;1;100,00;0,00;
2840;1880;6696;1;470,00;0,00;
2841;1880;7586;1;1.165,00;0,00;
2842;1881;1760;1;490,00;0,00;
2843;1881;7474;1;470,00;0,00;
2844;1882;5578;1;450,00;0,00;
2845;1882;7486;1;190,00;0,00;
2846;1883;7570;1;580,00;0,00;
2847;1885;1552;1;180,00;0,00;
2848;1887;3514;1;100,00;0,00;
2849;1888;1560;1;320,00;0,00;
2850;1889;6624;1;260,00;0,00;
2851;1890;1542;1;260,00;0,00;
2852;1890;6572;1;100,00;0,00;
2853;1891;6770;1;470,00;0,00;
2854;1892;4206;1;90,00;0,00;
2855;1893;1552;1;190,00;0,00;
2856;1894;1533;1;120,00;0,00;
2857;1863;7076;-1;-260,00;0,00;
2859;1895;5609;1;580,00;0,00;
2860;1896;1534;1;160,00;0,00;
2861;1896;2693;1;100,00;0,00;
2862;1898;6956;1;130,00;0,00;
2863;1898;6657;1;440,00;0,00;
2864;1898;6285;1;230,00;0,00;
2865;1899;5006;1;250,00;0,00;
2866;1900;1533;1;90,00;0,00;
2867;1900;5432;1;220,00;0,00;
2868;1901;1542;1;260,00;0,00;
2869;1901;1320;1;100,00;0,00;
2870;1903;3447;1;100,00;0,00;
2871;1904;6732;1;580,00;0,00;
2872;1905;7525;1;99,00;0,00;
2873;1906;3514;1;90,00;0,00;
2874;1908;1533;1;210,00;0,00;
2875;1908;6816;1;340,00;0,00;
2878;1910;1534;1;146,00;0,00;
2879;1910;7547;1;99,00;0,00;
2880;1911;1761;1;780,00;0,00;
2881;1912;4983;1;150,00;0,00;
2882;1913;1552;1;190,00;0,00;
2883;1913;7549;1;100,00;0,00;
2884;1914;1552;1;190,00;0,00;
2885;1909;1534;0,5;80,00;0,00;
2886;1915;1534;1;160,00;0,00;
2887;1915;7446;1;410,00;0,00;
2888;1916;7090;1;250,00;0,00;
2890;1917;3397;1;340,00;0,00;
2891;1918;1542;1;225,00;0,00;
2892;1918;7513;1;225,00;0,00;
2894;1920;7456;1;320,00;0,00;
2895;1920;0;1;0,00;0,00;
2898;1920;7594;1;390,00;0,00;
2899;1921;3183;1;160,00;0,00;
2900;1922;5814;1;100,00;0,00;
2902;1922;4514;1;280,00;0,00;
2903;1923;5627;1;650,00;0,00;
2904;1923;6544;1;400,00;0,00;
2905;1924;1542;1;220,00;0,00;
2906;1924;6756;1;180,00;0,00;
2908;1926;2122;1;520,00;0,00;
2909;1927;1542;1;250,00;0,00;
2910;1927;7144;1;450,00;0,00;
2912;1930;6010;1;100,00;0,00;
2914;1932;7415;1;380,00;0,00;
2917;1931;7565;1;530,00;0,00;
2919;1925;7597;1;675,00;0,00;
2920;1933;5578;0,5;210,00;0,00;
2921;1933;1534;0,5;90,00;0,00;
2922;1933;6966;1;100,00;0,00;
2924;1934;1370;1;90,00;0,00;
2925;1935;1534;1;180,00;0,00;
2926;1936;1534;0,5;68,00;0,00;
2927;1937;1534;1;160,00;0,00;
2929;1938;7599;1;600,00;0,00;
2932;1939;1560;0,5;160,00;0,00;
2934;1939;7600;0,5;475,00;0,00;
2935;1939;7356;1;320,00;0,00;
2936;1940;1542;1;260,00;0,00;
2937;1940;2705;1;100,00;0,00;
2938;1941;1534;1;160,00;0,00;
2939;1941;7520;1;190,00;0,00;
2940;1942;1534;1;140,00;0,00;
2942;1942;7607;1;510,00;0,00;
2943;1943;1542;1;260,00;0,00;
2944;1943;7542;1;100,00;0,00;
2945;1944;1534;1;190,00;0,00;
2946;1944;7532;1;100,00;0,00;
2947;1945;1542;1;200,00;0,00;
2948;1945;7114;1;100,00;0,00;
2949;1946;5627;1;790,00;0,00;
2950;1946;6144;1;100,00;0,00;
2951;1947;1721;1;630,00;0,00;
2952;1948;3180;1;450,00;0,00;
2953;1948;7327;1;290,00;0,00;
2955;1948;1560;1;260,00;0,00;
2956;1949;5060;1;180,00;0,00;
2957;1950;1554;1;180,00;0,00;
2958;1952;1542;1;230,00;0,00;
2959;1953;1542;1;220,00;0,00;
2960;1953;7505;1;150,00;0,00;
2961;1954;1554;1;180,00;0,00;
2962;1954;5451;1;20,00;0,00;
2963;1955;1721;1;630,00;0,00;
2964;1956;4616;1;100,00;0,00;
2965;1957;1534;1;140,00;0,00;
2966;1958;1770;1;120,00;0,00;
2967;1959;5504;1;590,00;0,00;
2969;1962;1534;1;220,00;0,00;
2970;1962;7055;1;130,00;0,00;
2972;1965;1542;1;220,00;0,00;
2973;1965;6819;1;100,00;0,00;
2974;1966;1534;1;140,00;0,00;
2975;1966;2705;1;100,00;0,00;
2976;1967;1562;1;450,00;0,00;
2977;1967;7489;1;180,00;0,00;
2979;1968;6656;1;530,00;0,00;
2980;1968;4514;1;260,00;0,00;
2981;1969;1542;1;260,00;0,00;
2982;1969;7493;1;190,00;0,00;
2983;1971;1542;1;260,00;0,00;
2984;1971;6944;1;190,00;0,00;
2985;1972;4460;1;320,00;0,00;
2986;1972;6237;1;100,00;0,00;
2987;1973;5578;1;380,00;0,00;
2988;1950;7542;1;100,00;0,00;
2989;1932;7389;1;490,00;0,00;
2990;1974;7370;1;550,00;0,00;
2991;1975;7541;1;100,00;0,00;
2992;1976;1542;1;260,00;0,00;
2993;1976;7536;1;100,00;0,00;
2994;1977;3447;1;100,00;0,00;
2995;1978;5964;1;100,00;0,00;
2996;1979;2725;1;100,00;0,00;
2997;1980;7578;1;260,00;0,00;
2998;1981;1542;1;260,00;0,00;
2999;1981;7528;1;100,00;0,00;
3000;1982;5142;1;150,00;0,00;
3001;1986;1534;1;160,00;0,00;
3002;1987;1534;1;120,00;0,00;
3003;1987;6905;1;90,00;0,00;
3004;1989;1534;1;160,00;0,00;
3005;1989;4357;1;100,00;0,00;
3007;1991;1534;1;190,00;0,00;
3008;1991;7631;1;380,00;0,00;
3009;1991;1533;1;90,00;0,00;
3010;1991;5868;1;120,00;0,00;
3011;1992;7627;1;270,00;0,00;
3012;1993;1533;1;90,00;0,00;
3013;1994;1552;1;210,00;0,00;
3014;1995;1534;1;160,00;0,00;
3015;1997;1534;1;145,00;0,00;
3016;1998;4203;1;100,00;0,00;
3017;1999;7568;1;630,00;0,00;
3018;2000;1534;1;0,00;0,00;
3019;2000;1542;1;208,00;0,00;
3020;2000;7294;1;380,00;0,00;
3021;2002;1534;1;160,00;0,00;
3022;2002;7507;1;190,00;0,00;
3023;2003;1533;1;210,00;0,00;
3024;2003;1534;1;160,00;0,00;
3025;2003;5451;1;30,00;0,00;
3026;2004;1534;1;163,00;0,00;
3028;2004;1760;1;432,00;0,00;
3029;2005;1552;1;170,00;0,00;
3030;2007;7586;1;420,00;0,00;
3031;2007;7500;1;140,00;0,00;
3032;2005;1534;1;145,00;0,00;
3033;2009;1534;1;0,00;0,00;
3035;2009;7632;1;380,00;0,00;
3036;2010;1534;1;120,00;0,00;
3037;2010;4206;1;100,00;0,00;
3039;2004;7634;1;1.125,00;0,00;
3040;2011;3514;1;90,00;0,00;
3041;2013;1534;1;160,00;0,00;
3042;2013;5916;1;100,00;0,00;
3043;2014;1321;1;285,00;0,00;
3044;2015;3314;1;210,00;0,00;
3046;2016;3706;1;540,00;0,00;
3047;2017;1533;1;120,00;0,00;
3048;2018;5540;1;370,00;0,00;
3050;2018;7379;1;530,00;0,00;
3052;2019;6037;1;120,00;0,00;
3053;2019;7579;1;790,00;0,00;
3054;2020;7501;1;150,00;0,00;
3055;2021;1533;1;90,00;0,00;
3056;2022;1542;1;260,00;0,00;
3057;2022;7505;1;180,00;0,00;
3058;2023;1533;1;120,00;0,00;
3059;2024;1534;1;130,00;0,00;
3060;2024;7613;1;200,00;0,00;
3061;2025;6056;1;100,00;0,00;
3062;2026;1760;1;490,00;0,00;
3063;2026;2742;1;290,00;0,00;
3064;2027;7498;1;150,00;0,00;
3065;2028;6673;1;390,00;0,00;
3066;2029;1534;1;140,00;0,00;
3067;2029;6743;1;560,00;0,00;
3070;2030;7455;1;290,00;0,00;
3071;2030;4680;1;190,00;0,00;
3072;2031;1534;1;140,00;0,00;
3074;2031;7635;1;370,00;0,00;
3075;2032;1534;1;160,00;0,00;
3076;2033;1534;1;140,00;0,00;
3077;2034;3963;1;290,00;0,00;
3078;2035;6760;1;120,00;0,00;
3080;2037;1562;1;350,00;0,00;
3081;2037;6964;1;150,00;0,00;
3082;2038;1542;1;245,00;0,00;
3083;2038;7542;1;100,00;0,00;
3085;2039;7542;1;100,00;0,00;
3086;2039;1534;1;145,00;0,00;
3087;2040;7097;1;100,00;0,00;
3088;2041;7544;1;100,00;0,00;
3089;2043;1321;1;100,00;0,00;
3090;2044;7260;1;320,00;0,00;
3091;2045;3095;1;100,00;0,00;
3092;2045;1534;1;140,00;0,00;
3094;2046;6681;1;520,00;0,00;
3095;2047;1542;1;240,00;0,00;
3096;2047;4205;1;100,00;0,00;
3097;2048;1534;1;160,00;0,00;
3098;2049;5504;1;550,00;0,00;
3099;2051;1534;1;145,00;0,00;
3100;2052;1562;1;360,00;0,00;
3101;2053;1533;1;90,00;0,00;
3102;2053;7488;1;190,00;0,00;
3103;2053;1552;1;190,00;0,00;
3104;2053;7620;1;220,00;0,00;
3105;2054;1542;1;260,00;0,00;
3106;2054;3328;1;100,00;0,00;
3107;2056;7402;1;150,00;0,00;
3108;2057;1552;1;40,00;0,00;
3109;2058;1552;1;190,00;0,00;
3110;2058;1533;1;90,00;0,00;
3112;2059;1534;1;145,00;0,00;
3113;2033;4357;1;100,00;0,00;
3114;2033;1534;1;140,00;0,00;
3115;2060;1533;1;110,00;0,00;
3116;2060;6724;1;530,00;0,00;
3117;2061;6984;1;380,00;0,00;
3118;2061;1552;1;190,00;0,00;
3119;2062;1534;1;140,00;0,00;
3120;2062;4798;1;100,00;0,00;
3121;2063;1533;1;80,00;0,00;
3122;2063;379;1;300,00;0,00;
3123;2064;6591;1;290,00;0,00;
3124;2065;2181;1;460,00;0,00;
3125;2066;1542;1;260,00;0,00;
3126;2067;4680;1;210,00;0,00;
3127;2067;7505;1;190,00;0,00;
3129;2068;4514;1;235,00;0,00;
3130;2069;1552;1;190,00;0,00;
3132;2069;6820;1;110,00;0,00;
3133;2071;1542;1;260,00;0,00;
3134;2071;7055;1;105,00;0,00;
3135;2073;1534;1;160,00;0,00;
3137;2073;7547;1;120,00;0,00;
3138;2074;1534;1;150,00;0,00;
3139;2074;7504;1;200,00;0,00;
3140;2074;1534;1;150,00;0,00;
3141;2074;7497;1;200,00;0,00;
3142;2075;4514;1;260,00;0,00;
3143;2075;7318;1;280,00;0,00;
3144;2076;1542;1;240,00;0,00;
3145;2076;7505;1;200,00;0,00;
3146;2077;1542;0,5;80,00;0,00;
3147;2079;1533;1;90,00;0,00;
3148;2080;1542;1;250,00;0,00;
3149;2080;7614;1;190,00;0,00;
3150;2080;1542;1;250,00;0,00;
3151;2080;7621;1;190,00;0,00;
3152;2081;1554;1;180,00;0,00;
3153;2081;5861;1;100,00;0,00;
3154;2083;3583;1;630,00;0,00;
3155;2083;7525;1;100,00;0,00;
3156;2084;1721;1;475,00;0,00;
3157;2084;2086;1;100,00;0,00;
3158;2085;1534;1;160,00;0,00;
3159;2085;7534;1;100,00;0,00;
3160;2086;1542;1;260,00;0,00;
3161;2086;7525;1;100,00;0,00;
3162;2087;7013;1;1.100,00;0,00;
3163;2089;7114;1;100,00;0,00;
3164;2090;1534;1;160,00;0,00;
3165;2090;7542;1;100,00;0,00;
3166;2091;5939;1;320,00;0,00;
3167;2091;5982;1;320,00;0,00;
3168;2092;5180;1;280,00;0,00;
3169;2092;5167;1;460,00;0,00;
3170;2093;7462;1;425,00;0,00;
3171;2094;5940;1;375,00;0,00;
3172;2095;1554;1;150,00;0,00;
3174;2096;1533;1;50,00;0,00;
3175;2097;1534;1;160,00;0,00;
3176;2097;6885;1;120,00;0,00;
3177;2098;1542;1;260,00;0,00;
3178;2099;5977;1;340,00;0,00;
3179;2100;1534;1;160,00;0,00;
3180;2101;1542;0,5;130,00;0,00;
3181;2103;5939;1;340,00;0,00;
3182;2104;1533;1;90,00;0,00;
3183;2104;1534;1;160,00;0,00;
3185;2105;7576;1;1.800,00;0,00;
3186;2105;1370;1;550,00;0,00;
3187;2106;1542;2;490,00;0,00;
3188;2106;7526;1;100,00;0,00;
3189;2107;1534;1;160,00;0,00;
3190;2107;2626;1;100,00;0,00;
3191;2108;7114;1;100,00;0,00;
3192;2108;1534;1;160,00;0,00;
3193;2109;1534;1;160,00;0,00;
3194;2109;3978;1;100,00;0,00;
3195;2110;4448;1;200,00;0,00;
3196;2111;1542;1;220,00;0,00;
3197;2114;1533;1;90,00;0,00;
3198;2114;2287;1;100,00;0,00;
3199;2115;1534;1;140,00;0,00;
3200;2115;4701;1;100,00;0,00;
3201;2116;4203;1;190,00;0,00;
3202;2117;3583;1;510,00;0,00;
3203;2117;7251;1;340,00;0,00;
3205;2118;6665;1;315,00;0,00;
3206;2118;7579;1;785,00;0,00;
3207;2119;1542;1;235,00;0,00;
3208;2119;5716;1;190,00;0,00;
3209;2120;1552;0,5;90,00;0,00;
3210;2121;1721;1;520,00;0,00;
3211;2121;7270;1;260,00;0,00;
3212;2123;1542;1;260,00;0,00;
3213;2123;6638;1;190,00;0,00;
3214;2124;6688;1;690,00;0,00;
3215;2125;7578;1;270,00;0,00;
3216;2125;7529;1;100,00;0,00;
3217;2126;7427;1;420,00;0,00;
3219;2126;5627;1;700,00;0,00;
3220;2127;1534;1;140,00;0,00;
3221;2127;7525;1;100,00;0,00;
3222;2127;2287;1;5,00;0,00;
3223;2128;1534;0,5;80,00;0,00;
3224;2130;1760;1;490,00;0,00;
3225;2130;7538;1;100,00;0,00;
3226;2131;7533;1;100,00;0,00;
3229;2134;4798;1;100,00;0,00;
3230;2120;2287;1;20,00;0,00;
3231;2135;1534;1;160,00;0,00;
3232;2135;7490;1;190,00;0,00;
3233;2136;6160;1;680,00;0,00;
3234;2137;7389;1;936,00;0,00;
3235;2137;7480;1;198,00;0,00;
3236;2138;6230;1;100,00;0,00;
3237;2139;1552;1;190,00;0,00;
3238;2139;6190;1;100,00;0,00;
3239;2140;1534;1;160,00;0,00;
3240;2140;1534;1;250,00;0,00;
3241;2142;1721;1;480,00;0,00;
3242;2142;7528;1;100,00;0,00;
3243;2143;4706;1;100,00;0,00;
3245;2144;7369;1;500,00;0,00;
3246;2145;1534;1;140,00;0,00;
3247;2126;4680;1;160,00;0,00;
3248;2146;1554;1;190,00;0,00;
3249;2146;7531;1;100,00;0,00;
3250;2147;1542;1;260,00;0,00;
3251;2147;7647;1;230,00;0,00;
3253;2148;2403;2;780,00;0,00;
3254;2149;4514;1;280,00;0,00;
3255;2149;7437;1;380,00;0,00;
3256;2150;7562;1;480,00;0,00;
3257;2151;4514;1;280,00;0,00;
3258;2151;7290;1;260,00;0,00;
3261;2155;1542;1;260,00;0,00;
3262;2155;7512;1;180,00;0,00;
3263;2156;1542;1;260,00;0,00;
3264;2156;7618;1;160,00;0,00;
3265;2157;816;1;245,00;0,00;
3266;2158;1534;1;130,00;0,00;
3267;2158;5754;1;100,00;0,00;
3268;2159;1533;1;90,00;0,00;
3269;2159;7548;1;100,00;0,00;
3270;2160;1560;1;300,00;0,00;
3271;2160;7720;1;240,00;0,00;
3272;2161;7729;1;210,00;0,00;
3273;2162;1533;1;90,00;0,00;
3274;2162;1534;1;160,00;0,00;
3275;2164;7693;1;250,00;0,00;
3276;2165;1533;1;80,00;0,00;
3277;2166;4514;1;260,00;0,00;
3278;2166;5877;1;100,00;0,00;
3281;2169;1534;1;145,00;0,00;
3282;2170;2411;1;369,00;0,00;
3283;2170;7740;1;216,00;0,00;
3284;2171;5133;1;110,00;0,00;
3285;2126;6462;1;300,00;0,00;
3286;2174;1542;1;260,00;0,00;
3287;2174;7699;1;230,00;0,00;
3288;2175;1533;1;95,00;0,00;
3289;2176;1405;1;80,00;0,00;
3290;2177;5627;1;670,00;0,00;
3291;2179;1534;1;160,00;0,00;
3292;2179;7612;1;210,00;0,00;
3293;2180;1534;1;160,00;0,00;
3294;2181;4680;1;170,00;0,00;
3295;2181;7329;1;180,00;0,00;
3296;2182;7747;1;290,00;0,00;
3297;2183;2122;1;580,00;0,00;
3298;2184;1540;1;60,00;0,00;
3299;2185;2398;1;500,00;0,00;
3300;2186;1534;0,5;80,00;0,00;
3301;2187;2403;1;110,00;0,00;
3302;2188;7662;1;290,00;0,00;
3303;2189;4514;1;230,00;0,00;
3304;2189;3660;1;170,00;0,00;
3305;2190;1552;1;190,00;0,00;
3306;2190;7540;1;100,00;0,00;
3307;2191;1534;1;145,00;0,00;
3308;2191;6305;1;100,00;0,00;
3309;2192;6678;1;600,00;0,00;
3310;2193;7748;1;270,00;0,00;
3311;2194;418;1;120,00;0,00;
3312;2195;1542;1;260,00;0,00;
3313;2196;1542;1;260,00;0,00;
3314;2197;1370;1;80,00;0,00;
3315;2198;5479;1;680,00;0,00;
3316;2201;1531;1;110,00;0,00;
3317;2202;7712;1;100,00;0,00;
3318;2195;7263;1;150,00;0,00;
3319;2195;1542;1;260,00;0,00;
3320;2203;1552;1;190,00;0,00;
3321;2205;7604;1;250,00;0,00;
3322;2206;7469;1;470,00;0,00;
3323;2206;4680;1;220,00;0,00;
3325;2208;1534;1,5;240,00;0,00;
3326;2208;7616;1;100,00;0,00;
3327;2209;1911;2;680,00;0,00;
3328;2210;1760;1;420,00;0,00;
3329;2210;7740;1;220,00;0,00;
3330;2211;7710;1;220,00;0,00;
3331;2212;1534;1;140,00;0,00;
3332;2212;6988;1;360,00;0,00;
3334;2213;1760;0,5;170,00;0,00;
3335;2215;7741;1;170,00;0,00;
3336;2218;1370;1;80,00;0,00;
3337;2219;7389;1;490,00;0,00;
3338;2219;6607;1;380,00;0,00;
3339;2220;4514;1;260,00;0,00;
3340;2220;7025;1;290,00;0,00;
3342;2221;1554;1;170,00;0,00;
3343;2222;1534;1;110,00;0,00;
3344;2222;4529;1;190,00;0,00;
3345;2223;1542;1;260,00;0,00;
3346;2223;7642;1;190,00;0,00;
3347;2224;5734;1;420,00;0,00;
3348;2225;1534;1;150,00;0,00;
3349;2225;7723;1;190,00;0,00;
3350;2226;7561;1;470,00;0,00;
3351;2228;1534;1;130,00;0,00;
3352;2228;1370;1;100,00;0,00;
3353;2229;7710;1;199,00;0,00;
3354;2230;1534;1;130,00;0,00;
3356;2231;1534;1;144,00;0,00;
3357;2231;7546;1;100,00;0,00;
3358;2232;7758;1;199,00;0,00;
3359;2233;5079;1;450,00;0,00;
3360;2233;1533;1;180,00;0,00;
3361;2234;7687;1;230,00;0,00;
3362;2235;1554;1;170,00;0,00;
3363;2237;4148;1;79,00;0,00;
3364;2168;1542;1;240,00;0,00;
3365;2238;7759;1;220,00;0,00;
3366;2239;1534;1;160,00;0,00;
3367;2240;2287;1;60,00;0,00;
3368;2241;2403;1;220,00;0,00;
3369;2242;7697;1;200,00;0,00;
3370;2242;7664;1;200,00;0,00;
3371;2244;4581;1;240,00;0,00;
3372;2245;1534;2;290,00;0,00;
3373;2246;1542;1;260,00;0,00;
3374;2246;7103;1;100,00;0,00;
3375;2248;1370;1;125,00;0,00;
3376;2249;1533;1;90,00;0,00;
3377;2250;6202;1;79,00;0,00;
3378;2250;6759;1;79,00;0,00;
3379;2251;1542;1;260,00;0,00;
3380;2251;7548;1;100,00;0,00;
3381;2251;7683;1;190,00;0,00;
3382;2252;7564;1;580,00;0,00;
3383;2253;1542;1;260,00;0,00;
3385;2254;7738;1;240,00;0,00;
3386;2256;6397;1;220,00;0,00;
3387;2258;5579;1;480,00;0,00;
3388;2258;7680;1180;180,00;0,00;
3389;2259;1534;1;160,00;0,00;
3390;2259;7643;1;220,00;0,00;
3391;2254;3802;1;375,00;0,00;
3392;2249;7542;1;100,00;0,00;
3393;2260;7573;1;720,00;0,00;
3394;2261;5759;1;79,00;0,00;
3395;2262;7715;1;240,00;0,00;
3396;2263;1534;1;145,00;0,00;
3397;2264;1534;0,5;72,00;0,00;
3398;2265;7696;1;190,00;0,00;
3399;2266;1542;1;240,00;0,00;
3400;2266;7669;1;190,00;0,00;
3402;2267;7763;1;670,00;0,00;
3403;2268;1533;1;90,00;0,00;
3404;2268;1370;1;100,00;0,00;
3405;2269;1721;1;550,00;0,00;
3406;2270;4796;1;79,00;0,00;
3407;0;7673;1;240,00;0,00;
3408;2271;7673;1;240,00;0,00;
3409;2272;7385;2;20,00;0,00;
3410;2273;1542;1;235,00;0,00;
3411;2253;6412;1;430,00;0,00;
3412;2276;1552;0,5;70,00;0,00;
3413;2277;1533;1;90,00;0,00;
3414;2278;1534;1;90,00;0,00;
3415;2278;7663;1;200,00;0,00;
3416;2279;7581;1;450,00;0,00;
3417;2281;1534;1;160,00;0,00;
3418;2281;5916;1;100,00;0,00;
3419;2282;4163;1;79,00;0,00;
3420;2282;1335;1;79,00;0,00;
3421;2283;4149;1;79,00;0,00;
3422;2284;1554;1;170,00;0,00;
3423;2284;7241;1;230,00;0,00;
3424;2285;1534;1;180,00;0,00;
3425;2286;4514;1;280,00;0,00;
3426;2286;7506;1;220,00;0,00;
3427;2287;4587;1;510,00;0,00;
3428;2287;5934;1;270,00;0,00;
3429;2288;1533;2;0,00;0,00;
3430;2288;3328;1;190,00;0,00;
3431;2288;6001;1;0,00;0,00;
3432;2288;4278;1;79,00;0,00;
3433;2290;7724;1;170,00;0,00;
3434;2291;1760;1;460,00;0,00;
3435;2291;7508;1;230,00;0,00;
3436;2292;7730;1;220,00;0,00;
3437;2293;7746;1;200,00;0,00;
3439;2033;6879;1;270,00;0,00;
3440;2294;1760;1;470,00;0,00;
3441;2294;7679;1;230,00;0,00;
3442;2295;3514;1;79,00;0,00;
3443;2295;6247;1;79,00;0,00;
3444;2297;5973;1;650,00;0,00;
3445;2298;1542;1;260,00;0,00;
3446;2298;7534;1;100,00;0,00;
3447;2299;1542;1;230,00;0,00;
3448;2299;7519;1;170,00;0,00;
3449;2300;7389;1;525,00;0,00;
3450;2300;5530;1;335,00;0,00;
3451;2301;7762;1;520,00;0,00;
3454;2301;7746;-1;-200,00;0,00;
3455;2302;7638;1;570,00;0,00;
3456;2302;1668;1;180,00;0,00;
3457;2303;1534;1;160,00;0,00;
3458;2303;7497;1;160,00;0,00;
3459;946;1370;1;100,00;0,00;
3460;2304;4514;1;250,00;0,00;
3461;2306;4107;1;79,00;0,00;
3462;2307;1534;1;160,00;0,00;
3463;2307;7725;1;160,00;0,00;
3464;2308;1542;1;260,00;0,00;
3465;2309;1534;1;140,00;0,00;
3466;2309;7244;1;360,00;0,00;
3467;2310;1533;1;100,00;0,00;
3468;2310;7389;1;530,00;0,00;
3470;2310;7645;1;170,00;0,00;
3471;2311;1672;1;180,00;0,00;
3472;2311;7736;1;200,00;0,00;
3473;2312;5627;1;500,00;0,00;
3474;2313;4680;0,5;110,00;0,00;
3475;2314;1533;1;90,00;0,00;
3478;2316;1542;1;260,00;0,00;
3479;2316;7712;1;220,00;0,00;
3480;2318;1542;1;260,00;0,00;
3481;2319;1533;1;100,00;0,00;
3482;2320;7479;1;220,00;0,00;
3483;2320;1534;1;160,00;0,00;
3484;2321;1534;1;160,00;0,00;
3485;2322;1534;1;160,00;0,00;
3486;2323;1533;1;90,00;0,00;
3489;2324;1769;1;720,00;0,00;
3490;2324;7638;1;570,00;0,00;
3491;2325;1533;1;90,00;0,00;
3492;2325;7730;1;200,00;0,00;
3493;2327;1370;1;100,00;0,00;
3494;2328;1994;1;900,00;0,00;
3496;2329;7586;1;260,00;0,00;
3499;2329;7737;1;120,00;0,00;
3500;2332;7678;1;200,00;0,00;
3501;2333;1534;1;130,00;0,00;
3502;2333;7103;1;90,00;0,00;
3503;2335;1542;1;230,00;0,00;
3504;2335;7646;1;170,00;0,00;
3505;2336;7586;1;410,00;0,00;
3506;2337;5018;1;60,00;0,00;
3507;2338;1542;1;230,00;0,00;
3508;2339;1542;1;260,00;0,00;
3509;2339;2287;1;100,00;0,00;
3510;2339;7760;1;190,00;0,00;
3512;2341;1752;1;230,00;0,00;
3513;2340;7389;0,5;220,00;0,00;
3514;2341;2705;1;100,00;0,00;
3515;2342;5578;1;480,00;0,00;
3516;2342;7276;1;350,00;0,00;
3517;2343;1542;1;260,00;0,00;
3518;2343;7736;1;220,00;0,00;
3519;2344;4680;1;230,00;0,00;
3521;2345;7767;1;1.200,00;0,00;
3522;2346;7751;1;200,00;0,00;
3523;2346;1891;-1;-100,00;0,00;
3524;2347;7667;1;200,00;0,00;
3525;2348;5913;1;130,00;0,00;
3526;2349;6796;1;530,00;0,00;
3527;2351;1533;1;80,00;0,00;
3528;2351;1370;1;100,00;0,00;
3529;2352;6736;1;550,00;0,00;
3532;2354;4205;1;200,00;0,00;
3533;2338;7713;1;190,00;0,00;
3534;2355;1526;1;120,00;0,00;
3535;2356;7114;1;100,00;0,00;
3536;2357;7728;1;100,00;0,00;
3537;2359;1542;1;260,00;0,00;
3538;2360;7687;1;220,00;0,00;
3539;2361;6215;1;79,00;0,00;
3540;2361;1335;1;79,00;0,00;
3541;2362;1760;1;480,00;0,00;
3542;2362;1542;1;-280,00;0,00;
3543;2363;5908;1;100,00;0,00;
3545;2366;1534;1;140,00;0,00;
3546;2367;4587;1;310,00;0,00;
3547;2367;6605;1;340,00;0,00;
3548;2368;4983;1;90,00;0,00;
3549;2370;1534;1;180,00;0,00;
3550;2369;7323;1;100,00;0,00;
3551;2371;2519;1;230,00;0,00;
3552;2371;1533;1;90,00;0,00;
3553;2372;1533;1;110,00;0,00;
3554;2373;7684;1;200,00;0,00;
3555;2374;1370;1;100,00;0,00;
3556;2374;1321;1;79,90;0,00;
3557;2375;1533;1;90,00;0,00;
3559;2375;7494;1;160,00;0,00;
3560;2376;1552;1;190,00;0,00;
3561;2376;7232;1;320,00;0,00;
3562;2344;7499;1;220,00;0,00;
3563;2378;1533;1;80,00;0,00;
3564;2378;1370;1;125,00;0,00;
3565;2379;6457;1;410,00;0,00;
3566;2380;1542;1;260,00;0,00;
3567;2380;7665;1;230,00;0,00;
3568;2381;1554;0,5;95,00;0,00;
3569;2382;1534;1;180,00;0,00;
3571;2384;7501;1;200,00;0,00;
3572;2385;1809;1;79,00;0,00;
3574;2386;4206;1;100,00;0,00;
3575;2387;5467;1;100,00;0,00;
3576;2388;1721;1;590,00;0,00;
3577;2388;7506;1;230,00;0,00;
3578;2388;1721;1;650,00;0,00;
3579;2388;7727;1;250,00;0,00;
3580;2389;1533;1;90,00;0,00;
3581;2390;5060;1;150,00;0,00;
3582;2390;3902;1;100,00;0,00;
3583;2391;1534;1;160,00;0,00;
3584;2391;7116;1;120,00;0,00;
3585;2392;1534;1;160,00;0,00;
3586;2392;6419;1;290,00;0,00;
3587;2393;5627;1;580,00;0,00;
3588;2394;7714;1;190,00;0,00;
3589;2394;1721;1;540,00;0,00;
3590;2395;1534;1;130,00;0,00;
3591;2395;7694;1;180,00;0,00;
3592;2395;7391;1;190,00;0,00;
3593;2396;7389;1;490,00;0,00;
3594;2396;7699;1;220,00;0,00;
3595;2397;6505;1;120,00;0,00;
3596;2364;1542;1;270,00;0,00;
3599;2398;7769;1;440,00;0,00;
3600;2399;1533;1;90,00;0,00;
3601;2399;3387;1;100,00;0,00;
3602;2400;5916;1;120,00;0,00;
3603;2402;1804;1;750,00;0,00;
3604;2402;7737;1;200,00;0,00;
3605;2403;3318;1;79,00;0,00;
3606;2404;1752;1;230,00;0,00;
3607;2404;1370;1;100,00;0,00;
3608;2405;1540;1;60,00;0,00;
3609;2408;7586;1;450,00;0,00;
