Código;Lk_venda;Lk_produto;Qtd;Valor vendido;Custo;Valor normal
8131;5462;1995;1;49,00;0,00;
8132;5463;1534;1;145,00;0,00;
8133;5463;7821;1;233,00;0,00;
8134;5464;1534;1;140,00;0,00;
8135;5465;1534;2;300,00;0,00;
8136;5466;1554;1;190,00;0,00;
8137;5466;1349;1;100,00;0,00;
8138;5467;1526;1;140,00;0,00;
8139;5468;8102;1;480,00;0,00;
8140;5468;7821;1;260,00;0,00;
8141;5469;7972;1;260,00;0,00;
8143;5471;7152;1;250,00;0,00;
8144;5472;1534;1;130,00;0,00;
8145;5472;1534;1;130,00;0,00;
8146;5473;1534;1;120,00;0,00;
8147;5473;7821;1;200,00;0,00;
8148;5474;1533;1;90,00;0,00;
8149;5474;1349;1;100,00;0,00;
8151;5475;1534;1;100,00;0,00;
8152;5475;7732;1;130,00;0,00;
8153;5476;1534;1;150,00;0,00;
8154;5476;7104;1;100,00;0,00;
8155;5477;7821;1;200,00;0,00;
8156;5478;1554;1;190,00;0,00;
8157;5478;4206;1;180,00;0,00;
8158;5479;1349;1;140,00;0,00;
8159;5480;1542;1;260,00;0,00;
8160;5480;8193;1;180,00;0,00;
8162;5482;7952;1;380,00;0,00;
8163;5482;4514;1;260,00;0,00;
8164;5484;3898;1;49,00;0,00;
8165;5485;1534;1;140,00;0,00;
8166;5485;6602;1;340,00;0,00;
8167;5486;1534;1;120,00;0,00;
8168;5486;7821;1;260,00;0,00;
8169;5488;1542;0,5;150,00;0,00;
8170;5488;1533;0,5;45,00;0,00;
8171;5488;7821;1;260,00;0,00;
8172;5489;1542;1;140,00;0,00;
8174;5490;1534;1;140,00;0,00;
8175;5490;7821;1;235,00;0,00;
8180;5491;7972;1;340,00;0,00;
8182;5491;1533;0,5;90,00;0,00;
8183;5491;8241;0,5;470,00;0,00;
8184;5492;1534;1;160,00;0,00;
8185;5492;7821;1;160,00;0,00;
8186;5493;3447;1;49,00;0,00;
8187;5494;7810;1;100,00;0,00;
8188;5495;7821;1;190,00;0,00;
8189;5497;1404;1;190,00;0,00;
8190;5498;1534;1;130,00;0,00;
8191;5498;3512;1;100,00;0,00;
8192;5499;1554;1;170,00;0,00;
8193;5499;7821;1;230,00;0,00;
8194;5500;8239;1;1.670,00;0,00;
8195;5500;8097;1;330,00;0,00;
8196;5501;8229;1;930,00;0,00;
8197;5501;1534;1;150,00;0,00;
8198;5501;7821;1;260,00;0,00;
8199;5501;7821;1;260,00;0,00;
8200;5502;1542;1;240,00;0,00;
8202;5502;7952;1;340,00;0,00;
8204;5502;8201;1;410,00;0,00;
8205;5503;1534;1;140,00;0,00;
8206;5503;7773;1;190,00;0,00;
8207;5503;1534;1;140,00;0,00;
8208;5505;7953;1;220,00;0,00;
8210;5506;8244;1;4.316,00;0,00;
8211;5506;7181;1;380,00;0,00;
8212;5507;7719;1;280,00;0,00;
8213;5508;6658;1;450,00;0,00;
8214;5470;8189;1;390,00;0,00;
8215;5470;7972;1;340,00;0,00;
8216;5509;1760;1;490,00;0,00;
8217;5510;5627;1;790,00;0,00;
8218;5510;5015;1;160,00;0,00;
8219;5511;1534;1;160,00;0,00;
8220;5511;7821;1;220,00;0,00;
8221;5513;1534;2;320,00;0,00;
8222;5513;7821;1;260,00;0,00;
8224;5503;8246;1;420,00;0,00;
8225;5514;1534;1;100,00;0,00;
8226;5514;1534;1;100,00;0,00;
8227;5514;7972;1;200,00;0,00;
8228;5514;7773;1;100,00;0,00;
8229;5515;1542;1;260,00;0,00;
8230;5515;7972;1;340,00;0,00;
8231;5516;1552;1;170,00;0,00;
8232;5516;6189;1;120,00;0,00;
8233;5517;1554;1;190,00;0,00;
8234;5517;8193;1;140,00;0,00;
8235;5518;1721;1;500,00;0,00;
8236;5519;5015;1;220,00;0,00;
8237;5521;1534;1;120,00;0,00;
8238;5522;7953;1;200,00;0,00;
8239;5522;8097;1;330,00;0,00;
8240;5523;1760;0,5;225,00;0,00;
8241;5524;7953;1;250,00;0,00;
8242;5524;7972;1;340,00;0,00;
8243;5525;7979;1;450,00;0,00;
8244;5525;7953;1;220,00;0,00;
8245;5527;7958;1;590,00;0,00;
8246;5528;3447;1;50,00;0,00;
8247;5529;2287;1;50,00;0,00;
8248;5530;7953;1;240,00;0,00;
8249;5530;7821;1;260,00;0,00;
8250;5531;1542;1;260,00;0,00;
8251;5531;6311;1;180,00;0,00;
8252;5533;1542;1;260,00;0,00;
8253;5533;1349;1;140,00;0,00;
8254;5533;4912;1;49,00;0,00;
8255;5534;7962;1;670,00;0,00;
8256;5535;2693;1;50,00;0,00;
8257;5536;1542;1;240,00;0,00;
8258;5536;7821;1;260,00;0,00;
8259;5537;7810;1;100,00;0,00;
8260;5538;8167;1;590,00;0,00;
8261;5538;8215;1;490,00;0,00;
8262;5539;1554;1;190,00;0,00;
8263;5539;1349;1;160,00;0,00;
8264;5540;2411;1;590,00;0,00;
8265;5540;7825;1;390,00;0,00;
8266;5541;1542;1;260,00;0,00;
8267;5542;1534;1;140,00;0,00;
8268;5542;1552;1;170,00;0,00;
8269;5542;6991;1;446,00;0,00;
8270;5543;7810;1;140,00;0,00;
8271;5544;2287;1;20,00;0,00;
8272;5546;1552;1;190,00;0,00;
8273;5546;7952;1;380,00;0,00;
8275;5547;5231;1;360,00;0,00;
8276;5548;1534;1;160,00;0,00;
8277;5548;7821;1;280,00;0,00;
8278;5549;8232;1;370,00;0,00;
8279;5550;1531;1;120,00;0,00;
8280;5551;1542;1;230,00;0,00;
8281;5551;7821;1;240,00;0,00;
8282;5552;7810;1;190,00;0,00;
8283;5552;7821;1;250,00;0,00;
8284;5552;7972;1;250,00;0,00;
8285;5552;8232;1;390,00;0,00;
8286;5553;1534;1;160,00;0,00;
8287;5553;7821;1;280,00;0,00;
8288;5554;7972;1;280,00;0,00;
8290;5555;8247;1;630,00;0,00;
8291;5556;1349;1;180,00;0,00;
8292;5557;8230;1;550,00;0,00;
8293;5557;7821;1;280,00;0,00;
8294;5558;7821;1;260,00;0,00;
8295;5559;7821;1;260,00;0,00;
8296;5562;1534;1;160,00;0,00;
8297;5562;7821;1;260,00;0,00;
8298;5563;8177;1;840,00;0,00;
8299;5563;7821;1;260,00;0,00;
8301;5565;1534;1;170,00;0,00;
8302;5566;6768;1;340,00;0,00;
8303;5567;1769;1;530,00;0,00;
8304;5568;1542;1;260,00;0,00;
8305;5568;7821;1;260,00;0,00;
8306;5569;1542;1;230,00;0,00;
8307;5569;7821;1;240,00;0,00;
8308;5570;1534;1;140,00;0,00;
8309;5570;7949;1;340,00;0,00;
8310;5571;1534;1;160,00;0,00;
8311;5571;8248;1;590,00;0,00;
8312;5572;5133;1;120,00;0,00;
8313;5573;7821;1;130,00;0,00;
8314;5574;1788;1;500,00;0,00;
8315;5574;8232;1;315,00;0,00;
8316;5575;1542;1;260,00;0,00;
8317;5575;7952;1;380,00;0,00;
8319;5578;1534;1;120,00;0,00;
8321;5578;8249;1;530,00;0,00;
8322;5579;7810;1;100,00;0,00;
8323;5580;7972;1;340,00;0,00;
8324;5581;1994;1;1.300,00;0,00;
8325;5581;1552;1;190,00;0,00;
8326;5581;7821;1;240,00;0,00;
8327;5582;1534;1;160,00;0,00;
8328;5582;8208;1;380,00;0,00;
8329;5584;1542;1;260,00;0,00;
8330;5584;7821;1;260,00;0,00;
8331;5585;1542;1;260,00;0,00;
8332;5585;7972;1;340,00;0,00;
8333;5586;1534;1;120,00;0,00;
8334;5586;7821;1;229,00;0,00;
8335;5587;1349;1;190,00;0,00;
8336;5587;1542;1;260,00;0,00;
8337;5588;1721;0,5;220,00;0,00;
8339;5589;7972;1;300,00;0,00;
8340;5589;8250;1;1.000,00;0,00;
8342;5590;1760;1;450,00;0,00;
8343;5590;7821;1;250,00;0,00;
8344;5591;7821;1;260,00;0,00;
8346;5592;6874;1;380,00;0,00;
8347;5594;1534;1;120,00;0,00;
8350;5595;8251;1;960,00;0,00;
8351;5595;8252;1;790,00;0,00;
8352;5596;1542;1;230,00;0,00;
8353;5596;7821;1;230,00;0,00;
8354;5598;1542;1;200,00;0,00;
8355;5598;4205;1;100,00;0,00;
8356;5599;1534;2;260,00;0,00;
8357;5599;7821;1;220,00;0,00;
8358;5600;1565;1;150,00;0,00;
8359;5601;1554;1;220,00;0,00;
8360;5601;3512;1;140,00;0,00;
8361;5602;6554;1;390,00;0,00;
8362;5603;1534;1;160,00;0,00;
8363;5605;1769;1;530,00;0,00;
8364;5605;7972;1;340,00;0,00;
8365;5606;1534;1;140,00;0,00;
8367;5607;8253;1;370,00;0,00;
8368;5608;1542;1;180,00;0,00;
8369;5609;1542;1;260,00;0,00;
8370;5609;5015;1;230,00;0,00;
8371;5504;1534;1;160,00;0,00;
8373;5610;8254;1;1.053,00;0,00;
8374;5612;7953;1;90,00;0,00;
8375;5612;2123;1;400,00;0,00;
8376;5613;7972;1;280,00;0,00;
8377;5614;7810;1;140,00;0,00;
8378;5614;7821;1;260,00;0,00;
8379;5615;1534;1;130,00;0,00;
8380;5615;7972;1;350,00;0,00;
8381;5615;1542;1;230,00;0,00;
8382;5615;7972;1;350,00;0,00;
8383;5615;7953;1;225,00;0,00;
8384;5616;7987;1;390,00;0,00;
8385;5616;7198;1;340,00;0,00;
8386;5617;1554;1;160,00;0,00;
8387;5618;7953;1;250,00;0,00;
8388;5618;7821;1;270,00;0,00;
8389;5619;1534;1;160,00;0,00;
8390;5620;1527;1;130,00;0,00;
8391;5621;1534;1;160,00;0,00;
8392;5622;4514;1;280,00;0,00;
8393;5622;7972;1;260,00;0,00;
8394;5623;7953;1;250,00;0,00;
8395;5623;7821;1;260,00;0,00;
8396;5624;3512;1;100,00;0,00;
8397;5625;5933;1;380,00;0,00;
8398;5626;1534;1;160,00;0,00;
8399;5626;7821;1;380,00;0,00;
8400;5627;1542;1;220,00;0,00;
8401;5627;5015;1;180,00;0,00;
8402;5629;1554;1;170,00;0,00;
8403;5629;1349;1;100,00;0,00;
8404;5630;7972;1;260,00;0,00;
8405;5631;6742;1;300,00;0,00;
8406;5632;1534;1;160,00;0,00;
8407;5632;7821;1;280,00;0,00;
8408;5633;1534;1;160,00;0,00;
8409;5634;1760;1;405,00;0,00;
8410;5634;8249;1;555,00;0,00;
8411;5634;3907;1;49,00;0,00;
8412;5635;7821;1;260,00;0,00;
8413;5636;1349;1;100,00;0,00;
8414;5637;1534;1;140,00;0,00;
8415;5638;7987;1;390,00;0,00;
8416;5639;8241;1;1.060,00;0,00;
8417;5639;8004;1;390,00;0,00;
8418;5640;1534;1;120,00;0,00;
8419;5641;1542;1;260,00;0,00;
8420;5641;1349;1;100,00;0,00;
8421;5642;4581;1;220,00;0,00;
8422;5644;7953;1;220,00;0,00;
8424;5644;6902;1;460,00;0,00;
8425;5644;7821;1;220,00;0,00;
8426;5645;1528;1;120,00;0,00;
8427;5646;1542;1;220,00;0,00;
8428;5646;7821;1;210,00;0,00;
8429;5647;1316;1;50,00;0,00;
8430;5648;7972;1;260,00;0,00;
8431;5649;7953;1;225,00;0,00;
8432;5650;1542;1;230,00;0,00;
8433;5650;7972;1;270,00;0,00;
8434;5651;1534;1;160,00;0,00;
8435;5655;1760;1;380,00;0,00;
8436;5656;8189;1;810,00;0,00;
8437;5656;7773;1;140,00;0,00;
8438;5657;7972;1;270,00;0,00;
8439;5658;1815;1;49,00;0,00;
8440;5660;8008;1;400,00;0,00;
8441;5661;1542;1;260,00;0,00;
8442;5663;1534;1;130,00;0,00;
8443;5664;1534;1;120,00;0,00;
8444;5664;1349;1;100,00;0,00;
8445;5663;7821;1;220,00;0,00;
8446;5666;2287;1;180,00;0,00;
8447;5667;7114;1;100,00;0,00;
8449;5668;2287;1;30,00;0,00;
8450;5670;5609;1;490,00;0,00;
8451;5671;1534;1;120,00;0,00;
8452;5671;7821;1;230,00;0,00;
8453;5672;2287;1;30,00;0,00;
8454;5673;7773;1;100,00;0,00;
8456;5674;7821;1;210,00;0,00;
8457;5674;1554;1;190,00;0,00;
8458;5675;1534;1;140,00;0,00;
8459;5675;7821;1;230,00;0,00;
8460;5678;1721;1;480,00;0,00;
8462;5679;8256;1;550,00;0,00;
8463;5679;7821;1;260,00;0,00;
8464;5680;1534;1;130,00;0,00;
8465;5680;7821;1;220,00;0,00;
8466;5681;5627;1;830,00;0,00;
8467;5682;1761;1;400,00;0,00;
8469;5685;1542;1;260,00;0,00;
8470;5685;5015;1;190,00;0,00;
8471;5686;8257;1;2.120,00;0,00;
8472;5686;7821;1;180,00;0,00;
8473;5687;7953;1;230,00;0,00;
8474;5687;7821;1;230,00;0,00;
8475;5688;5578;1;280,00;0,00;
8476;5689;1542;1;260,00;0,00;
8477;5689;8193;1;220,00;0,00;
8478;5690;1534;1;145,00;0,00;
8479;5691;1533;1;180,00;0,00;
8480;5691;8258;1;420,00;0,00;
8481;5692;1760;1;450,00;0,00;
8482;5693;2287;1;30,00;0,00;
8483;5694;1534;1;160,00;0,00;
8484;5694;1426;1;120,00;0,00;
8485;5695;1372;1;190,00;0,00;
8486;5696;8060;1;380,00;0,00;
8487;5696;5940;1;240,00;0,00;
8488;5634;4616;1;100,00;0,00;
8489;5697;2287;1;30,00;0,00;
8490;5697;4991;1;260,00;0,00;
8491;5698;3907;1;190,00;0,00;
8492;5699;1534;1;140,00;0,00;
8493;5700;1542;1;260,00;0,00;
8494;5701;1542;1;230,00;0,00;
8495;5701;7821;1;220,00;0,00;
8496;5703;1534;1;160,00;0,00;
8497;5704;1534;1;160,00;0,00;
8498;5705;1534;1;150,00;0,00;
8499;5706;5015;1;60,00;0,00;
8500;5707;1769;1;590,00;0,00;
8501;5708;1542;1;260,00;0,00;
8502;5709;1542;1;190,00;0,00;
8503;5710;5015;1;160,00;0,00;
8504;5711;7952;1;380,00;0,00;
8505;5712;5015;1;100,00;0,00;
8506;5713;2123;1;590,00;0,00;
8507;5714;1534;1;160,00;0,00;
8508;5714;7821;1;260,00;0,00;
8509;5715;8261;1;610,00;0,00;
8512;5716;7821;1;260,00;0,00;
8513;5716;7987;1;390,00;0,00;
8514;5715;8232;1;390,00;0,00;
8515;5717;4769;1;150,00;0,00;
8516;5718;1534;1;160,00;0,00;
8517;5718;8193;1;100,00;0,00;
8518;5719;1542;1;230,00;0,00;
8519;5720;5940;1;290,00;0,00;
8520;5714;1534;1;100,00;0,00;
8521;5721;8105;1;380,00;0,00;
8522;5721;1554;1;190,00;0,00;
8524;5722;8269;1;660,00;0,00;
8525;5723;1542;1;260,00;0,00;
8526;5724;1542;1;260,00;0,00;
8527;5724;7952;1;380,00;0,00;
8528;5725;1534;1;130,00;0,00;
8529;5725;3907;1;100,00;0,00;
8530;5725;1766;1;49,00;0,00;
8531;5726;1542;1;260,00;0,00;
8532;5727;8102;1;390,00;0,00;
8533;5727;7821;1;188,00;0,00;
8535;5728;8170;1;490,00;0,00;
8536;5728;1542;1;260,00;0,00;
8537;5729;3512;1;150,00;0,00;
8538;5728;8271;1;1.400,00;0,00;
8539;5731;5627;1;530,00;0,00;
8540;5731;7821;1;220,00;0,00;
8541;5732;1542;1;190,00;0,00;
8542;5708;1372;1;180,00;0,00;
8543;5688;1372;1;49,00;0,00;
8544;5688;6170;1;150,00;0,00;
8545;5688;1533;1;90,00;0,00;
8546;5688;1534;1;120,00;0,00;
8547;5688;7972;1;270,00;0,00;
8549;5733;7821;1;220,00;0,00;
8550;5733;1752;1;230,00;0,00;
8551;5734;7953;1;250,00;0,00;
8552;5734;1349;1;140,00;0,00;
8553;5735;1534;1;160,00;0,00;
8554;5735;1375;1;190,00;0,00;
8555;5736;3447;1;49,00;0,00;
8556;5737;7953;1;250,00;0,00;
8557;5738;1554;1;190,00;0,00;
8558;5738;7773;1;100,00;0,00;
8559;5739;5133;1;120,00;0,00;
8560;5740;7953;1;220,00;0,00;
8561;5740;7821;1;200,00;0,00;
8562;5741;7821;1;260,00;0,00;
8563;5742;1534;1;160,00;0,00;
8564;5742;7821;1;260,00;0,00;
8565;5743;1375;1;100,00;0,00;
8566;5743;1542;1;250,00;0,00;
8567;5744;8232;1;430,00;0,00;
8568;5744;1668;1;160,00;0,00;
8569;5744;7247;1;170,00;0,00;
8572;5746;6011;1;540,00;0,00;
8574;5746;5627;1;690,00;0,00;
8580;5747;1721;1;540,00;0,00;
8581;5747;7821;1;260,00;0,00;
8582;5748;8250;1;990,00;0,00;
8583;5748;8258;1;540,00;0,00;
8584;5749;7821;1;220,00;0,00;
8585;5750;1269;1;150,00;0,00;
8586;5751;1534;1;120,00;0,00;
8587;5752;1542;1;260,00;0,00;
8588;5752;1372;1;190,00;0,00;
8589;5753;2093;1;50,00;0,00;
8590;5753;1534;1;140,00;0,00;
8591;5754;2090;1;100,00;0,00;
8592;5755;7953;1;220,00;0,00;
8593;5755;7891;1;330,00;0,00;
8594;5756;7953;1;220,00;0,00;
8595;5756;8258;1;530,00;0,00;
8596;5756;5122;1;50,00;0,00;
8597;5757;7860;1;200,00;0,00;
8598;5758;1542;1;280,00;0,00;
8599;5758;1375;1;190,00;0,00;
8600;5759;1349;1;100,00;0,00;
8601;5760;7821;1;220,00;0,00;
8602;5761;8177;1;750,00;0,00;
8603;5761;1349;1;100,00;0,00;
8605;5763;7952;1;300,00;0,00;
8606;5763;8285;1;1.450,00;0,00;
8607;5764;1542;1;280,00;0,00;
8608;5764;1426;1;150,00;0,00;
8610;5731;1533;1;70,00;0,00;
8611;5765;1752;1;290,00;0,00;
8612;5765;8208;1;380,00;0,00;
8613;5765;7821;1;260,00;0,00;
8614;5765;1542;1;260,00;0,00;
8615;5766;3632;1;150,00;0,00;
8616;5767;2937;1;150,00;0,00;
8617;5768;1554;1;220,00;0,00;
8618;5768;1349;1;140,00;0,00;
8619;5769;8204;1;1.050,00;0,00;
8620;5771;4;1;590,00;0,00;
8621;5772;7821;1;230,00;0,00;
8623;5773;7821;1;240,00;0,00;
8624;5773;1534;1;160,00;0,00;
8625;5775;1534;1;140,00;0,00;
8626;5775;7821;1;190,00;0,00;
8627;5773;1752;1;250,00;0,00;
8628;5776;5747;1;190,00;0,00;
8629;5715;7972;1;190,00;0,00;
8630;5777;7972;1;290,00;0,00;
8631;5778;1554;1;220,00;0,00;
8632;5778;3907;1;100,00;0,00;
8633;5779;5627;1;690,00;0,00;
8634;5779;7948;1;390,00;0,00;
8635;5781;1542;1;420,00;0,00;
8636;5781;7972;1;290,00;0,00;
8637;5782;8236;1;590,00;0,00;
8638;5783;1752;1;280,00;0,00;
8639;5783;7821;1;220,00;0,00;
8640;5784;1529;1;120,00;0,00;
8641;5785;7972;1;190,00;0,00;
8642;5786;1552;1;180,00;0,00;
8643;5786;7821;1;260,00;0,00;
8644;5787;6347;1;160,00;0,00;
8645;5787;8258;1;540,00;0,00;
8646;5788;8198;1;630,00;0,00;
8647;5789;8283;1;560,00;0,00;
8648;5789;1534;1;90,00;0,00;
8649;5791;1542;1;400,00;0,00;
8650;5792;1372;1;190,00;0,00;
8651;5792;1542;1;260,00;0,00;
8652;5793;7821;1;260,00;0,00;
8653;5794;1721;1;500,00;0,00;
8654;5794;1349;1;100,00;0,00;
8655;5795;7863;1;380,00;0,00;
8656;5796;1534;1;160,00;0,00;
8657;5797;7851;1;380,00;0,00;
8658;5798;4460;1;480,00;0,00;
8659;5798;7952;1;380,00;0,00;
8660;5799;7821;1;350,00;0,00;
8661;5802;8258;1;590,00;0,00;
8662;5803;1534;1;130,00;0,00;
8663;5803;7821;1;140,00;0,00;
8664;5804;1534;1;160,00;0,00;
8665;5804;7821;1;260,00;0,00;
8666;5805;1534;1;160,00;0,00;
8668;5805;8289;1;540,00;0,00;
8669;5806;1526;1;140,00;0,00;
8670;5807;1552;1;180,00;0,00;
8671;5808;6177;1;550,00;0,00;
8672;5809;6607;1;350,00;0,00;
8673;5809;1542;1;280,00;0,00;
8675;5810;7951;1;120,00;0,00;
8676;5810;7972;1;280,00;0,00;
8677;5811;7821;1;220,00;0,00;
8678;5812;1349;1;90,00;0,00;
8679;5813;1533;1;140,00;0,00;
8680;5813;1977;1;50,00;0,00;
8681;5814;1328;1;110,00;0,00;
8682;5815;1534;1;130,00;0,00;
8683;5815;1349;1;100,00;0,00;
8684;5816;8177;1;840,00;0,00;
8685;5816;8258;1;590,00;0,00;
8686;5817;7952;1;350,00;0,00;
8687;5818;1552;1;190,00;0,00;
8688;5818;7952;1;380,00;0,00;
8689;5819;1534;1;160,00;0,00;
8690;5819;5015;1;190,00;0,00;
8692;5821;8232;1;400,00;0,00;
8693;5821;7821;1;190,00;0,00;
8694;5822;1534;1;120,00;0,00;
8695;5822;4696;1;180,00;0,00;
8696;5823;1554;1;180,00;0,00;
8697;5823;5015;1;170,00;0,00;
8698;5824;1527;1;140,00;0,00;
8699;5825;7959;1;590,00;0,00;
8700;5825;7972;1;260,00;0,00;
8701;5826;3512;1;100,00;0,00;
8705;5827;8290;1;1.150,00;0,00;
8707;5828;7821;1;220,00;0,00;
8708;5828;7953;1;250,00;0,00;
8709;5829;8271;1;1.260,00;0,00;
8710;5830;8291;1;495,00;0,00;
8711;5745;1760;1;450,00;0,00;
8712;5831;7821;1;160,00;0,00;
8713;5832;7773;1;160,00;0,00;
8714;5833;1534;1;145,00;0,00;
8715;5833;7949;1;350,00;0,00;
8716;5834;1534;1;160,00;0,00;
8717;5834;7821;1;240,00;0,00;
8718;5835;1534;1;160,00;0,00;
8719;5835;1349;1;100,00;0,00;
8720;5836;7972;1;255,00;0,00;
8721;5837;0;1;100,00;0,00;
8723;5838;5015;1;100,00;0,00;
8724;5840;7953;1;220,00;0,00;
8725;5840;5461;1;440,00;0,00;
8726;5841;1533;1;160,00;0,00;
8727;5842;1542;1;260,00;0,00;
8728;5842;7821;1;260,00;0,00;
8729;5843;6603;1;380,00;0,00;
8730;5844;5231;1;280,00;0,00;
8731;5845;1534;1;145,00;0,00;
8732;5845;0;1;390,00;0,00;
8733;5845;6599;1;350,00;0,00;
8734;5846;7953;1;200,00;0,00;
8735;5846;7821;1;200,00;0,00;
8736;5847;4581;1;50,00;0,00;
8737;5849;1528;2;240,00;0,00;
8738;5851;1760;1;420,00;0,00;
8739;5851;7861;1;340,00;0,00;
8740;5852;1542;1;280,00;0,00;
8741;5854;8276;1;370,00;0,00;
8742;5855;8276;1;370,00;0,00;
8743;5856;7972;1;260,00;0,00;
8744;5857;8197;1;700,00;0,00;
8745;5858;7972;1;260,00;0,00;
8746;5859;7953;1;250,00;0,00;
8747;5859;1372;1;190,00;0,00;
8748;5860;7851;1;350,00;0,00;
8749;5862;1526;1;120,00;0,00;
8750;5863;7972;1;260,00;0,00;
8751;5864;8198;1;530,00;0,00;
8752;5865;1542;1;230,00;0,00;
8753;5865;5015;1;170,00;0,00;
8755;5866;1542;1;260,00;0,00;
8756;5868;1872;1;150,00;0,00;
8757;5868;7972;1;260,00;0,00;
8758;5869;7952;1;390,00;0,00;
8759;5870;1542;1;230,00;0,00;
8760;5872;5015;1;100,00;0,00;
8761;5873;1534;1;160,00;0,00;
8762;5874;1542;1;230,00;0,00;
8763;5874;1375;1;170,00;0,00;
8764;5875;5133;1;140,00;0,00;
8765;5876;7851;1;350,00;0,00;
8766;5877;1542;1;260,00;0,00;
8767;5878;7952;1;390,00;0,00;
8768;5881;5134;1;140,00;0,00;
8769;5882;7952;1;380,00;0,00;
8770;5884;1477;1;400,00;0,00;
8771;5885;7851;1;390,00;0,00;
8772;5885;8256;1;500,00;0,00;
8773;5886;8095;1;350,00;0,00;
8774;5887;5134;1;140,00;0,00;
8775;5890;1530;1;140,00;0,00;
8778;5892;2403;2;680,00;0,00;
8779;5893;8292;1;780,00;0,00;
8780;5894;1534;1;130,00;0,00;
8781;5895;1769;0,5;270,00;0,00;
8782;5896;1534;1;160,00;0,00;
8783;5897;1542;1;230,00;0,00;
8784;5897;1349;1;100,00;0,00;
8785;5898;7861;1;350,00;0,00;
8786;5899;1760;1;450,00;0,00;
8787;5899;7181;1;450,00;0,00;
8788;5900;1534;1;160,00;0,00;
8789;5901;2287;1;20,00;0,00;
8790;5745;7851;1;460,00;0,00;
8791;5902;1534;1;260,00;0,00;
8792;5902;7821;1;220,00;0,00;
8793;5903;8273;1;650,00;0,00;
8794;5903;5015;1;100,00;0,00;
8795;5904;7952;1;340,00;0,00;
8796;5905;1534;1;160,00;0,00;
8797;5905;7821;1;260,00;0,00;
8798;5906;1542;1;260,00;0,00;
8799;5906;7187;1;390,00;0,00;
8800;5907;1534;1;160,00;0,00;
8801;5908;591;1;590,00;0,00;
8802;5908;1534;1;140,00;0,00;
8803;5909;1534;1;160,00;0,00;
8804;5910;7391;1;196,00;0,00;
8806;5910;8239;1;1.100,00;0,00;
8807;5913;1526;1;160,00;0,00;
8808;5914;7953;2;450,00;0,00;
8809;5914;7821;1;260,00;0,00;
8810;5914;7972;1;260,00;0,00;
8811;5915;6176;1;550,00;0,00;
8813;5916;8294;1;600,00;0,00;
8814;5917;1884;1;50,00;0,00;
8815;5918;1760;1;450,00;0,00;
8816;5919;1542;1;250,00;0,00;
8817;5919;7952;1;340,00;0,00;
8818;5920;3512;1;100,00;0,00;
8819;5921;1542;1;260,00;0,00;
8820;5921;2;1;590,00;0,00;
8821;5922;7773;1;100,00;0,00;
8822;5923;1542;1;230,00;0,00;
8823;5923;5794;1;220,00;0,00;
8825;5924;7821;1;260,00;0,00;
8826;5924;7987;1;390,00;0,00;
8827;5924;7821;1;260,00;0,00;
8828;5924;1534;1;160,00;0,00;
8829;5925;4225;1;100,00;0,00;
8830;5926;1552;1;200,00;0,00;
8831;5926;7916;1;330,00;0,00;
8832;5929;1554;1;180,00;0,00;
8833;5929;1554;1;180,00;0,00;
8834;5929;1372;1;190,00;0,00;
8835;5929;7821;1;200,00;0,00;
8836;5930;556;1;150,00;0,00;
8837;5931;1534;1;160,00;0,00;
8838;5932;1769;1;590,00;0,00;
8839;5932;8258;1;620,00;0,00;
8840;5933;1752;1;260,00;0,00;
8842;5934;1804;1;900,00;0,00;
8843;5935;1542;1;260,00;0,00;
8844;5935;8258;1;590,00;0,00;
8845;5936;8258;1;580,00;0,00;
8846;5936;1534;1;140,00;0,00;
8847;5937;1552;1;190,00;0,00;
8848;5938;2058;1;900,00;0,00;
8849;5938;7952;1;300,00;0,00;
8850;5940;1534;1;100,00;0,00;
8851;5941;7821;1;260,00;0,00;
8852;5942;8079;1;350,00;0,00;
8853;5943;1760;1;450,00;0,00;
8854;5943;7821;1;250,00;0,00;
8855;5944;1533;0,5;50,00;0,00;
8856;5945;1769;1;530,00;0,00;
8857;5945;8258;1;530,00;0,00;
8858;5946;1540;1;60,00;0,00;
8860;5947;8177;1;630,00;0,00;
8861;5948;1534;1;140,00;0,00;
8862;5949;7380;1;800,00;0,00;
8863;5950;1534;1;100,00;0,00;
8864;5951;7953;1;270,00;0,00;
8865;5951;7952;1;390,00;0,00;
8866;5952;7851;1;390,00;0,00;
8867;5953;1752;1;350,00;0,00;
8868;5954;7187;1;450,00;0,00;
8869;5955;1760;1;450,00;0,00;
8870;5955;8258;1;590,00;0,00;
8871;5956;5627;1;662,00;0,00;
8872;5956;8002;1;490,00;0,00;
8873;5957;1542;1;260,00;0,00;
8874;5957;7181;1;490,00;0,00;
8875;5959;1554;1;190,00;0,00;
8876;5960;1534;1;160,00;0,00;
8877;5961;1552;1;190,00;0,00;
8878;5961;8258;1;590,00;0,00;
8879;5962;7972;1;290,00;0,00;
8880;5963;1349;1;90,00;0,00;
8881;5965;1534;1;160,00;0,00;
8882;5965;8089;1;380,00;0,00;
8883;5966;1534;1;160,00;0,00;
8884;5966;7821;1;220,00;0,00;
8885;5967;1542;1;230,00;0,00;
8886;5968;8193;1;140,00;0,00;
8887;5969;1542;1;245,00;0,00;
8888;5970;7821;1;260,00;0,00;
