Código;Lk_Vendas;Data_Venc;Valor_Parcela;Data_Pgto;Valor_Pago;Número_parcela1;Número_parcela2;cartão;che pré;dinheiro;Requisição;multa;juros;comissão;recibo
11894;50;14/04/2016;52,00;16/04/2016;52,00;1;5;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
11895;50;14/05/2016;52,00;20/05/2016;52,00;2;5;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
11896;50;14/06/2016;52,00;05/07/2016;52,00;3;5;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
11897;50;14/07/2016;52,00;05/08/2016;55,00;4;5;0,00;0,00;55,00;0,00;1,04;1,96;0,00;FALSO
11898;50;14/08/2016;52,00;06/09/2016;55,00;5;5;0,00;0,00;55,00;0,00;1,00;2,00;0,00;FALSO
11899;46;10/04/2016;60,00;31/03/2016;60,00;1;6;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
11900;46;10/05/2016;58,00;02/05/2016;58,00;2;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11901;46;10/06/2016;58,00;31/05/2016;58,00;3;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11902;46;10/07/2016;58,00;08/07/2016;58,00;4;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11903;46;10/08/2016;58,00;31/08/2016;60,00;5;6;0,00;0,00;60,00;0,00;1,00;1,00;0,00;FALSO
11904;46;10/09/2016;58,00;06/01/2017;60,00;6;6;0,00;0,00;60,00;0,00;0,00;2,00;0,00;FALSO
11905;58;15/04/2016;50,00;14/10/2016;68,00;1;2;0,00;0,00;68,00;0,00;1,00;17,00;0,00;FALSO
11906;58;15/05/2016;50,00;14/10/2016;62,00;2;2;0,00;0,00;62,00;0,00;1,00;11,00;0,00;FALSO
11907;52;15/04/2016;60,00;19/05/2016;65,00;1;5;0,00;0,00;65,00;0,00;1,00;4,00;0,00;FALSO
11908;52;15/05/2016;60,00;19/05/2016;60,00;2;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
11909;52;15/06/2016;60,00;30/07/2016;70,00;3;5;0,00;0,00;70,00;0,00;1,20;8,80;0,00;FALSO
11910;52;15/07/2016;60,00;30/07/2016;70,00;4;5;0,00;0,00;70,00;0,00;1,20;8,80;0,00;FALSO
11911;52;15/08/2016;60,00;30/07/2016;60,00;5;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
11912;47;14/04/2016;50,00;;0,00;1;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11913;47;14/05/2016;50,00;;0,00;2;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11914;47;14/06/2016;50,00;;0,00;3;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11915;47;14/07/2016;50,00;;0,00;4;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11916;62;16/04/2016;50,00;18/04/2016;50,00;1;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11917;62;16/05/2016;50,00;28/05/2016;50,00;2;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11918;62;16/06/2016;50,00;01/07/2016;50,00;3;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11919;62;16/07/2016;50,00;06/08/2016;52,00;4;5;0,00;0,00;52,00;0,00;1,00;1,00;0,00;FALSO
11920;62;16/08/2016;50,00;12/09/2016;50,00;5;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11921;63;16/04/2016;30,00;17/03/2016;30,00;1;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11922;63;16/05/2016;30,00;17/03/2016;30,00;2;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11923;63;16/06/2016;30,00;17/05/2016;30,00;3;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11924;63;16/07/2016;30,00;11/06/2016;30,00;4;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11925;63;16/08/2016;30,00;11/06/2016;30,00;5;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11926;75;21/04/2016;160,00;22/04/2016;160,00;1;1;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
11927;86;06/04/2016;30,00;06/04/2016;30,00;1;1;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
11928;96;24/04/2016;130,00;27/04/2016;130,00;1;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
11929;96;24/05/2016;130,00;24/05/2016;130,00;2;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
11930;96;24/06/2016;130,00;27/06/2016;130,00;3;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
11931;80;05/04/2016;160,00;24/03/2016;160,00;1;6;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
11932;80;05/05/2016;156,00;07/05/2016;156,00;2;6;0,00;0,00;156,00;0,00;0,00;0,00;0,00;FALSO
11933;80;05/06/2016;156,00;13/06/2016;156,00;3;6;156,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11934;80;05/07/2016;156,00;01/09/2016;156,00;4;6;156,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11935;80;05/08/2016;156,00;19/10/2016;165,00;5;6;0,00;0,00;165,00;0,00;3,00;6,00;0,00;FALSO
11936;80;05/09/2016;156,00;01/12/2016;160,00;6;6;0,00;0,00;160,00;0,00;1,00;3,00;0,00;FALSO
11937;94;26/04/2016;200,00;04/05/2016;200,00;1;1;0,00;0,00;200,00;0,00;0,00;0,00;0,00;FALSO
11938;105;28/04/2016;140,00;26/04/2016;140,00;1;2;0,00;0,00;140,00;0,00;0,00;0,00;0,00;FALSO
11939;105;28/05/2016;140,00;22/07/2016;140,00;2;2;0,00;0,00;140,00;0,00;0,00;0,00;0,00;FALSO
11940;118;30/04/2016;60,00;02/05/2016;60,00;1;1;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
11941;117;30/04/2016;55,00;12/05/2016;55,00;1;2;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
11942;117;30/05/2016;55,00;21/06/2016;55,00;2;2;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
11946;123;01/04/2016;35,00;05/05/2016;35,00;1;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11947;123;01/05/2016;35,00;05/05/2016;35,00;2;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11948;123;01/06/2016;35,00;07/06/2016;35,00;3;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11949;123;01/07/2016;35,00;12/07/2016;35,00;4;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11950;123;01/08/2016;35,00;04/08/2016;35,00;5;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11951;123;01/09/2016;35,00;09/09/2016;35,00;6;6;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
11952;116;05/05/2016;110,00;29/07/2016;110,00;1;6;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11953;116;05/06/2016;40,00;29/07/2016;40,00;2;6;0,00;0,00;40,00;0,00;0,00;0,00;0,00;VERDADEIRO
11954;116;05/07/2016;180,00;16/09/2016;180,00;3;6;0,00;0,00;180,00;0,00;0,00;0,00;0,00;FALSO
11955;116;05/08/2016;20,00;16/09/2016;20,00;4;6;0,00;0,00;20,00;0,00;0,00;0,00;0,00;VERDADEIRO
11956;116;05/09/2016;220,00;18/10/2016;220,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
11957;116;05/10/2016;130,00;08/12/2016;130,00;6;6;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
11958;126;05/05/2016;98,00;30/04/2016;98,00;1;3;0,00;0,00;98,00;0,00;0,00;0,00;0,00;FALSO
11959;126;05/06/2016;96,00;08/06/2016;96,00;2;3;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11960;126;05/07/2016;96,00;04/07/2016;96,00;3;3;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11961;128;10/05/2016;70,00;13/05/2016;70,00;1;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
11962;128;10/06/2016;70,00;10/06/2016;70,00;2;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
11963;128;10/07/2016;70,00;08/07/2016;70,00;3;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
11964;128;10/08/2016;70,00;05/08/2016;70,00;4;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
11965;128;10/09/2016;70,00;14/10/2016;70,00;5;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
11966;129;10/05/2016;100,00;10/05/2016;100,00;1;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11967;129;10/06/2016;100,00;10/06/2016;100,00;2;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11968;129;10/07/2016;100,00;19/07/2016;100,00;3;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11969;129;10/08/2016;100,00;28/09/2016;100,00;4;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11970;129;10/09/2016;100,00;04/11/2016;100,00;5;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11971;129;10/10/2016;100,00;05/12/2016;100,00;6;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11972;121;10/05/2016;58,00;10/05/2016;58,00;1;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11973;121;10/06/2016;58,00;02/06/2016;58,00;2;6;58,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11974;121;10/07/2016;58,00;04/07/2016;58,00;3;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11975;121;10/08/2016;58,00;03/08/2016;58,00;4;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11976;121;10/09/2016;58,00;02/09/2016;58,00;5;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11977;121;10/10/2016;58,00;03/10/2016;58,00;6;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
11978;133;25/05/2016;110,00;25/04/2016;110,00;1;5;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11979;133;25/06/2016;110,00;25/05/2016;110,00;2;5;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11980;133;25/07/2016;110,00;28/06/2016;110,00;3;5;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11981;133;25/08/2016;110,00;22/07/2016;110,00;4;5;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11982;133;25/09/2016;110,00;24/08/2016;110,00;5;5;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
11983;134;04/05/2016;100,00;03/05/2016;100,00;1;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
11984;134;04/06/2016;96,00;02/06/2016;96,00;2;6;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11985;134;04/07/2016;96,00;02/07/2016;96,00;3;6;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11986;134;04/08/2016;96,00;30/07/2016;96,00;4;6;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11987;134;04/09/2016;96,00;02/09/2016;96,00;5;6;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11988;134;04/10/2016;96,00;03/10/2016;96,00;6;6;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
11989;137;10/05/2016;50,00;04/05/2016;50,00;1;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11990;137;10/06/2016;50,00;06/06/2016;50,00;2;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
11991;68;05/05/2016;104,00;03/05/2016;104,00;1;3;0,00;0,00;104,00;0,00;0,00;0,00;0,00;VERDADEIRO
11992;68;05/06/2016;190,00;27/05/2016;190,00;2;3;0,00;0,00;190,00;0,00;0,00;0,00;0,00;FALSO
11993;68;05/07/2016;146,00;30/06/2016;146,00;3;3;0,00;0,00;146,00;0,00;0,00;0,00;0,00;FALSO
11994;148;06/05/2016;75,00;04/05/2016;75,00;1;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
11995;148;06/06/2016;75,00;06/06/2016;75,00;2;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
11996;148;06/07/2016;75,00;05/07/2016;75,00;3;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
11997;148;06/08/2016;75,00;04/08/2016;75,00;4;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
11998;148;06/09/2016;75,00;06/09/2016;75,00;5;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
11999;143;06/05/2016;65,00;09/05/2016;65,00;1;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12000;143;06/06/2016;65,00;01/06/2016;65,00;2;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12001;143;06/07/2016;65,00;05/07/2016;65,00;3;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12002;143;06/08/2016;65,00;29/07/2016;65,00;4;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12003;143;06/09/2016;65,00;08/09/2016;65,00;5;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12004;155;06/05/2016;90,00;06/05/2016;90,00;1;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12005;155;06/06/2016;90,00;08/06/2016;90,00;2;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12006;155;06/07/2016;90,00;09/08/2016;90,00;3;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12007;156;06/05/2016;40,00;12/05/2016;40,00;1;3;40,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12008;156;06/06/2016;40,00;07/07/2016;42,00;2;3;0,00;0,00;42,00;0,00;1,00;1,00;0,00;FALSO
12009;156;06/07/2016;40,00;07/07/2016;40,00;3;3;0,00;0,00;40,00;0,00;0,00;0,00;0,00;FALSO
12010;119;06/05/2016;120,00;02/05/2016;120,00;1;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
12011;119;06/06/2016;120,00;02/06/2016;120,00;2;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
12012;149;07/05/2016;109,00;06/05/2016;109,00;1;6;0,00;0,00;109,00;0,00;0,00;0,00;0,00;FALSO
12013;149;07/06/2016;106,00;07/06/2016;106,00;2;6;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
12014;149;07/07/2016;106,00;07/07/2016;106,00;3;6;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
12015;149;07/08/2016;106,00;08/08/2016;106,00;4;6;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
12016;149;07/09/2016;106,00;12/09/2016;106,00;5;6;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
12017;149;07/10/2016;106,00;07/10/2016;106,00;6;6;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
12018;163;08/05/2016;60,00;06/05/2016;60,00;1;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12019;163;08/06/2016;60,00;06/06/2016;60,00;2;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12020;163;08/07/2016;60,00;08/07/2016;60,00;3;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12021;163;08/08/2016;60,00;03/08/2016;60,00;4;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12022;169;08/05/2016;70,00;04/05/2016;70,00;1;6;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12023;169;08/06/2016;68,00;07/06/2016;70,00;2;6;0,00;0,00;68,00;0,00;0,00;0,00;0,00;FALSO
12024;169;08/07/2016;66,00;05/07/2016;66,00;3;6;0,00;0,00;66,00;0,00;0,00;0,00;0,00;FALSO
12025;169;08/08/2016;68,00;12/08/2016;68,00;4;6;0,00;0,00;68,00;0,00;0,00;0,00;0,00;FALSO
12026;169;08/09/2016;68,00;08/09/2016;68,00;5;6;0,00;0,00;68,00;0,00;0,00;0,00;0,00;FALSO
12027;169;08/10/2016;68,00;10/10/2016;68,00;6;6;0,00;0,00;68,00;0,00;0,00;0,00;0,00;FALSO
12028;170;08/05/2016;130,00;16/05/2016;130,00;1;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12029;170;08/06/2016;130,00;13/06/2016;130,00;2;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12030;170;08/07/2016;130,00;05/07/2016;130,00;3;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12031;145;08/05/2016;128,00;30/04/2016;128,00;1;3;0,00;0,00;128,00;0,00;0,00;0,00;0,00;FALSO
12032;145;08/06/2016;126,00;04/06/2016;126,00;2;3;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
12033;145;08/07/2016;126,00;02/07/2016;126,00;3;3;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
12034;150;08/05/2016;200,00;11/05/2016;200,00;1;2;0,00;0,00;200,00;0,00;0,00;0,00;0,00;FALSO
12035;150;08/06/2016;200,00;29/06/2016;200,00;2;2;0,00;0,00;200,00;0,00;0,00;0,00;0,00;FALSO
12036;173;11/05/2016;50,00;05/05/2016;50,00;1;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12037;173;11/06/2016;50,00;06/06/2016;50,00;2;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12038;173;11/07/2016;50,00;06/07/2016;50,00;3;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12039;173;11/08/2016;50,00;04/08/2016;50,00;4;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12040;174;11/05/2016;70,00;27/05/2016;72,00;1;4;0,00;0,00;72,00;0,00;1,00;1,00;0,00;FALSO
12041;174;11/06/2016;70,00;30/07/2016;75,00;2;4;0,00;0,00;75,00;0,00;1,40;3,60;0,00;FALSO
12042;174;11/07/2016;70,00;30/07/2016;75,00;3;4;0,00;0,00;75,00;0,00;1,40;3,60;0,00;FALSO
12043;174;11/08/2016;70,00;03/10/2016;75,00;4;4;0,00;0,00;75,00;0,00;1,40;3,60;0,00;FALSO
12044;176;10/05/2016;118,00;09/05/2016;118,00;1;5;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
12045;176;10/06/2016;114,00;09/05/2016;114,00;2;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12046;176;10/07/2016;114,00;07/07/2016;114,00;3;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12047;176;10/08/2016;114,00;08/08/2016;114,00;4;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12048;176;10/09/2016;114,00;06/09/2016;114,00;5;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12049;177;11/05/2016;487,00;23/04/2016;487,00;1;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12054;178;12/05/2016;50,00;11/05/2016;50,00;1;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12055;178;12/06/2016;50,00;14/06/2016;50,00;2;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12056;178;12/07/2016;50,00;20/07/2016;50,00;3;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12057;179;12/05/2016;50,00;05/05/2016;50,00;1;1;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12058;172;12/05/2016;110,00;12/05/2016;110,00;1;1;110,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12059;180;12/05/2016;55,00;;0,00;1;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12060;180;12/06/2016;55,00;;0,00;2;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12061;200;15/05/2016;100,00;10/05/2016;100,00;1;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12062;200;15/06/2016;100,00;07/06/2016;100,00;2;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12063;200;15/07/2016;100,00;13/07/2016;100,00;3;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12064;200;15/08/2016;100,00;06/08/2016;100,00;4;5;100,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12065;200;15/09/2016;100,00;10/09/2016;100,00;5;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12066;205;18/05/2016;76,00;10/05/2016;76,00;1;5;0,00;0,00;76,00;0,00;0,00;0,00;0,00;FALSO
12067;205;18/06/2016;76,00;09/06/2016;76,00;2;5;0,00;0,00;76,00;0,00;0,00;0,00;0,00;FALSO
12068;205;18/07/2016;74,00;13/07/2016;75,00;3;5;0,00;0,00;75,00;0,00;0,00;0,00;0,00;VERDADEIRO
12069;205;18/08/2016;78,00;08/09/2016;78,00;4;5;0,00;0,00;78,00;0,00;0,00;0,00;0,00;FALSO
12070;205;18/09/2016;76,00;08/09/2016;79,00;5;5;0,00;0,00;79,00;0,00;3,00;0,00;0,00;FALSO
12071;203;18/05/2016;50,00;07/05/2016;50,00;1;1;0,00;0,00;50,00;0,00;0,00;0,00;0,00;VERDADEIRO
12072;210;18/05/2016;100,00;13/05/2016;100,00;1;1;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12073;211;25/05/2016;46,00;27/05/2016;46,00;1;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
12074;211;25/06/2016;46,00;28/06/2016;46,00;2;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
12075;211;25/07/2016;46,00;28/06/2016;46,00;3;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
12076;211;25/08/2016;46,00;28/06/2016;48,00;4;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
12077;211;25/09/2016;44,00;29/08/2016;44,00;5;5;0,00;0,00;44,00;0,00;0,00;0,00;0,00;FALSO
12078;64;19/05/2016;300,00;19/05/2016;300,00;1;1;0,00;0,00;300,00;0,00;0,00;0,00;0,00;FALSO
12079;217;20/05/2016;60,00;30/05/2016;60,00;1;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12080;217;20/06/2016;60,00;08/07/2016;60,00;2;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12081;217;20/07/2016;60,00;23/08/2016;60,00;3;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12082;217;20/08/2016;60,00;13/09/2016;60,00;4;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12083;217;20/09/2016;80,00;26/08/2020;80,00;5;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12084;220;26/05/2016;100,00;30/05/2016;100,00;1;6;100,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12085;220;26/06/2016;100,00;14/07/2016;100,00;2;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12086;220;26/07/2016;100,00;;0,00;3;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12087;220;26/08/2016;100,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12088;220;26/09/2016;100,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12089;220;26/10/2016;100,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12090;209;20/05/2016;50,00;20/05/2016;50,00;1;5;0,00;0,00;25,00;0,00;0,00;0,00;0,00;VERDADEIRO
12091;209;20/06/2016;25,00;31/05/2016;25,00;2;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12092;209;20/07/2016;25,00;06/06/2016;25,00;3;5;0,00;0,00;25,00;0,00;0,00;0,00;0,00;VERDADEIRO
12093;209;20/08/2016;20,00;23/06/2016;20,00;4;5;0,00;0,00;20,00;0,00;0,00;0,00;0,00;VERDADEIRO
12094;209;20/09/2016;30,00;27/06/2016;30,00;5;5;0,00;0,00;30,00;0,00;0,00;0,00;0,00;VERDADEIRO
12095;227;20/05/2016;217,00;23/05/2016;217,00;1;1;0,00;0,00;217,00;0,00;0,00;0,00;0,00;FALSO
12096;230;22/05/2016;50,00;02/05/2016;50,00;1;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12097;230;22/06/2016;50,00;17/05/2016;50,00;2;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12098;230;22/07/2016;50,00;17/05/2016;50,00;3;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12099;238;23/05/2016;65,00;23/05/2016;65,00;1;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12100;238;23/06/2016;65,00;29/07/2016;70,00;2;5;0,00;0,00;70,00;0,00;1,30;4,68;0,00;VERDADEIRO
12101;238;23/07/2016;65,00;29/07/2016;70,00;3;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12102;238;23/08/2016;65,00;25/08/2016;65,00;4;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12103;238;23/09/2016;65,00;19/10/2016;65,00;5;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12104;241;23/05/2016;63,00;09/05/2016;63,00;1;6;0,00;0,00;63,00;0,00;0,00;0,00;0,00;FALSO
12105;241;23/06/2016;63,00;14/06/2016;63,00;2;6;0,00;0,00;63,00;0,00;0,00;0,00;0,00;FALSO
12106;241;23/07/2016;63,00;15/07/2016;64,00;3;6;0,00;0,00;63,00;0,00;0,00;0,00;0,00;FALSO
12107;241;23/08/2016;62,00;18/08/2016;62,00;4;6;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12108;241;23/09/2016;63,00;15/09/2016;63,00;5;6;0,00;0,00;63,00;0,00;0,00;0,00;0,00;FALSO
12109;241;23/10/2016;63,00;17/10/2016;63,00;6;6;0,00;0,00;63,00;0,00;0,00;0,00;0,00;FALSO
12110;242;26/05/2016;80,00;10/06/2016;80,00;1;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12111;242;26/06/2016;80,00;18/07/2016;80,00;2;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12112;242;26/07/2016;80,00;26/07/2016;80,00;3;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12113;242;26/08/2016;80,00;08/09/2016;80,00;4;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12114;242;26/09/2016;80,00;21/12/2016;80,00;5;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12115;251;05/06/2016;50,00;16/06/2016;50,00;1;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12116;251;05/07/2016;50,00;16/06/2016;50,00;2;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12117;252;01/06/2016;110,00;;0,00;1;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
