Código;Lk_Vendas;Data_Venc;Valor_Parcela;Data_Pgto;Valor_Pago;Número_parcela1;Número_parcela2;cartão;che pré;dinheiro;Requisição;multa;juros;comissão;recibo
26819;10197;10/12/2024;115,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26820;10197;10/01/2025;115,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26821;10197;10/02/2025;115,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26825;10205;25/09/2024;120,00;06/03/2025;120,00;1;3;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26826;10205;25/10/2024;120,00;;0,00;2;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26827;10205;25/11/2024;120,00;;0,00;3;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26828;10157;05/09/2024;80,00;02/09/2024;80,00;1;10;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
26829;10157;05/10/2024;75,00;09/10/2024;75,00;2;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26830;10157;05/11/2024;75,00;22/11/2024;75,00;3;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26831;10157;05/12/2024;75,00;11/12/2024;75,00;4;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26832;10157;05/01/2025;75,00;29/01/2025;75,00;5;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26833;10157;05/02/2025;75,00;12/03/2025;75,00;6;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26834;10157;05/03/2025;75,00;01/04/2025;75,00;7;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26835;10157;05/04/2025;75,00;10/05/2025;75,00;8;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26836;10157;05/05/2025;75,00;09/06/2025;75,00;9;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26837;10157;05/06/2025;75,00;17/07/2025;75,00;10;10;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
26838;10182;10/09/2024;120,00;17/09/2024;120,00;1;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26839;10182;10/10/2024;118,00;21/11/2024;118,00;2;6;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26840;10182;10/11/2024;118,00;06/12/2024;118,00;3;6;118,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26841;10182;10/12/2024;118,00;17/01/2025;118,00;4;6;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26842;10182;10/01/2025;118,00;11/02/2025;118,00;5;6;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26843;10182;10/02/2025;118,00;17/03/2025;118,00;6;6;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26844;10193;06/09/2024;96,00;12/09/2024;96,00;1;4;0,00;0,00;96,00;0,00;0,00;0,00;0,00;FALSO
26845;10193;06/10/2024;93,00;07/10/2024;93,00;2;4;0,00;0,00;93,00;0,00;0,00;0,00;0,00;FALSO
26846;10193;06/11/2024;93,00;06/11/2024;93,00;3;4;93,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26847;10193;06/12/2024;93,00;07/12/2024;93,00;4;4;0,00;0,00;93,00;0,00;0,00;0,00;0,00;FALSO
26848;10169;12/08/2024;1.050,00;12/08/2024;1.050,00;1;1;0,00;0,00;1.050,00;0,00;0,00;0,00;0,00;FALSO
26849;10212;07/10/2024;125,00;30/11/2024;125,00;1;1;0,00;0,00;125,00;0,00;0,00;0,00;0,00;FALSO
26850;10224;10/09/2024;175,00;05/09/2024;175,00;1;2;0,00;0,00;175,00;0,00;0,00;0,00;0,00;FALSO
26851;10224;10/10/2024;175,00;20/09/2024;175,00;2;2;0,00;0,00;175,00;0,00;0,00;0,00;0,00;FALSO
26852;10211;10/09/2024;100,00;07/10/2024;100,00;1;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26853;10211;10/10/2024;100,00;07/10/2024;100,00;2;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26854;10227;12/09/2024;170,00;14/09/2024;170,00;1;2;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
26855;10227;12/10/2024;170,00;11/11/2024;170,00;2;2;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
26856;9581;29/09/2024;20,00;05/09/2024;20,00;8;8;0,00;0,00;20,00;0,00;0,00;0,00;0,00;FALSO
26857;10229;12/09/2024;160,00;19/09/2024;160,00;1;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
26858;10229;12/10/2024;160,00;26/10/2024;160,00;2;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
26859;10229;12/11/2024;160,00;25/11/2024;160,00;3;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
26860;10229;12/12/2024;160,00;21/12/2024;160,00;4;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
26861;10213;13/09/2024;256,00;16/09/2024;256,00;1;5;0,00;0,00;256,00;0,00;0,00;0,00;0,00;FALSO
26862;10213;13/10/2024;256,00;14/10/2024;256,00;2;5;0,00;0,00;256,00;0,00;0,00;0,00;0,00;FALSO
26863;10213;13/11/2024;256,00;11/11/2024;256,00;3;5;256,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26864;10213;13/12/2024;256,00;09/12/2024;256,00;4;5;0,00;0,00;256,00;0,00;0,00;0,00;0,00;FALSO
26865;10213;13/01/2025;256,00;13/01/2025;256,00;5;5;0,00;0,00;256,00;0,00;0,00;0,00;0,00;FALSO
26866;10234;14/09/2024;125,00;09/09/2024;125,00;1;2;0,00;0,00;125,00;0,00;0,00;0,00;0,00;FALSO
26867;10234;14/10/2024;125,00;05/10/2024;125,00;2;2;125,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26869;10244;05/09/2024;126,00;10/09/2024;126,00;1;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
26870;10244;05/10/2024;126,00;08/10/2024;126,00;2;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
26871;10244;05/11/2024;126,00;16/11/2024;126,00;3;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
26872;10244;05/12/2024;126,00;11/12/2024;126,00;4;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
26873;10244;05/01/2025;126,00;07/01/2025;126,00;5;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
26880;10255;10/09/2024;118,00;23/09/2024;118,00;1;5;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26881;10255;10/10/2024;118,00;23/09/2024;118,00;2;5;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26882;10255;10/11/2024;118,00;01/11/2024;118,00;3;5;0,00;0,00;118,00;0,00;0,00;0,00;0,00;FALSO
26883;10255;10/12/2024;236,00;06/12/2024;236,00;4;5;0,00;0,00;236,00;0,00;0,00;0,00;0,00;FALSO
26884;10255;10/01/2025;0,00;;0,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26885;10256;20/09/2024;120,00;24/09/2024;120,00;1;3;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26886;10256;20/10/2024;115,00;07/11/2024;115,00;2;3;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
26887;10256;20/11/2024;115,00;09/12/2024;115,00;3;3;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
26888;10254;10/09/2024;670,00;12/09/2024;670,00;1;6;0,00;0,00;670,00;0,00;0,00;0,00;0,00;FALSO
26889;10254;10/10/2024;0,00;;0,00;2;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26890;10254;10/11/2024;150,00;09/10/2024;150,00;3;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26891;10254;10/12/2024;150,00;07/11/2024;150,00;4;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26892;10254;10/01/2025;150,00;10/12/2024;150,00;5;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26893;10254;10/02/2025;150,00;10/01/2025;150,00;6;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26894;10261;23/09/2024;140,00;14/09/2024;140,00;1;3;0,00;0,00;140,00;0,00;0,00;0,00;0,00;FALSO
26895;10261;23/10/2024;130,00;19/10/2024;130,00;2;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
26896;10261;23/11/2024;130,00;21/11/2024;130,00;3;3;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
26897;10258;27/08/2024;300,00;29/08/2024;300,00;1;1;0,00;0,00;300,00;0,00;0,00;0,00;0,00;FALSO
26898;10263;10/09/2024;137,00;10/09/2024;137,00;1;3;0,00;0,00;137,00;0,00;0,00;0,00;0,00;FALSO
26899;10263;10/10/2024;137,00;10/09/2024;137,00;2;3;0,00;0,00;137,00;0,00;0,00;0,00;0,00;FALSO
26900;10263;10/11/2024;136,00;14/10/2024;136,00;3;3;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
26901;10276;10/10/2024;100,00;07/10/2024;100,00;1;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26902;10276;10/11/2024;100,00;05/11/2024;100,00;2;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26903;10276;10/12/2024;100,00;06/12/2024;100,00;3;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26904;10276;10/01/2025;100,00;07/01/2025;100,00;4;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26905;10277;15/09/2024;100,00;30/08/2024;100,00;1;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;VERDADEIRO
26906;10277;15/10/2024;70,00;16/10/2024;70,00;2;2;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
26907;10252;29/09/2024;200,00;29/09/2024;200,00;1;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26908;10252;29/10/2024;200,00;29/10/2024;200,00;2;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26909;10252;29/11/2024;200,00;29/11/2024;200,00;3;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26910;10252;29/12/2024;200,00;29/12/2024;200,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26911;10252;29/01/2025;200,00;29/01/2025;200,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26912;0;25/08/2024;140,00;;0,00;3;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26913;10072;25/09/2024;70,00;24/10/2024;70,00;0;0;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
26914;10279;05/09/2024;400,00;05/10/2024;400,00;1;4;0,00;0,00;400,00;0,00;0,00;0,00;0,00;FALSO
26915;10279;05/10/2024;400,00;06/11/2024;400,00;2;4;0,00;0,00;400,00;0,00;0,00;0,00;0,00;FALSO
26916;10279;05/11/2024;400,00;05/12/2024;400,00;3;4;0,00;0,00;400,00;0,00;0,00;0,00;0,00;FALSO
26917;10279;05/12/2024;400,00;16/12/2024;400,00;4;4;0,00;0,00;400,00;0,00;0,00;0,00;0,00;FALSO
26918;10281;10/10/2024;314,00;01/11/2024;314,00;1;3;0,00;0,00;314,00;0,00;0,00;0,00;0,00;FALSO
26919;10281;10/11/2024;626,00;09/12/2024;626,00;2;3;0,00;0,00;626,00;0,00;0,00;0,00;0,00;FALSO
26920;10281;10/12/2024;0,00;;0,00;3;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26921;10285;02/10/2024;300,00;28/09/2024;300,00;1;1;0,00;0,00;300,00;0,00;0,00;0,00;0,00;FALSO
26922;10286;02/10/2024;260,00;02/10/2024;260,00;1;1;260,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26923;10230;02/10/2024;74,00;14/10/2024;74,00;1;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26924;10230;02/11/2024;74,00;22/11/2024;74,00;2;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26925;10230;02/12/2024;74,00;11/12/2024;74,00;3;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26926;10230;02/01/2025;74,00;29/01/2025;74,00;4;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26927;10230;02/02/2025;74,00;10/03/2025;74,00;5;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26928;10230;02/03/2025;74,00;01/04/2025;74,00;6;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26929;10230;02/04/2025;74,00;10/05/2025;74,00;7;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26930;10230;02/05/2025;74,00;09/06/2025;74,00;8;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26931;10230;02/06/2025;74,00;11/07/2025;74,00;9;10;0,00;0,00;74,00;0,00;0,00;0,00;0,00;FALSO
26932;10230;02/07/2025;74,00;03/09/2025;74,00;10;10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26933;10292;05/10/2024;148,00;07/10/2024;148,00;1;5;148,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26934;10292;05/11/2024;148,00;12/11/2024;148,00;2;5;148,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26935;10292;05/12/2024;296,00;03/12/2024;296,00;3;5;0,00;0,00;296,00;0,00;0,00;0,00;0,00;FALSO
26936;10292;05/01/2025;0,00;;0,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26937;10292;05/02/2025;148,00;02/05/2025;148,00;5;5;0,00;0,00;148,00;0,00;0,00;0,00;0,00;FALSO
26938;0;10/09/2024;240,00;;0,00;7;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26939;9782;10/10/2024;50,00;04/10/2024;50,00;7;7;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
26940;10299;05/10/2024;90,00;01/10/2024;90,00;1;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26941;10299;05/11/2024;90,00;30/10/2024;90,00;2;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26942;10299;05/12/2024;90,00;02/12/2024;90,00;3;3;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26943;10300;05/10/2024;100,00;03/10/2024;100,00;1;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26944;10300;05/11/2024;95,00;07/11/2024;95,00;2;3;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26945;10300;05/12/2024;95,00;03/12/2024;95,00;3;3;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26946;10303;06/10/2024;55,00;04/10/2024;55,00;1;2;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
26947;10303;06/11/2024;55,00;05/11/2024;55,00;2;2;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
26948;10304;06/10/2024;120,00;03/10/2024;120,00;1;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26949;10304;06/11/2024;120,00;06/12/2024;120,00;2;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26950;10305;10/10/2024;52,00;07/10/2024;52,00;1;5;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
26951;10305;10/11/2024;52,00;08/11/2024;52,00;2;5;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
26952;10305;10/12/2024;50,00;06/12/2024;50,00;3;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
26953;10305;10/01/2025;50,00;09/01/2025;50,00;4;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
26954;10305;10/02/2025;56,00;07/02/2025;56,00;5;5;0,00;0,00;56,00;0,00;0,00;0,00;0,00;FALSO
26955;10310;09/10/2024;600,00;03/10/2024;600,00;1;1;0,00;0,00;600,00;0,00;0,00;0,00;0,00;FALSO
26956;10319;11/10/2024;120,00;15/10/2024;120,00;1;1;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
26957;10321;12/10/2024;190,00;15/10/2024;190,00;1;6;0,00;0,00;190,00;0,00;0,00;0,00;0,00;FALSO
26958;10321;12/11/2024;150,00;12/11/2024;150,00;2;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26959;10321;12/12/2024;150,00;20/01/2025;150,00;3;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26960;10321;12/01/2025;150,00;20/01/2025;150,00;4;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26961;10321;12/02/2025;150,00;20/02/2025;150,00;5;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26962;10321;12/03/2025;150,00;26/04/2025;150,00;6;6;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26963;10323;12/10/2024;95,00;05/10/2024;95,00;1;6;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26964;10323;12/11/2024;95,00;08/11/2024;95,00;2;6;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26965;10323;12/12/2024;95,00;07/12/2024;95,00;3;6;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26966;10323;12/01/2025;95,00;08/01/2025;95,00;4;6;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26967;10323;12/02/2025;95,00;10/02/2025;95,00;5;6;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
26968;10323;12/03/2025;80,00;13/02/2025;80,00;6;6;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
26969;10288;05/10/2024;135,00;23/10/2024;135,00;1;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
26970;10288;05/11/2024;115,00;28/11/2024;115,00;2;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
26971;10288;05/12/2024;115,00;07/01/2025;115,00;3;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
26972;10288;05/01/2025;115,00;07/01/2025;115,00;4;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
26973;10288;05/02/2025;230,00;11/04/2025;230,00;5;6;0,00;0,00;230,00;0,00;0,00;0,00;0,00;FALSO
26974;10288;05/03/2025;0,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26975;10327;10/10/2024;80,00;05/10/2024;80,00;1;4;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
26976;10327;10/11/2024;70,00;13/11/2024;70,00;2;4;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
26977;10327;10/12/2024;70,00;11/12/2024;70,00;3;4;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
26978;10327;10/01/2025;70,00;13/01/2025;70,00;4;4;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
26979;10325;10/10/2024;100,00;07/10/2024;100,00;1;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26980;10325;10/11/2024;100,00;06/11/2024;100,00;2;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26981;10325;10/12/2024;100,00;06/12/2024;100,00;3;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
26982;10333;10/10/2024;90,00;01/11/2024;90,00;1;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26983;10333;10/11/2024;90,00;20/12/2024;90,00;2;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26984;10333;10/12/2024;90,00;24/01/2025;90,00;3;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
26985;10333;10/01/2025;99,00;04/04/2025;99,00;4;6;0,00;0,00;99,00;0,00;0,00;0,00;0,00;FALSO
26986;10333;10/02/2025;180,00;06/08/2025;180,00;5;6;0,00;0,00;180,00;0,00;0,00;0,00;0,00;FALSO
26987;10333;10/03/2025;0,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26988;10338;05/10/2024;150,00;30/09/2024;150,00;1;3;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26989;10338;05/11/2024;150,00;28/10/2024;150,00;2;3;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26990;10338;05/12/2024;150,00;26/11/2024;150,00;3;3;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
26991;10349;23/10/2024;55,00;28/10/2024;55,00;1;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
26992;10349;23/11/2024;45,00;28/10/2024;45,00;2;6;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
26993;10349;23/12/2024;180,00;11/11/2024;180,00;3;6;0,00;0,00;180,00;0,00;0,00;0,00;0,00;FALSO
26994;10349;23/01/2025;0,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26995;10349;23/02/2025;0,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26996;10349;23/03/2025;0,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
26997;10339;07/10/2024;40,00;08/10/2024;40,00;1;1;0,00;0,00;40,00;0,00;0,00;0,00;0,00;FALSO
26998;10350;10/10/2024;250,00;09/10/2024;250,00;1;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
26999;10350;10/11/2024;250,00;16/11/2024;250,00;2;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
27000;10350;10/12/2024;250,00;10/12/2024;250,00;3;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
27001;10350;10/01/2025;250,00;10/01/2025;250,00;4;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
27002;10350;10/02/2025;250,00;13/02/2025;250,00;5;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
27003;10350;10/03/2025;250,00;11/03/2025;250,00;6;6;0,00;0,00;250,00;0,00;0,00;0,00;0,00;FALSO
27004;10353;10/10/2024;125,00;25/10/2024;125,00;1;2;0,00;0,00;125,00;0,00;0,00;0,00;0,00;FALSO
27005;10353;10/11/2024;125,00;26/11/2024;125,00;2;2;0,00;0,00;125,00;0,00;0,00;0,00;0,00;FALSO
27006;10322;28/10/2024;560,00;21/10/2024;560,00;1;6;0,00;0,00;560,00;0,00;0,00;0,00;0,00;FALSO
27007;10322;28/11/2024;550,00;25/11/2024;550,00;2;6;0,00;0,00;550,00;0,00;0,00;0,00;0,00;FALSO
27008;10322;28/12/2024;550,00;20/12/2024;550,00;3;6;0,00;0,00;550,00;0,00;0,00;0,00;0,00;FALSO
27009;10322;28/01/2025;550,00;07/01/2025;550,00;4;6;0,00;0,00;550,00;0,00;0,00;0,00;0,00;FALSO
27010;10322;28/02/2025;550,00;06/02/2025;550,00;5;6;0,00;0,00;550,00;0,00;0,00;0,00;0,00;FALSO
27011;10322;28/03/2025;550,00;04/04/2025;550,00;6;6;0,00;0,00;550,00;0,00;0,00;0,00;0,00;FALSO
27012;10364;10/10/2024;90,00;14/10/2024;90,00;1;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
27013;10364;10/11/2024;90,00;16/12/2024;90,00;2;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
27014;10364;10/12/2024;90,00;10/01/2025;90,00;3;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
27015;10364;10/01/2025;100,00;11/03/2025;100,00;4;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
27016;10364;10/02/2025;90,00;11/06/2025;90,00;5;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
27017;10364;10/03/2025;80,00;01/07/2025;80,00;6;6;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
27018;10365;25/10/2024;135,00;04/11/2024;135,00;1;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27019;10365;25/11/2024;135,00;11/12/2024;135,00;2;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27020;10365;25/12/2024;135,00;28/12/2024;135,00;3;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27021;10365;25/01/2025;135,00;03/02/2025;135,00;4;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27022;10365;25/02/2025;135,00;07/03/2025;135,00;5;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27023;10365;25/03/2025;135,00;31/03/2025;135,00;6;6;0,00;0,00;135,00;0,00;0,00;0,00;0,00;FALSO
27024;10371;10/11/2024;60,00;29/10/2024;60,00;1;6;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
27025;10371;10/12/2024;58,00;29/11/2024;58,00;2;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
27026;10371;10/01/2025;58,00;29/11/2024;58,00;3;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
27027;10371;10/02/2025;58,00;31/01/2025;58,00;4;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
27028;10371;10/03/2025;58,00;28/02/2025;58,00;5;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
27029;10371;10/04/2025;58,00;28/03/2025;58,00;6;6;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
27030;10372;03/11/2024;65,00;03/10/2024;65,00;1;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
27031;10372;03/12/2024;65,00;12/11/2024;65,00;2;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
27032;10372;03/01/2025;65,00;06/03/2025;65,00;3;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
27033;10372;03/02/2025;65,00;11/04/2025;65,00;4;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
27035;10383;05/11/2024;185,00;30/10/2024;185,00;1;4;0,00;0,00;185,00;0,00;0,00;0,00;0,00;FALSO
27036;10383;05/12/2024;185,00;18/12/2024;185,00;2;4;0,00;0,00;185,00;0,00;0,00;0,00;0,00;FALSO
27037;10383;05/01/2025;185,00;07/01/2025;185,00;3;4;0,00;0,00;185,00;0,00;0,00;0,00;0,00;FALSO
27038;10383;05/02/2025;185,00;19/02/2025;185,00;4;4;0,00;0,00;185,00;0,00;0,00;0,00;0,00;FALSO
27039;10384;08/10/2024;100,00;08/10/2024;100,00;1;1;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
27040;9782;10/11/2024;50,00;06/12/2024;50,00;8;8;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
27041;10390;10/11/2024;160,00;08/10/2024;160,00;1;2;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
27042;10390;10/12/2024;0,00;;0,00;2;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
27043;10392;07/11/2024;200,00;08/11/2024;200,00;1;3;0,00;0,00;200,00;0,00;0,00;0,00;0,00;FALSO
27044;10392;07/12/2024;200,00;05/12/2024;200,00;2;3;0,00;0,00;200,00;0,00;0,00;0,00;0,00;FALSO
